Month,Java,JavaScript,PHP,Python,MySQL,SQL,C++,C,Visual Basic
2015-07,0.2662215374079781,0.06303567869244568,0.44123432505532334,0.0,0.26245580199292834,0.2678132678132678,0.13421034694294867,0.023443815683104285,0.23201965787732728
2015-08,0.6098270844033555,0.08256926450069763,0.7651831817064175,0.01381417280998871,0.6499517839922855,0.5546683046683046,0.2815077363506237,0.04575586095392078,0.5377563557319724
2015-09,0.8608115048793015,0.10509268487143711,0.7402262109663142,0.035432024971773925,0.7502410800385728,0.6778255528255528,0.4086974303046827,0.0391269199676637,0.5484358756261223
2015-10,0.8798151001540832,0.13982459637233408,1.0,0.028425317128246,1.0,0.9775798525798526,0.42962306591234406,0.05448666127728375,0.6665721576410547
2015-11,0.7368601266906352,0.13205102650986644,0.9449225473321858,0.03513316065617321,0.8833172613307618,1.0,0.34564787676368347,0.051899757477768795,0.5251866553255836
2015-12,0.6245505906522856,0.09771775961730117,0.6279813130071306,0.02580195258019526,0.7373834779813565,0.6609336609336609,0.28028082611955557,0.02813257881972514,0.43039410263680183
2016-01,0.6524567711008389,0.1275164440900937,0.6271207278091959,0.040147439729029684,0.6904532304725168,0.6885749385749386,0.30570513257446663,0.046079223928860144,0.45184765145071354
2016-02,0.5144667009073789,0.1025513254933227,0.5350381116301942,0.023245002324500233,0.6160398585663773,0.6062653562653563,0.2384977165837366,0.02635408245755861,0.4019468859276061
2016-03,0.8048279404211608,0.15522224436914492,0.731251536759282,0.04233911137676828,0.8183863709418193,0.8995700245700246,0.3333106127734987,0.0253839935327405,0.5846328324354976
2016-04,0.6165040232836843,0.15532190552122782,0.7128104253749693,0.03234376037723318,0.7131147540983607,0.8191031941031941,0.2815077363506237,0.03848019401778496,0.6517342406199792
2016-05,0.5071049477829139,0.1417181582619095,0.614089009097615,0.02590157401872883,0.650433944069431,0.699017199017199,0.2725785563356281,0.032497978981406626,0.6027785653529912
2016-06,0.3684300633453176,0.1041459039266494,0.3920580280304893,0.023875938101879525,0.44808743169398907,0.4818796068796069,0.18914866062299776,0.020048504446240907,0.4313391928929213
2016-07,0.42869371682931007,0.09138927646003588,0.4106220801573642,0.014677558610613003,0.36162005785920925,0.4047911547911548,0.19180696612364528,0.03686337914308812,0.4247235611000851
2016-08,0.6177024482109228,0.11196930436515846,0.6158101794934842,0.04207345420734542,0.6023786563805851,0.5310196560196561,0.34087655919841864,0.04672594987873888,0.6426613741612324
2016-09,0.8495120698510529,0.11650388678493123,0.670641750676174,0.06279471342232848,0.7462230793956927,0.6188574938574939,0.47570036125690135,0.10105092966855295,0.6348171250354409
2016-10,0.9631912343776751,0.15003986446083317,0.7758790263093189,0.06070266321312347,0.8674059787849566,0.7604422604422605,0.49689864358257785,0.10735650767987065,0.7717607031471505
2016-11,0.6896079438452319,0.13643611720151486,0.6738382099827883,0.06186491332934847,0.8799421407907425,0.6741400491400491,0.36657351237134483,0.10509296685529507,0.5999432945846328
2016-12,0.4922102379729498,0.09961132150687661,0.5071305630686009,0.04001461114431826,0.7211507553841209,0.5549754299754299,0.3082952763956104,0.1059013742926435,0.536716756450241
2017-01,0.4879301489470981,0.11426151086306557,0.5850749938529629,0.043235704323570434,0.6713275474124076,0.5,0.31095358189625794,0.14017784963621666,0.5719686230034968
2017-02,0.4572847115219997,0.10788319712975881,0.5161052372756332,0.04426512585508401,0.6313082610093218,0.4401105651105651,0.25226637584350076,0.1122069523039612,0.47065494754749077
2017-03,0.6997089539462421,0.10848116404225633,0.606958446029014,0.06927010692701069,0.9045323047251688,0.6575552825552825,0.32213209733487835,0.12109943411479386,0.7123145260372366
2017-04,0.5952747817154597,0.13827984851504885,0.6947381362183428,0.07033273560470213,0.6959177113468338,0.49447174447174447,0.3118396837298071,0.12012934518997574,0.6737548435875627
2017-05,0.5189179934942647,0.13778154275463425,0.6233095647897713,0.06741050674105067,0.6901317904210865,0.5347051597051597,0.2815077363506237,0.09329021827000808,0.706454966449296
2017-06,0.2696456086286595,0.07320111620490333,0.38418982050651584,0.029554360098293153,0.4196399871423979,0.31388206388206386,0.20148592461318246,0.0826192400970089,0.3812494093185899
2017-07,0.4750898818695429,0.10030894957145704,0.5335628227194492,0.04522813309424188,0.4877852780456445,0.41369778869778867,0.30959034830618226,0.15666936135812448,0.5218788394291655
2017-08,0.623180962164013,0.1176499900338848,0.5554462748955004,0.07162781430563857,0.5239472838315654,0.41953316953316955,0.4549110490082476,0.17429264349232013,0.6095832151970513
2017-09,0.743879472693032,0.10434522623081523,0.5055323334152938,0.06498638507006708,0.6290581806493089,0.5426904176904177,0.5564037897893804,0.1660468876313662,0.6310367640109631
2017-10,0.7560349255264509,0.1223838947578234,0.5191787558396853,0.08803214451750016,0.7381870781099324,0.7328009828009828,0.5802603776157045,0.14761519805982215,0.7784708439655987
2017-11,0.6892655367231638,0.1069364161849711,0.49299237767396115,0.056186491332934844,0.7208293153326905,0.6504914004914005,0.45252539022561517,0.11139854486661277,0.585766940742841
2017-12,0.47406266050333845,0.08082519433924656,0.35038111630194246,0.04187421133027828,0.5324654451944713,0.5042997542997543,0.3531456615090996,0.1089733225545675,0.49711747471883566
