Month,Java,JavaScript,PHP,Python,MySQL,SQL,C++,C,Visual Basic
2015-07,1.0,0.17647058823529413,0.7027027027027027,0.0,0.6025641025641025,0.5714285714285714,0.18181818181818182,0.7291666666666666,0.6172839506172839
2015-08,0.8241758241758241,0.23529411764705882,0.7837837837837838,0.011764705882352941,0.8205128205128205,0.7301587301587301,0.2727272727272727,0.7083333333333334,0.7777777777777778
2015-09,0.8131868131868132,0.29411764705882354,0.8378378378378378,0.047058823529411764,0.8974358974358975,0.7936507936507936,0.6233766233766234,0.8958333333333334,0.9012345679012346
2015-10,0.8351648351648352,0.35294117647058826,0.8648648648648649,0.047058823529411764,0.9615384615384616,0.8888888888888888,1.0,1.0,0.9753086419753086
2015-11,0.8461538461538461,0.4117647058823529,1.0,0.058823529411764705,1.0,1.0,0.8441558441558441,0.8958333333333334,0.9876543209876543
2015-12,0.9010989010989011,0.35294117647058826,0.918918918918919,0.047058823529411764,0.9743589743589743,0.7619047619047619,0.5584415584415584,0.8541666666666666,0.8148148148148148
2016-01,0.7582417582417582,0.17647058823529413,0.7837837837837838,0.023529411764705882,0.7435897435897436,0.5714285714285714,0.37662337662337664,0.6875,0.7160493827160493
2016-02,0.7032967032967034,0.29411764705882354,0.8108108108108109,0.023529411764705882,0.7435897435897436,0.49206349206349204,0.36363636363636365,0.6458333333333334,0.654320987654321
2016-03,0.7472527472527473,0.23529411764705882,0.7567567567567568,0.03529411764705882,0.7692307692307693,0.6031746031746031,0.5844155844155844,0.7708333333333334,0.7160493827160493
2016-04,0.6813186813186813,0.23529411764705882,0.7837837837837838,0.047058823529411764,0.7692307692307693,0.6349206349206349,0.4935064935064935,0.7083333333333334,0.8148148148148148
2016-05,0.6813186813186813,0.23529411764705882,0.7297297297297297,0.03529411764705882,0.7948717948717948,0.5396825396825397,0.44155844155844154,0.6875,0.8271604938271605
2016-06,0.7252747252747253,0.23529411764705882,0.7027027027027027,0.023529411764705882,0.6538461538461539,0.5079365079365079,0.2597402597402597,0.5416666666666666,0.6049382716049383
2016-07,0.5934065934065934,0.0,0.4594594594594595,0.023529411764705882,0.23076923076923078,0.15873015873015872,0.03896103896103896,0.5833333333333334,0.35802469135802467
2016-08,0.4945054945054945,0.17647058823529413,0.5945945945945946,0.023529411764705882,0.5256410256410257,0.36507936507936506,0.19480519480519481,0.5833333333333334,0.5061728395061729
2016-09,0.4945054945054945,0.17647058823529413,0.6216216216216216,0.058823529411764705,0.5256410256410257,0.3968253968253968,0.44155844155844154,0.7083333333333334,0.5802469135802469
2016-10,0.5604395604395604,0.23529411764705882,0.6486486486486487,0.03529411764705882,0.6666666666666666,0.5555555555555556,0.8961038961038961,0.8125,0.6666666666666666
2016-11,0.5164835164835165,0.23529411764705882,0.7297297297297297,0.09411764705882353,0.8205128205128205,0.6825396825396826,0.5974025974025974,0.7291666666666666,1.0
2016-12,0.46153846153846156,0.17647058823529413,0.5675675675675675,0.07058823529411765,0.6282051282051282,0.49206349206349204,0.45454545454545453,0.6458333333333334,0.8518518518518519
2017-01,0.42857142857142855,0.23529411764705882,0.6216216216216216,0.09411764705882353,0.6794871794871795,0.5396825396825397,0.33766233766233766,0.625,0.8518518518518519
2017-02,0.42857142857142855,0.29411764705882354,0.6216216216216216,0.08235294117647059,0.6538461538461539,0.5714285714285714,0.3116883116883117,0.5833333333333334,0.7654320987654321
2017-03,0.4175824175824176,0.17647058823529413,0.5675675675675675,0.09411764705882353,0.6666666666666666,0.5873015873015873,0.4935064935064935,0.6041666666666666,0.8024691358024691
2017-04,0.4065934065934066,0.23529411764705882,0.5675675675675675,0.1411764705882353,0.6538461538461539,0.5079365079365079,0.5454545454545454,0.5625,0.8024691358024691
2017-05,0.4065934065934066,0.23529411764705882,0.6216216216216216,0.10588235294117647,0.6666666666666666,0.5079365079365079,0.36363636363636365,0.4791666666666667,0.8271604938271605
2017-06,0.37362637362637363,0.058823529411764705,0.43243243243243246,0.07058823529411765,0.3974358974358974,0.23809523809523808,0.2857142857142857,0.5208333333333334,0.5185185185185185
2017-07,0.3626373626373626,0.17647058823529413,0.43243243243243246,0.07058823529411765,0.44871794871794873,0.2857142857142857,0.09090909090909091,0.4791666666666667,0.5308641975308642
