Month,PHP_tiobe,PHP_wiki,PHP_gtrend,PHP_tiobe_label,PHP_wiki_label,PHP_gtrend_label
2015-07,0.5907692307692308,0.4412343250553233,0.7027027027027027,high,high,high
2015-08,0.5415384615384615,0.7651831817064175,0.7837837837837838,high,high,high
2015-09,0.4799999999999999,0.7402262109663142,0.8378378378378378,high,high,high
2015-10,0.4892307692307692,1.0,0.8648648648648649,high,high,high
2015-11,0.7015384615384617,0.9449225473321858,1.0,high,high,high
2015-12,0.56,0.6279813130071306,0.918918918918919,high,high,high
2016-01,0.5353846153846153,0.6271207278091959,0.7837837837837838,high,high,high
2016-02,0.5538461538461539,0.5350381116301942,0.8108108108108109,high,high,high
2016-03,0.5538461538461539,0.731251536759282,0.7567567567567568,high,high,high
2016-04,0.6215384615384617,0.7128104253749693,0.7837837837837838,high,high,high
2016-05,0.6215384615384617,0.614089009097615,0.7297297297297297,high,high,high
2016-06,0.6953846153846153,0.3920580280304893,0.7027027027027027,high,high,high
2016-07,0.7076923076923076,0.4106220801573642,0.4594594594594595,high,high,high
2016-08,0.676923076923077,0.6158101794934842,0.5945945945945946,high,high,high
2016-09,0.5784615384615385,0.670641750676174,0.6216216216216216,high,high,high
2016-10,0.5446153846153847,0.7758790263093189,0.6486486486486487,high,high,high
2016-11,0.6646153846153846,0.6738382099827883,0.7297297297297297,high,high,high
2016-12,0.6,0.5071305630686009,0.5675675675675675,high,high,high
2017-01,0.4892307692307692,0.5850749938529629,0.6216216216216216,high,high,high
2017-02,0.6461538461538461,0.5161052372756332,0.6216216216216216,high,high,high
2017-03,0.6276923076923077,0.606958446029014,0.5675675675675675,high,high,high
2017-04,0.7415384615384616,0.6947381362183428,0.5675675675675675,high,high,high
2017-05,0.5292307692307692,0.6233095647897713,0.6216216216216216,high,high,high
2017-06,0.5538461538461539,0.3841898205065158,0.4324324324324324,high,high,high
2017-07,0.6523076923076924,0.5335628227194492,0.4324324324324324,high,high,high
2017-08,0.4061538461538462,0.5554462748955004,0.4864864864864865,high,high,high
2017-09,0.3815384615384615,0.5055323334152938,0.4864864864864865,high,high,high
2017-10,0.56,0.5191787558396853,0.5405405405405406,high,high,high
2017-11,0.2861538461538461,0.4929923776739611,0.5675675675675675,low,high,high
2017-12,0.1907692307692308,0.3503811163019424,0.4864864864864865,low,high,high
2018-01,0.4799999999999999,0.3655028276370789,0.4864864864864865,high,high,high
2018-02,0.7538461538461539,0.2763707892795672,0.4594594594594595,high,low,high
2018-03,0.9353846153846154,0.3528399311531842,0.4324324324324324,high,high,high
2018-04,1.0,0.3611999016474059,0.4594594594594595,high,high,high
2018-05,0.723076923076923,0.2970248340299975,0.4324324324324324,high,high,high
2018-06,0.5876923076923076,0.0982296533071059,0.2162162162162162,high,low,low
2018-07,0.5723076923076923,0.29481190066388,0.4054054054054054,high,high,high
2018-08,0.6030769230769232,0.3418982050651586,0.4054054054054054,high,high,high
2018-09,0.5569230769230769,0.3582493238259159,0.4054054054054054,high,high,high
2018-10,0.56,0.4482419473813622,0.4594594594594595,high,high,high
2018-11,0.4338461538461538,0.3770592574379149,0.4594594594594595,high,high,high
2018-12,0.4523076923076923,0.2988689451684288,0.4054054054054054,high,high,high
2019-01,0.5261538461538462,0.3517334644701254,0.4594594594594595,high,high,high
2019-02,0.4,0.2231374477501844,0.3783783783783784,high,low,high
2019-03,0.4461538461538461,0.3505040570445045,0.4054054054054054,high,high,high
2019-04,0.3907692307692308,0.3655028276370789,0.4054054054054054,high,high,high
