Job Title,Company Name,Location,Salary,Job Type,Job Description,Date
Frontend Developer (Web / Mobile),PT Insura Media Solusi (Jakarta),Jakarta,"Rp 9,333,333 – Rp 14,000,000 per month",Full time,"Hi Talent.
INSURA memiliki kesempatan menarik posisi sebagai FRONTEND DEVELOPER (Web / Mobile apps).
Kualifikasi :
• Memiliki pengalaman 2 - 5+ Tahun di bidang FRONTEND (Web / Mobile)
• Menguasai salah satu Frontend Programming (Angular / Vue / React / Java / Kotlin / Flutter / Swift, dll)
• Memiliki pengalaman develop Website aplikasi ataupun Mobile Aplikasi
• Menguasai untuk mengconsume API
• Memahami SDLC Agile / Scrum
• Jenjang pendidikan D3, S1, dst
• Bersedia penempatan lokasi kerja di DKI Jakarta
INSURA memiliki beragam kerjasama dengan berbagai company (BUMN ataupun Swasta).
(Apapun keahlian Anda di industri Informasi Technology, silahkan applty/terhubung dengan INSURA untuk mendapatkan informasi lebih lanjut).",None
Android Developer - IT Solution & Services - WFO - Jakarta,PT. PERSOLKELLY Recruitment Indonesia,Jakarta,None,Contract/Temp,"Android Developer
Job description
• Involved in a team who manages core system development.
• Be involved and participate in the overall application lifecycle. Write and perform unit testing.
Perform code review prior to every pull request and/or merge request. Define and communicate technical and design requirements. Troubleshoot and debug applications.
• Define estimates (in Story Points) based on specified requirements. Participates in standby mode / on call duty for issue solving.
Minimum requirement
• Fluent in English communication (Must have)
In-depth knowledge of Android architecture patterns (e.g., MVP, MVVM)
In-depth knowledge of material Design, UX and Android interface design principles Proven knowledge in most of the areas of:
Android development (services, activity, compose ui,...)
o Android Jetpack
o Compose
Koin, Hilt
Room, Gradle, MongoDB
Coil, Moshi, Retrofit, Workers,.....
o Android Testing - Firebase or AppCenter, espresso, uiautomater
o unit testing
Experienced in analyzing and enhancing legacy code is an advantage.
Very good Linux foundations and scripting as well as exposure to containerization technologies (Docker/K8S)
Strong tooling skills such as:
o VCS (Git/SVN)
o CI/CD (Jenkins/Team City/GitlabCI)
o Configuration management (Ansible/Chef/Puppet)
O
Distributed logging (ELK/Splunk)",None
Mobile Developer,PT Digital Mediatama Maxima Tbk.,"South Jakarta, Jakarta",None,Full time,"Job Description :
Design and create Android and iOS based mobile applications
Perform maintenance & application updates
Develop existing mobile applications
Actively participate in providing the best solutions in system development
Carry out unit tests to ensure usability, durability and general reliability
Ensure application performance improvement and bug fixes
Continuous evaluation, discovery and implementation of new technologies to maximize development efficiency
Requirements : 
Minimum Diploma in Computer Science/Technology/ Information System/Other related educations
Maximum Age 35 years old
Minimum 2 year experience on mobile app developer
Experience in Hybrid framework including React Native or Flutter
Mastering Android Native (Java)
Must have a positive and a can do attitude
Must be proactive and able to work with little supervision
Have good analytical skills
Can work both in team and personally 
Passion in mobile software engineering and mobile products
Passion to learn new things, solve challenging problems
Technical requirements : 
Familiar with one or some of these following technologies: Java, Kotlin, React, or Flutter
Have experience in software development and application portfolio for Android and IOS platforms
Familiar with one or some of these following Databases: MySQL, SQL Server, MongoDB, and PostgreSQL
Understand OOP programming techniques
Familiar with GIT version control
Experience using REST API/JSON
Have experience in software development for 2 years",None
Mobile Programmer,PT. CDC GLOBAL INFORMATIKA,"North Jakarta, Jakarta",Rp 5.000.000 – Rp 7.500.000 per month,Full time,"Responsibility :
Design and build applications for mobile platform
Ensure the performance, quality and responsiveness of applications
Collaborate with a team to define, design, and ship new features.
Identity and correct and fix bugs
Able to complete the jobs according to project timeline
Qualification :
Bachelor’s Degree in IT, Software Engineer or Similar
Strong understanding in building Android and IOS Applications using React Native/Flutter
Minimum 2 years with relevant work experience in Tech fields.
Exprert in MVC (Model View Controller)
Familiar with Provider, GetX, Bloc Pattern
Develop tecnical documentation
Good Communication and team work skills
Ability to work in independently and meet deadline
Good undestanding of component lifecycle and state management
Work From Office ( Sunter, North Jakarta)",None
Mobile Apps Programmer,PT Nutech Integrasi,Jakarta,None,Full time,"Job Overview
We are looking for a qualified Mobile application developer to join our development team. You will be working with our engineers to develop and maintain reliable mobile applications.
If you are passionate about mobile platforms and translating code into user-friendly apps, we would like to meet you. As a Mobile application developer, you will collaborate with internal teams to develop functional mobile applications, while working in a fast-paced environment.
 Responsibilities:
Support the cross platform Android/iOS Mobile application development lifecycle (concept, design, test, release and support)
Produce fully functional mobile applications with clean code writing
Gather specific requirements and suggest solutions
Communicate with users to understand their needs and experiences
Write unit and UI tests to identify malfunctions
Troubleshoot and debug to optimize performance
Design interfaces to improve user experience
Collaborate with Product development team to plan new features
Ensure new and legacy applications meet quality standards
Research and suggest new mobile products, applications and protocols
Stay up-to-date with new technology trends
Requirements:
Proven work experience as a Mobile application developer
Demonstrable portfolio of released applications on the Google Play and/or App Store
In-depth knowledge of at least one programming language like ReactNative, Flutter or Java Androi
Experience with third-party libraries (Redux, etc..), SDKs and REST APIs (JSON)
Good understanding of component lifecycle and state management
Familiarity with OOP design principles
Experience with Git or other version control tools
Additional Factor We Appreciate:
Strong in analytical thinking skill and good problem-solving attitude
Good logical thinking and fast learner
Ability to interpret and follow technical plans",None
Senior Mobile Developer - Android,Crypto.com,Jakarta,None,Full time,"Requirements:
We're looking for self-starting engineers with strong experience developing sophisticated applications. You will be Involved in end-to-end mobile application development life cycle.
Interested in building first-class product to solve real world problems
Experienced with various technologies, a fast learner and have a “get things done” mentality
Strong organizational skills and interpersonal skills and the ability to juggle conflicting requirements from many different stakeholders
Humble to embrace better ideas from others, eager to make things better, open to challenges and possibilities
Experience building complex applications for the Android using Kotlin/Java
Mobile application development at the user interface and system levels
Experience and good understanding on Test-Driven-Development (TDD), implement instrumented unit tests
Experience with Jetpack Compose, Coroutine, MVVM and the multi-module architecture
Experience in building real time graph, displaying real time data etc.
Willing to learn
#LI-CY2
#LI-Hybrid
#LI-MidSenior
Life @ Crypto.com
Empowered to think big. Try new opportunities while working with a talented, ambitious and supportive team.
Transformational and proactive working environment. Elevate employees to find thoughtful and innovative solutions.
Growth from within. We help to develop new skill sets that would impact the shaping of your personal and professional growth.
Work Culture. Our colleagues are some of the bests in the industry; we are all here to help and support one another.
One cohesive team. Engage stakeholders to achieve our ultimate goal - Cryptocurrency in every wallet. 
Are you ready to kickstart your future with us? 
Benefits
Competitive salary 
Medical insurance package with extended coverage to dependents 
Attractive annual leave entitlement including birthday, work anniversary
Work Flexibility Adoption. Flexi-work hour and hybrid or remote set-up
Aspire career alternatives through us. Our internal mobility program can offer employees a diverse scope.  
Work Perks: crypto.com visa card provided upon joining 
Our Crypto.com benefits packages vary depending on region requirements, you can learn more from our talent acquisition team.
About Crypto.com:
Founded in 2016, Crypto.com serves more than 80 million customers and is the world's fastest growing global cryptocurrency platform. Our vision is simple: Cryptocurrency in Every Wallet™. Built on a foundation of security, privacy, and compliance, Crypto.com is committed to accelerating the adoption of cryptocurrency through innovation and empowering the next generation of builders, creators, and entrepreneurs to develop a fairer and more equitable digital ecosystem.
Learn more at https://crypto.com. 
Crypto.com is an equal opportunities employer and we are committed to creating an environment where opportunities are presented to everyone in a fair and transparent way. Crypto.com values diversity and inclusion, seeking candidates with a variety of backgrounds, perspectives, and skills that complement and strengthen our team.
Personal data provided by applicants will be used for recruitment purposes only.",None
BT Application Developer,PT. SOHO Industri Pharmasi,"East Jakarta, Jakarta",None,Full time,"About Company :
SOHO Global Health is a leading healthcare company with a more than 70-year history and core competencies in the areas of natural/herbal health care products and services. Today we are creating a leading national enterprise built on strong brands and innovative ways of doing business.
SOHO Global Health offers a unique and best-in-class platform in branding, sales & marketing, manufacturing and distribution to support future growth in the Indonesia market. Supported by over 2500 employees, SGH maintains coverage of ~90% of the targeted doctors, while distribution reaches over 41,000 outlets nationwide.
 Qualification :
Minimum Diploma / Bachelor degree majoring in Information Systems/Information Engineering/Information Management
Minimum 3 years experience as a Developer / Programer
Have good skills related to:
PHP programming language
Framework CI, Framework Laravel, Laravel Lumen, Framework Magento, Zend PHP
Ajax, Jquery, CSS
API programming
P/L SQL My SQL, store procedure dan database SQL     
4.Work Location : Kawasan Industri Pulogadung – East Jakarta
 Main Jobdesc :
Assist in formulating design and developing predetermined applications 
Test the developed applications 
Assist in the application installation activities according to the agreed schedule
Assist in the program documentation process as needed
Check for errors or issues in the applications
Able to create modules as part of a team
Accustomed to working under deadlines
Willing to learn other programming languages/skills and apply them to assigned tasks",None
Mobile Developer,PT Inixindo Widya Iswara Nusantara,"Yogyakarta, Yogyakarta Special Region","IDR 4,000,000 - 6,000,000",Full time,"Mengembangkan aplikasi berbasis mobile
Melakukan test integrasi sistem

Persyaratan
Berpengalaman dengan: Android Studio, React Native (Redux, State Management).
Memiliki pengetahuan yang kuat tentang Android SDK, versi Android yang berbeda, dan cara menangani ukuran layar yang berbeda.
Memiliki pengetahuan yang kuat tentang prinsip-prinsip desain UI Android, patterns, dan best practices (MVP, MVVM, Clean Architecture).
Menguasai penggunaan RESTful API, Push Notifications (diutamakan).
Menguasai penggunaan development tools: Git, Gitlab, Postman, Trello.
Memiliki pengetahuan dasar di Android dan/atau iOS Native untuk bridging code (merupakan nilai plus).
Memiliki pengalaman membuat aplikasi yang sudah dipublikasikan di Apple Apps Store atau Play Store (merupakan nilai plus).

Note:
Mohon mencantumkan link aplikasi/project yang pernah dibuat 
Mohon mencantumkan nomor Whatsapp dengan benar
Proses interview dan tes praktikal di Yogyakarta
Penempatan kerja di Yogyakarta",None
(Senior) Mobile Developer - iOS,Crypto.com,Jakarta,None,Full time,"About the role:
As part of the team, you will focus on developing best-in-class iOS applications using our modern tech stack. Our apps are written purely in Swift and architected using MVVM-C. We heavily rely on RxSwift/Combine, so any experience in reactive programming is considered a plus.
The difference you will make:
Collaborate closely with members of tech & product in a cross-functional feature team to develop innovative features for a large global user base.
Analyse product requirements and designs provided by product owners, providing valuable feedback based on your expertise in iOS development.
Deliver high-quality, modularised, and scalable code that is maintainable and testable within reasonable timelines.
Engage in regular sync-ups with not only your feature team, but also the entire iOS team, ensuring that your ideas and insights are heard and valued.
Your expertise:
Minimum of 2 years of full-time iOS development experience (no upper limit)
Proficiency in Swift, UIKit and a solid understanding of iOS development best practices.
Familiarity with MVVM architecture (experience with SnapKit and RxSwift/Combine is highly desirable)
Experience in writing unit tests and snapshot/UI tests
Proficiency in Git and familiarity with branching models such as Git-flow, Trunk Based Development, etc.
Strong problem-solving skills and a passion for continuous learning.
Excellent communication and collaboration abilities.
A focus on producing high-quality code and exceptional user experiences.
Candidates with more experience will be considered as senior developer.
#LI-CY2
#LI-Remote
#LI-MidSenior
Life @ Crypto.com
Empowered to think big. Try new opportunities while working with a talented, ambitious and supportive team.
Transformational and proactive working environment. Elevate employees to find thoughtful and innovative solutions.
Growth from within. We help to develop new skill-sets that would impact the shaping of your personal and professional growth.
Work Culture. Our colleagues are some of the best in the industry; we are all here to help and support one another.
One cohesive team. Engage stakeholders to achieve our ultimate goal - Cryptocurrency in every wallet. 
Are you ready to kickstart your future with us? 
Benefits
Competitive salary 
Medical insurance package with extended coverage to dependents 
Attractive annual leave entitlement including: birthday, work anniversary
Work Flexibility Adoption. Flexi-work hour and hybrid or remote set-up
Aspire career alternatives through us. Our internal mobility program can offer employees a diverse scope.  
Work Perks: crypto.com visa card provided upon joining 
Our Crypto.com benefits packages vary depending on region requirements, you can learn more from our talent acquisition team.
About Crypto.com:
Founded in 2016, Crypto.com serves more than 80 million customers and is the world's fastest growing global cryptocurrency platform. Our vision is simple: Cryptocurrency in Every Wallet™. Built on a foundation of security, privacy, and compliance, Crypto.com is committed to accelerating the adoption of cryptocurrency through innovation and empowering the next generation of builders, creators, and entrepreneurs to develop a fairer and more equitable digital ecosystem.
Learn more at https://crypto.com. 
Crypto.com is an equal opportunities employer and we are committed to creating an environment where opportunities are presented to everyone in a fair and transparent way. Crypto.com values diversity and inclusion, seeking candidates with a variety of backgrounds, perspectives, and skills that complement and strengthen our team. 
Personal data provided by applicants will be used for recruitment purposes only.",None
Experienced Mobile Engineer 5 yrs ( Front End ),PT Gajah Agung Mandiri,"Central Jakarta, Jakarta",Rp 9.000.000 – Rp 13.500.000 per month,Full time," We are a software development company.
Cutting Edge technology - Web 3 project.
Good remuneration and prospect for right individual.
Work remote and nice environment
Looking for passionate people in mobile/front end development to produce excellent interfaces.
Candidate must possess at least Bachelor's Degree in Computer Engineering (S1 or D3 ) or equivalent.
Required language(s): English
At least 5 Year(s) of working experience in the related field is required for this position.
Required Skill(s): HTML, CSS, Bootstrap,Java Script, React - Next Js  Typescript , Mobile React native.
Android or IOS knowledge ( Kotlin or Swift)  is an advantage.
All Frontend Integrations to back end.
REST API/GRAPH QL.
 RESPONSIBILITIES :
Mobile App development
Front End development.
Refactoring and code review.
Proper documentation in Github.
 PEOPLE WE ARE LOOKING FOR :
Strong Technically - Patient and detailed about design outcomes.
Inquisitive, thoughtful and asks many detailed questions during meet ups.
Likes to code and build features and functionalities.
Easy going.
 NATURE OF WORK
To report to Tech lead and Head of Tech.
Work independently and meet datelines regarding deployment of features and functionalities.
Work Remotely most often.
Must be able to start immediately.",None
