Job Title,Company Name,Location,Salary,Job Type,Job Description
"Backend Developer - Registration Domain Project
- job post",JPR Corp,Jakarta,"Rp. 18,000,000 - Rp. 22,000,000 a month",Full-time,"KEY SKILLS REQUIRED:
MICROSERVICES
SPRING BOOT
DESIGN PATTERN (SINGLETON)
Job purpose
Design, build and maintain microservices in collaboration with front end & full stack developers to create a comprehensive digital solution that meets the customer’s business needs.
Responsibilities
§ Design and implement microservice with efficiency, speed, quality & robustness in mind, based on SOLID and 12-factor app principles
§ Produce and maintain technical documentation related to the relevant microservices (e.q. scope requirements, logical and technical designs, testing and implementation plans).
§ Troubleshoot and implement bug fixes related to client and user reported issues.
§ Play proactive support role and take ownership of technical issues, and work with internal/ cross functional/ external team to resolve more advanced issues when necessary.
§ Collaborate with team members in all aspect of software design, coding, testing, documentation & deployment
§ Deliverables in agile scrum approach
Qualifications
§ B.S. in Computer Science, Information Systems or equivalent
§ Experience in microservices architecture and development
§ At least 3 years hands on knowledge & experience in the following:
o Git
o RESTful API
o Spring boot
o Docker
o SQL/NOSQL
§ Additional knowledge & experience in any of the following is a plus
o Spring Cloud
o Kubernetes
o Any of these : Go / Python / NodeJs
Soft Skills
§ Detail-oriented
§ Self-starter & team player
§ Analytical & good problem solving skills
§ Good verbal, written and interpersonal skills
Other Requirements
BE assessment for Indonesia:
- to create API Service dengan java spring boot with design pattern
Job Type: Full-time"
"Software Engineer II (Frontend)
- job post",tiket.com,Jakarta,None,Full-time,"We think you also hate when travel app is giving you a headache, right? A slight misinformation can ruin the trip.
That is exactly what we are tackling as t-fam! Making sure that our 50+ million users have the best experience in crafting their own adventure.
Your main duties in flying with us:
Work collaboratively with product managers to translate requirements into reusable fast web modules.
Partner and work closely with Backend developer for seamless API integration.
Develop well-written front-end code for new product features as well as maintain code and fix defects within the existing code base.
Apply best-practices and coding patterns to ensure your solutions are maintainable, modular of high code-quality and work well across browsers and devices.
Building scalable, highly available, resilient, extendable, secured architecture to provide a significant boost to the business
Following up best practices for development and championing their adoption as per company defined standards
Mandatory belongings that you must prepare:
2+ years of experience in frontend development.
Experience in working with product-based development.
Experience with HTML5, JavaScript, TypeScript, front-end technologies like React, Angular, Vue, Redux, Webpack
Deep understanding of how the web works at scale.
Experience in developing and maintaining PWA’s.
In the event that you haven’t received any updates after 3 weeks, your data will be kept and we may contact you for another career destination. Meanwhile, discover more about tiket.com on Instagram, LinkedIn, or YouTube."
"Backend Developer (NodeJS)
- job post",PT Green City Traffic,Jakarta,"Rp. 5,000,000 - Rp. 8,000,000 a month",Full-time,"We are seeking a skilled Backend Developer with extensive experience in Node.js development to join our team. The ideal candidate will have a strong background in building ERP systems and a passion for developing robust, scalable backend solutions.
Responsibilities:
- Design, develop, and maintain backend services and APIs using Node.js
- Collaborate with frontend developers, designers, and product managers to deliver high-quality ERP solutions
- Architect scalable and maintainable code structures to support our growing user base
- Implement integrations with third-party systems and services as needed
- Optimize application performance and reliability through code improvements and infrastructure enhancements
- Participate in code reviews, team meetings, and agile development processes
Requirements:
- Bachelor's degree in Computer Science, Engineering, or related field (or equivalent work experience)
- Minimum 2 years of professional experience in backend development with Node.js
- Proven track record of building and maintaining ERP systems or similar enterprise applications
- Strong understanding of software architecture principles and design patterns
- Experience with relational databases such as MySQL, PostgreSQL, or similar
- Familiarity with NoSQL databases such as MongoDB is a plus
- Proficiency in RESTful API design and implementation
- Solid understanding of version control systems, particularly Git
- Excellent communication skills and ability to work effectively in a collaborative team environment
- Willing to be placed in H. Nawi, South Jakarta and work from Monday to Saturday
Job Type: Full-time
Ability to commute/relocate:
Jakarta: Reliably commute or planning to relocate before starting work (Required)
Education:
S1 (Preferred)
Experience:
Back End Developer: 2 years (Preferred)"
"Software Engineer (React.js)
- job post",PT Pacific Prime Indonesia,Jakarta,"Rp. 7,000,000 - Rp. 15,000,000 a month",Full-time,"We are looking for skilled software engineers who, along with our excellent software development team, will be responsible for building, enhancing and maintaining our inhouse developed employee benefits, health and wellness SaaS platform.
The ideal candidate is a hands-on platform builder who can address the entire software development lifecycle and has significant experience in developing scalable systems. They must be at ease working in an agile environment with little supervision. This person should embody a passion for continuous improvement and test-driven development.
Major Duties/Responsibilities
Build efficient, easy-to-use, scalable, and robust solutions to support automation and development of Health and Wellness ecosystems.
Develop and maintain SPAs using React.
Collaborate with designers to bring mockups and wireframes to life.
Ensure the technical feasibility of UI/UX designs.
Optimize applications for maximum speed and scalability.
Write clean, maintainable, and efficient code.
Implement and adhere to best practices in web development, including security and
performance.
Work closely with backend developers to integrate APIs and other services.
Participate in code reviews and provide constructive feedback.
Stay up-to-date with the latest industry trends and technologies.
Requirement
Degree in Engineering, Computer Science or similar field, or related work experience.
Proven experience as a Frontend Developer, specifically with React.
Minimum 2 years of experience in front-end development.
Strong proficiency in JavaScript, including DOM manipulation and the JavaScript object model.
Thorough understanding of React and its core principles.
Experience with popular React workflows (such as Flux or Redux).
Familiarity with newer specifications of ECMAScript (ES6+).
Knowledge of RESTful APIs.
Proficient understanding of HTML5 and CSS3.
Experience with responsive design and mobile web development
Experience with common frontend development tools such as Babel, Webpack, NPM, etc.
Ability to understand business requirements and translate them into technical requirements.
Familiarity with version control systems, such as Git.
Excellent problem-solving skills and attention to detail.
Excellent communication skills and ability to work closely with other team members.
Familiarity with modern front-end build pipelines and tools.
Knowledge of server-side rendering and modern web architecture.
Understanding of accessibility and security compliance.
Job Types: Full-time, Contract
Contract length: 12 months
Application Question(s):
Do you have proven experience as a Frontend Developer, specifically with React?
Do you have the knowledge of RESTful APIs?
Experience:
front-end development: 2 years (Required)"
"Software Engineer 2
- job post",Mekari (PT. Mid Solusi Nusantara),Jakarta,None,None,"Mekari is Indonesia's no. 1 Software-as-a-Service (SaaS) company. With our ecosystem of software solutions—including Mekari Jurnal, Mekari Talenta, Mekari Qontak, and Mekari Flex, we aim to facilitate entrepreneurs and leaders as they accelerate the digital transformation of their businesses.
In our 10+ years of journey we have reached over 1 Million platform users, and we're not planning to stop any time soon. We need more people like you: builders and owners with calculated ambition who are eager to grow and create their #BiggestImpact.
Job Descriptions:
Develop the product that will impact thousands of businesses and millions of users
Work closely with Product Manager to develop solutions for our customers
Work closely with the DevOps team to maintain the application in our infrastructure
Technical Requirements:
Deep understanding of Javascript with wxperience with Javascript frameworks (mainly VueJs, ReactJs is a plus)
Good knowledge of Ruby, with experience with Ruby frameworks (e.g. Rails, Sinatra) is a plus.
Familiarity with relational databases concepts (SQL syntax, indexing, structures, and query optimization).
Understand programming practices such as separation of concerns, unit testing, and writing self-documenting code.
Familiarity with version control systems such as Git or Mercury.
Have some experience in deploying an app to the production environment
Soft Skill Requirements:
Integrity and humility is a must
Passionate about problem-solving and software engineering
Possess excellent teamwork skill
Good communication skills with technical and non-technical team members
Love to learn new things and share them with others
You will impress us if you are:
Experienced with containers and orchestration (e.g. Docker & Kubernetes)
Experienced in building a high performance & highly available web application
Experienced in mentoring more junior developers
Maintain an open-source project or is an open-source contributor
Our team will review your application and will be in touch if your application is shortlisted to the next stage. If you do not hear from us in 30 days, we will keep your resume on file in case a relevant opportunity opens up.

Don't forget to check our Recruitment FAQ at bit.ly/RecruitmentFAQ-Mekari [ENG] or bit.ly/RekrutmenMekari-FAQ [INA] to find the answers to commonly-asked questions regarding our recruitment process.
We wish you the best. Hope to see you around soon!"
"Full stack Junior Developer
- job post",PT Smart Milenium Effisiensi,Depok,"From Rp. 5,067,381 a month",Full-time,"Kualifikasi
Laki-laki
Usia Max 30 Thn
Belum Menikah
Pendidikan min. SMK / D3 jurusan T. informatika / Rakayasa Perangkat Lunak
Pengalaman 1 -2 Tahun
Kemampuan dalam bahasa pemrograman seperti JavaScript, Typescript dan PHP
Pengalaman dengan HTML, CSS, dan JavaScript (termasuk framework seperti React/Vue.js untuk frontend).
Pengetahuan tentang pembuatan API RESTful.
Pengetahuan dasar tentang database SQL (seperti MySQL, PostgreSQL) atau NoSQL dan bagaimana cara mengelola data.
Pemahaman tentang Git dan penggunaannya untuk mengelola source code.
Pemahaman tentang konsep rancangan perangkat lunak (Software Design Patterns).
Pengetahuan tentang arsitektur perangkat lunak seperti Model-View-View-Controller (MVVC).
Keterampilan dalam memecahkan masalah dan analisis logika yang kuat untuk menemukan solusi efektif dalam pengembangan aplikasi.
Kemampuan untuk berpikir kritis
Keterampilan komunikasi yang baik untuk berkolaborasi dengan tim, menyampaikan ide, dan bekerja sama dalam proyek bersama.
Menguasai basic Bahasa Inggris dan berbahasa inggris secara pasif
Kemampuan untuk belajar secara mandiri, memahami dokumentasi teknis, dan mengikuti perkembangan teknologi terbaru.
Pemahaman tentang tes unit dan integrasi, serta kemampuan untuk melakukan debugging dan troubleshooting.
Mempunyai pengalaman proyek sebelumnya atau portofolio yang menunjukkan pemahaman tentang konsep-konsep pengembangan perangkat lunak.
Jam kerja : office hour hybrid (Fleksible mengikuti Operational Development)
Job Type: Full-time"
"Jr. Software Developer
- job post",Business Solution Consulting - BSC,Jakarta,None,None,"Responsibilities

Assist Senior Developer to design and develop business software

Participate in business analysis phase and software design

Develop the applications as specified in the design using tools and framework used by our company

Test applications and solve bugs

Provide user support for the software

The Requirements

Students majoring in Computer Science/Information Technology

Graduates or students in final year may apply.

Have strong analytical skill

Eager to learn and have a strong will to achieve goals

Work is based in Jakarta but must be willing to travel as needed"
"Middle Java Developer
- job post",Ogya Tekno Nusantara,Tangerang,"Rp. 10,000,000 - Rp. 17,000,000 a month",Full-time,"Job Description :
Develop and implement high-quality, scalable, and efficient Java applications using Spring Boot
Build reusable code and libraries for future use. Build clean and well-documented code.
Maintain and debug existing code
Collaborate with team members to solve problems.
Job Requirements :
Bachelor's degree in Computer Science, Software Engineering, Information Technology, or related fields.
Minimunxperienced 5 years of Java Spring Boot development experience
Strong programming skill in Java, Spring Boot, Spring MVC, and Hibernate.
Deep knowledge in Relational Database Management Systems (RDBMS) such as Oracle and SQL.
Has knowledge about Basic concept MVC, OOP and Restful
Understanding basic concepts of REST API.
Good understanding of HTML,CSS, JavaScript
Proficient in version control with Git.
Good communication skill and problem solving.
Motivated to learn new things and self-improve.
Work placement : Bintaro and Alam Sutera Tangerang
Jenis Pekerjaan: Penuh Waktu"
"Software Engineer II (Frontend)
- job post",Global Tiket Network,Jakarta,None,Full-time,"We think you also hate when travel app is giving you a headache, right? A slight misinformation can ruin the trip.
That is exactly what we are tackling as t-fam! Making sure that our 50+ million users have the best experience in crafting their own adventure.
Your main duties in flying with us:
Work collaboratively with product managers to translate requirements into reusable fast web modules.
Partner and work closely with Backend developer for seamless API integration.
Develop well-written front-end code for new product features as well as maintain code and fix defects within the existing code base.
Apply best-practices and coding patterns to ensure your solutions are maintainable, modular of high code-quality and work well across browsers and devices.
Building scalable, highly available, resilient, extendable, secured architecture to provide a significant boost to the business
Following up best practices for development and championing their adoption as per company defined standards
Mandatory belongings that you must prepare:
2+ years of experience in frontend development.
Experience in working with product-based development.
Experience with HTML5, JavaScript, TypeScript, front-end technologies like React, Angular, Vue, Redux, Webpack
Deep understanding of how the web works at scale.
Experience in developing and maintaining PWA’s.
In the event that you haven’t received any updates after 3 weeks, your data will be kept and we may contact you for another career destination. Meanwhile, discover more about tiket.com on Instagram, LinkedIn, or YouTube."
"Frontend Developer
- job post",Praktis,Jakarta,None,None,"Praktis is an end to end supply chain startup, focused on helping brands on their competencies, with reliable technology and a data powered platform for seamless business operation. Praktis started with a mission to help Indonesian micro, small, and medium enterprises (MSMEs) grow into a national and even international player, by helping manage their business operations through digitization and collaboration.
In order to achieve our mission we need Praktisi people who have Collaborative Growth, Openness & Trustworthy, and Excellence as their core values to give our clients best services and their values to grow. We provide room to growth, to exploring and living your potential and for a higher mission.
Responsibilities:
Work with development teams and product managers to ideate software solutions.
Working alongside UI/UX for web design features.
Developing front end website architecture.
Designing user interactions on web pages.
Ensuring responsiveness of applications.
Test software to ensure responsiveness and efficiency.
Troubleshoot, debug and upgrade application.
Requirements:
Knowledge of multiple front-end languages and libraries (e.g. HTML/ CSS, JavaScript).
Knowledge of JavaScript frameworks (React js, Next.js, Vue js, Nuxt.js).
Familiarity with databases and UI/UX design.
Familiarity with RESTful APIs
Familiarity with containarized (Docker)
Good in communication skills, fast learner, well-motivated, responsible for the deadline
Familiarity with code versioning tools Git
Willing to grow and learn with team"
