Job Title,Company Name,Location,Salary,Job Type,Job Description
"HTML5 Frontend Developer
- job post",Techtiera Services Indonesia,Jakarta,"Rp. 7,000,000 - Rp. 11,000,000 a month",Full-time,"We are seeking a skilled HTML5 Developer to join our team. The ideal candidate will be motivated to combine the art of design with the art of programming. Responsibilities will include translating UI/UX design wireframes into actual code that will produce visual elements of the application. You will work closely with our UI/UX designers and bridge the gap between graphical design and technical implementation, taking an active role on both sides and defining how the application looks as well as how it works.
Responsibilities:
Develop new user-facing features using HTML5, CSS3, and JavaScript.
Build reusable code and libraries for future use.
Ensure the technical feasibility of UI/UX designs.
Optimize applications for maximum speed and scalability.
Assure that all user input is validated before submitting to back-end services.
Collaborate with other team members and stakeholders to deliver high-quality products.
Stay up-to-date with the latest web development technologies and best practices.
Requirements:
Proven experience as an HTML5 Developer or similar role.
Proficient understanding of web markup, including HTML5 and CSS3.
Basic understanding of server-side CSS pre-processing platforms, such as LESS and SASS.
Strong knowledge of web standards and cross-browser compatibility issues.
Familiarity with differences in other HTML5-based views, such as those in email clients.
Fair understanding of JavaScript programming and DOM manipulation.
Excellent problem-solving skills and attention to detail.
A degree in Computer Science, IT, or a related field is preferred.
Additional Details:
Work Location: Sunter, Jakarta Utara
Work Type: Full WFO.
Job Types: Full-time, Contract
Contract length: 12 months
Ability to commute/relocate:
Jakarta: Reliably commute or planning to relocate before starting work (Preferred)
Application Question(s):
How much is your expected monthly salary with us? (in gross)
How long will your notice period be from your current employer if required?
How much is your current monthly salary?
What is your last GPA? (IPK)
Education:
D1-D4 (Preferred)
Experience:
NextJS: 2 years (Preferred)
HTML5 Developer: 2 years (Preferred)
Language:
English (Preferred)"
"Frontend Developer
- job post",Permana Solutions,Jakarta,"Rp. 6,000,000 - Rp. 7,000,000 a month",None,"Mengembangkan dan mengimplementasikan antarmuka pengguna untuk aplikasi web dengan Next.js dan React.js.
Bekerja sama dengan tim desain dan backend untuk memastikan integrasi yang mulus antara UI dan backend.
Membuat reusable components yang efisien dan modular untuk pengembangan skala besar.
Menulis kode yang bersih, scalable, dan terdokumentasi dengan baik.
Mengikuti perkembangan teknologi frontend terbaru dan menerapkannya sesuai kebutuhan proyek.
Melakukan review kode untuk memastikan kualitas dan ketaatan terhadap standar pengembangan.
Mengidentifikasi masalah performa dan solusi untuk peningkatan UX/UI.
Job Type: Full-time
Education:
S1 (Preferred)
Experience:
Front End Developer: 1 year (Preferred)"
"Frontend Developer
- job post",Cybertrend Intrabuana,Jakarta,None,None,"Engineering Team
Join the Cybertrend’s center of data science and AI excellence and create solution with real business value side by side with us!
About The Role
We are SmartCyber, member of Cybertrend, one of the leader data science consultants in Indonesia. At CYBERTREND, Implementation Innovation Excellence Department is one of our core capabilities in realizing solutions for clients. As FRONTEND DEVELOPER, you will be part of the core team, in ensuring that our product and solution delivered to customers are designed and developed with highly scalable, reliable and maintainable system. Along with owning the entire life cycle of all CYBERTREND’s projects and deliver project as required by user
We are looking someone with:
A Bachelor's degree in Computer Science, Software Engineering, or a related field.
Minimum 1 years of work experience as a Frontend Developer.
Proficiency in HTML, CSS and JavaScript.
Experience with frontend frameworks such as React, Angular, or Vue.js.
Understanding of user interface (UI/UX) design principles.
Ability to tackle cross-platform development challenges (desktop, tablet, and mobile).
Strong understanding of fundamental web development concepts.
The work you’ll do:
Designing and developing responsive and visually appealing user interfaces.
Implementing UI designs into functional code.
Improving the performance and user experience of web applications.
Collaborating with the development team to understand project requirements and support backend development.
Ensuring code quality and compliance with established development standards.
What Cybertrend can offer you:
The unique opportunity to work within data science and artificial intelligence solution for various industries – real world data science, AI , Data Management and Governance experiences
Investment in your personal growth and skill development (clear career paths, mentorship and coaching, learning development, etc)
Attractive compensation and benefits packages
An open-minded culture with innovative, autonomous teams
A clear set of company core values that guide everything we do: GROWTH mindset, SOLUTION oriented, INNOVATIVE achiever, COMPASSIONATE, GOTONG ROYONG and Cool & FUN
Location : Jakarta"
"Frontend Developer
- job post",Praktis,Jakarta,None,None,"Praktis is an end to end supply chain startup, focused on helping brands on their competencies, with reliable technology and a data powered platform for seamless business operation. Praktis started with a mission to help Indonesian micro, small, and medium enterprises (MSMEs) grow into a national and even international player, by helping manage their business operations through digitization and collaboration.
In order to achieve our mission we need Praktisi people who have Collaborative Growth, Openness & Trustworthy, and Excellence as their core values to give our clients best services and their values to grow. We provide room to growth, to exploring and living your potential and for a higher mission.
Responsibilities:
Work with development teams and product managers to ideate software solutions.
Working alongside UI/UX for web design features.
Developing front end website architecture.
Designing user interactions on web pages.
Ensuring responsiveness of applications.
Test software to ensure responsiveness and efficiency.
Troubleshoot, debug and upgrade application.
Requirements:
Knowledge of multiple front-end languages and libraries (e.g. HTML/ CSS, JavaScript).
Knowledge of JavaScript frameworks (React js, Next.js, Vue js, Nuxt.js).
Familiarity with databases and UI/UX design.
Familiarity with RESTful APIs
Familiarity with containarized (Docker)
Good in communication skills, fast learner, well-motivated, responsible for the deadline
Familiarity with code versioning tools Git
Willing to grow and learn with team"
"Front End
- job post",Treessolutions,Jakarta,None,None,"Front End
Job Requirements

We are looking for Front End in our team who will be responsible for:
Minimum a Bachelor Degree (S1) majoring in Computer Science or equivalent.
Minimum 2 year of experience as Front-End Developer
Expertise with modern frontend and client technologies such as React, CSS3, HTML5, JSON, JavaScript.
Very good understanding and experienced with UX design principles and best practices. - Experience working with RESTful APIs.
A team player, fast learner, and creative.
Having good interpersonal, communication, presentation, and leadership skills.
Strong in problem-solving, analytical skills, and logical approach.
English proficiency is a must.
Having experience as Mentor/Team lead is a plus.
Job Descriptions

We are looking for Front End in our team who will be responsible for:
Supporting all aspects of the software development lifecycle includes design, development, testing, and deployment
Maintaining mobile applications and proactively improve the solution based on user requirements
Maintaining all project documentation
Collaborate with other project team member
Being a Technical Lead/Co-ordinator/Co-project manager

E-mail Subject: (YOUR NAME-POSITION APPLIED)
Example: Fahri-Technical Consultant"
"Senior Frontend Developer
- job post",PT Sejahtera Makmur Perkasatma,Jakarta,"Rp. 8,000,000 - Rp. 11,000,000 a month",None,"1. Develop and maintain responsive, high-performance web applications using React.js and Node.js
2. Collaborate with designers, backend developers, and other team members to implement user-facing features
3. Write clean, efficient, and reusable code following best practices and coding standards
4. Implement and maintain CSS styles that adhere to design specifications
5. Utilize Python for scripting and automation tasks as needed
6. Create and maintain documentation for frontend codebases and processes
7. Participate in code reviews and provide constructive feedback to other developers
8. Troubleshoot and debug issues in frontend applications
9. Stay up-to-date with emerging trends and technologies in frontend development
10. Contribute to the improvement of development processes and workflows
11. Collaborate with backend teams to integrate frontend components with server-side logic
12. Participate in the full software development lifecycle, from concept and design to testing and deployment
13. Mentor junior developers and share knowledge within the team
Job Type: Full-time
Education:
S1 (Preferred)
Experience:
Front End Developer: 2 years (Preferred)"
"Full stack Junior Developer
- job post",PT Smart Milenium Effisiensi,Depok,"From Rp. 5,067,381 a month",None,"Kualifikasi
Laki-laki
Usia Max 30 Thn
Belum Menikah
Pendidikan min. SMK / D3 jurusan T. informatika / Rakayasa Perangkat Lunak
Pengalaman 1 -2 Tahun
Kemampuan dalam bahasa pemrograman seperti JavaScript, Typescript dan PHP
Pengalaman dengan HTML, CSS, dan JavaScript (termasuk framework seperti React/Vue.js untuk frontend).
Pengetahuan tentang pembuatan API RESTful.
Pengetahuan dasar tentang database SQL (seperti MySQL, PostgreSQL) atau NoSQL dan bagaimana cara mengelola data.
Pemahaman tentang Git dan penggunaannya untuk mengelola source code.
Pemahaman tentang konsep rancangan perangkat lunak (Software Design Patterns).
Pengetahuan tentang arsitektur perangkat lunak seperti Model-View-View-Controller (MVVC).
Keterampilan dalam memecahkan masalah dan analisis logika yang kuat untuk menemukan solusi efektif dalam pengembangan aplikasi.
Kemampuan untuk berpikir kritis
Keterampilan komunikasi yang baik untuk berkolaborasi dengan tim, menyampaikan ide, dan bekerja sama dalam proyek bersama.
Menguasai basic Bahasa Inggris dan berbahasa inggris secara pasif
Kemampuan untuk belajar secara mandiri, memahami dokumentasi teknis, dan mengikuti perkembangan teknologi terbaru.
Pemahaman tentang tes unit dan integrasi, serta kemampuan untuk melakukan debugging dan troubleshooting.
Mempunyai pengalaman proyek sebelumnya atau portofolio yang menunjukkan pemahaman tentang konsep-konsep pengembangan perangkat lunak.
Jam kerja : office hour hybrid (Fleksible mengikuti Operational Development)
Job Type: Full-time"
"Frontend Developer
- job post",Novocall Pte Ltd,Jakarta,None,None,"Company Description

What is Novocall?
Novocall is a inbound sales automation startup. We help businesses that sells high-value products to increase their sales conversions by reducing response time.
To date, we have over 2,000 businesses across 42 countries, and got featured on Product Hunt thrice.

Job Description

What is this role about?
We are looking for a passionate Front-End Engineers to share our mission and reach toward our vision of seamless sales conversations.
Your main responsibilities:
Designing, developing, and testing UI for our web application
Build reusable code and libraries for future use
Accurately translate user and business needs into functional frontend code
Communicating with the CTO and rest of team (devs, designers and PMs)
What you'll get
Career Progression - We're growing fast and we need team leaders.
Remote Work - We're a remote-first company, work from the comfort of your home
Young and Vibrant Team - We're a bunch of fun, casual group (who actually deliver performance), you'll fit right in :)
You should join us if...
You want to contribute heavily to a company and see actual results
Joining a rocketship company with fast month-on-month growth
You find professional and personal growth a priority in your career
You enjoy working remotely and flexible working hours
You are AMBITIOUS and want to innovate on how businesses communicate
Application process
We will move through the following steps to qualify you and if you meet our expectations, we will extend an offer to you:
Submission of CV and Portfolio
Pre-qualification Test
Interview
Tell us about yourself and your front-end experiences
What are your goals and how we can align them with Novocall's
Pair programming code review session
SHOW YOUR PORTFOLIO
We believe strongly that a front-end developer's portfolio speaks volumes about his/her capabilities.
Show, don’t tell. Drop us a link to your website/portfolio and we’ll take a look.
If you do not have a website yet, feel free to wrap up your project in a ZIP file labelled FirstNameLastName.zip.

Qualifications

Our requirements:
We're looking for someone who is fully invested in building frontend experiences. You love React, JS frameworks and the like. You care deeply about interactions whether that's animated hover states, scroll-based experiences, or pixel perfect execution.
2 years in in a front-end development
Experience with React.js (hooks, reducers, es2016) and modern JavaScript frameworks (next, nuxt, etc)
Experience with front end languages (HTML, CSS, modern CSS, JavaScript)
Experience with git version control tools (GitHub)
Experience with frontend project management (SCRUM, agile, etc)
Experience with frontend testing tools and frameworks (Jest, etc)
Proficient in English is a must
Bonus:
Experience working in SaaS or technology companies is preferred
Experience with CSS animations, optimisation a plus"
"Full Stack Engineer, LearnwithAI (Remote) - $100,000/year USD
- job post",Crossover,Indonesia,None,None,"Are you a full-stack engineer who thrives on complex challenges and is eager to make a real impact? Join our team to contribute to innovative products that deeply leverage AI, changing the way we work and learn.
Join us to work on our exciting product portfolio:
TeachTap: Bringing historical figures to life using AI, offering an engaging, TikTok-like learning experience to make learning more relevant and fun.
Educational Content Generation: Utilizing the latest in generative AI combined with comprehensive learning materials to create captivating content.
TeachTower: A game-based motivation system inspired by popular games like Roblox and Minecraft, designed to make learning irresistibly fun.
Coachbot: A learning copilot that integrates with existing apps, guiding learning paths, recommending next steps, and rewarding daily progress.
What we offer:
The opportunity to work with cutting-edge technologies, including the latest in Angular, React, React Native, and AWS serverless patterns.
The opportunity to learn and experiment with using generative AI to boost your productivity.
A team of exceptionally talented engineers from around the world as your peers.
The chance to work on products that are making a real difference in people's lives.
We're not just using AI as a buzzword. We're at the start of a thrilling journey with generative AI, experimenting and learning to fully leverage its potential and free our engineers from mundane tasks, allowing them to focus on what truly matters: design, decision-making, and understanding the far-reaching implications of different implementation strategies.
Showcase your skills, not just your resume. Take on our challenges: 15-min Cognitive, 90-min Coding, 180-min Technical Decision-Making. Excel and you'll face a decisive interview with our Hiring Manager. More than half walk away with an offer. Ready to unleash your potential? Apply today!

What you will be doing
Building modern web apps using top-notch libraries and tools.
Enhancing cloud-native backends using the latest serverless cloud patterns, including AWS.
Reviewing code to ensure adherence to best practices, team standards, and customer requirements.

What you will NOT be doing
Spending time on minor bug fixes or features in outdated codebases.
Dealing with tedious infrastructure to keep poorly written products running.
Getting stuck in endless meetings discussing roadmaps and priorities or chasing people around.

Key Responsibilities

Candidate Requirements
At least 4 years of experience writing production code for both the frontend and backend of web applications (any framework).
At least 2 years of experience being the primary technical contributor for a development team OR software product.
An openness to learn to use generative AI in your day-to-day development work.

Nice to have
Experience in using generative AI in your day-to-day development work.

This position is also known as:
Senior Developer
Senior Software Engineer
Full Stack Developer
Software Architect
Lead Software Engineer"
"Back-end (Node.js) Developer
- job post",Bibit.id,Jakarta,None,None,"Company Description

Bibit.id is a platform to help you to start your investment in mutual fund in a very simple way.

Job Description

We are looking for a skilled and passionate Back-end API Developer who will be responsible for our server-side application logic along with its integration with the front-end platforms. In this position, you will use your programming skills and tools to analyze and translate business/feature requirements into well-structured, efficient, scalable software. You will also be actively involved in researching new technologies/tools that can be incorporated to improve the current system.
Responsibilities :
Build solid, secure, performant and scalable APIs to serve our front-end platforms
Optimize existing codes to improve performance and efficiency
Collaborate with Product, QA and UI team to deliver features and improvements
Implement best practices in security and data protection
Design and implement efficient & scalable database

Qualifications

Requirements :
Proficient knowledge in NodeJS (JavaScript) - minimum 2 years
Experience in Golang is a big plus
Proficient knowledge in PHP framework Codeigniter - minimum 2 years
Highly experienced in MySQL efficient table schema & database querying
Excellent understanding of the concept of APIs and Frontend-Backend communication
Comfortable operating in Linux environment
Experience with modern version control systems with Git / Mercurial
Understands general security practice in back-end development
Self-motivated & eager to improve by keeping up-to-date with the latest trends in back-end development
Good teamwork skills, capable in collaborating with other team members
Good self-managing skills, in particular with keeping up with timeline
AWS infrastructure knowledge is a big plus (S3, serverless, autoscaling, etc.)"
