Job Title,Company Name,Location,Salary,Job Type,Job Description,Date
Frontend Developer (Web / Mobile),PT Insura Media Solusi (Jakarta),Jakarta,"Rp 9,333,333 – Rp 14,000,000 per month",Full time,"Hi Talent.
INSURA memiliki kesempatan menarik posisi sebagai FRONTEND DEVELOPER (Web / Mobile apps).
Kualifikasi :
• Memiliki pengalaman 2 - 5+ Tahun di bidang FRONTEND (Web / Mobile)
• Menguasai salah satu Frontend Programming (Angular / Vue / React / Java / Kotlin / Flutter / Swift, dll)
• Memiliki pengalaman develop Website aplikasi ataupun Mobile Aplikasi
• Menguasai untuk mengconsume API
• Memahami SDLC Agile / Scrum
• Jenjang pendidikan D3, S1, dst
• Bersedia penempatan lokasi kerja di DKI Jakarta
INSURA memiliki beragam kerjasama dengan berbagai company (BUMN ataupun Swasta).
(Apapun keahlian Anda di industri Informasi Technology, silahkan applty/terhubung dengan INSURA untuk mendapatkan informasi lebih lanjut).",None
Web Developer,PT Frantinco Indah Makmur,"Tangerang Regency, Banten",None,Full time,"Deskripsi Pekerjaan :
Bertanggung jawab untuk merancang, mengembangkan, dan memelihara website perusahaan serta memastikan website berjalan dengan baik di berbagai perangkat dan browser
Menjaga keamanan website dari potensi serangan siber, termasuk menerapkan enskripsi dari malware
Melakukan testing website
Debugging kode website
Memastikan desain website responsif
Membangun database
Mendesain interface dan navigasi web
Persyaratan :
Pendidikan minimal S1 bidang ilmu komputer, teknik informatika atau bidang terkait
Minimal pengalaman 2-3 tahun di bidang web developer
Memahami bahasa pemrogaman seperti PHP, Python dan lainnya
Memiliki keterampilan analitis untuk menciptakan halaman web yang menarik, fungsional dan bisa diakses di berbagai perangkat
Siap bekerja di hari senin - sabtu
Penempatan Kerja Pergudangan Bizpoint, Cikupa-Tangerang
 ",None
Frontend Developer,PT Karisma Zona Kreatifku,Jakarta,None,Contract/Temp,"Job description & responsibilities: 
Translate designs and wireframes into high-quality, responsive code. 
Optimize performance and scalability of the front-end stack to ensure smooth user experiences. 
Build and maintain automated UI test suites to ensure code quality and reliability. 
Identify and resolve bottlenecks, bugs, and performance issues in our products. 
Collaborate closely with the product team to understand user needs and deliver innovative solutions. 
Work alongside the tech lead and other developers to maintain code quality and ensure best development practices are followed.
Requirements:
Bachelor's Degree in Computer Science, Information Technology, or a related field. 
Minimum 3 years of experience in frontend development for mid-level positions and minimum 5 years of experience for senior-level positions.
Proficiency in HTML5, CSS3, and JavaScript, with strong experience in React.js and React Native. 
Familiarity with UI libraries such as ANTD, Tailwind CSS, etc. 
Experience with design platforms like Figma. 
Strong attention to detail, analytical skills, and problem-solving abilities. 
Proven experience working effectively in collaborative team environments. 
Excellent communication and interpersonal skills. 
Proficiency in UI testing frameworks is a plus. 
Additional proficiency in TypeScript, Next.js, Android Kotlin, and Swift is a plus. 
Knowledge of analytics tools for tracking user behavior and website performance. 
Understanding of SEO principles and best practices. 
Familiarity with React Hooks for state management and component lifecycle
Willing to remote system with contract status (3 month first, possible to extend)",None
Front End Programmer,PT Sang Byte Indonesia,"Bandung, West Java",None,Full time,"Keahlian yang dibutuhkan : 
•⁠  ⁠React Next JS 
•⁠  ⁠Type Script 
•⁠  ⁠Vue (Nilai Lebih)
•⁠  ⁠Scss (Nilai Lebih)
•⁠  ⁠Tailwind css (Nilai Lebih)
•⁠  ⁠Terbiasa dengan API JSON dan RESTfull
•⁠  ⁠⁠Memiliki pengalaman dalam membuat aplikasi menggunakan React Next JS/Type Script/Vue
 Syarat:
1. Minimal Diploma III di bidang Komputer/IT/MI
2.⁠ ⁠Dapat bekerja dengan deadline yang ketat
3.⁠ ⁠Mampu kerja dalam tekanan terhadap target pada fase Development Aplikasi
4.⁠ ⁠Dapat berkerja sendiri atau dengan Tim.
5.⁠ ⁠Bersedia melakukan kunjungan untuk Progres Report dan Sosialisasi Aplikasi ke Luar/Dalam Kota
6.⁠ ⁠Bersedia Lembur jika dibutuhkan.
7.⁠ ⁠Memiliki motivasi tinggi, disiplin, kreatif, jujur dan bertanggung-jawab
8.⁠ ⁠Senang belajar dengan hal-hal yang baru. 
9.⁠ ⁠Kemampuan multitasking dan analisis yang baik
 10.⁠ ⁠Penempatan di Kota Bandung",None
Front-End Programmer,PT Pulau Sambu,"North Jakarta, Jakarta",None,Full time,"Deskripsi Kerja:
Menerima permintaan pembuatan, penyesuaian, ataupun perbaikan aplikasi.
Mendapatkan, memahami, dan mendiskusikan informasi analisa dan desain aplikasi yang akan dan sedang dikerjakan secara baik, lengkap, dan jelas.
Mengembangkan, memodifikasi, mengintegrasikan, mengimplementasikan, menguji, dan memelihara aplikasi dari sisi front-end.
Membuat dan mengubah kode program sesuai standar dan pengaturan departemen, menggunakan model proses pembuatan dan pengembangan perangkat lunak yang diterapkan Departemen IT.
Membuat aplikasi sesuai perintah atasan, dengan mengikuti desain dan rencana yang dibuat oleh tim Development.
Melakukan debugging untuk mengidentifikasi dan memperbaiki bug atau masalah.
Melakukan continuous improvement, mengoptimalkan kinerja aplikasi, dan meningkatkan efisiensi kode.
Menerapkan praktik keamanan terbaik untuk melindungi data dan sistem.
Membuat technical documentation dan panduan user.
Bekerja sama dengan tim untuk membangun aplikasi.
Menjaga keamanan dan kerahasiaan data pada komputer, software, dan server.
Melakukan monitoring dan pemeliharaan rutin untuk memastikan aplikasi/service tetap berjalan dengan baik.
Membuat dokumentasi pengembangan aplikasi dan laporan kegiatan rutin.
 Kualifikasi:
Latar belakang pendidikan minimal D3/S1 Teknik Informatika/Computer Science/sejenisnya.
Berpengalaman minimal 1 tahun sebagai Front-End Developer.
Kemampuan desain UI/UX yang estetik dan intuitif.
Menguasai PHP, HTML, dan CSS.
Menguasai JavaScript (Angular/React/dan lainnya).
Menguasai ReactJs lebih diutamakan.
Kemampuan dalam desain yang responsif dan kompatibel lintas perangkat atau browser.
Menguasai pemrograman mobile menjadi nilai tambah.
Terbiasa dengan version control tools seperti GitHub.
Kemampuan pemecahan masalah yang baik dan analisa kritis.
Mampu berkomunikasi dan bekerja sama, baik dengan rekan setim maupun atasan.
Mampu bekerja secara individu maupun kelompok.
Mampu menulis dokumentasi dan laporan dengan baik.",None
Frontend Application Specialist,PT HALMAHERA SUKSES MINERAL,"Central Jakarta, Jakarta",None,Full time,"Responsibility :
Membuat Mock UP dan prototype untuk membangun dan mengembangkan aplikasi ataupun website yang akan dibangun
Bertanggung jawab untuk membangun dan mengembangkan aplikasi berbasis website atau website perusahaan
Membuat interface aplikasi atau website yang interaktif dan mudah digunakan oleh pengguna
Berkolaborasi dengan back-end engineer dan mendesain website atau aplikasi berbasis website untuk meningkatkan penggunaan
Membantu back-end engineer memprogram dan memecahkan masalah
Mendesain mobile – based features
Dapat membackup untuk troubleshoot jaringan, computer dan peripheral
 Requirement :
Pendidikan min. D3/S1 Sistem Informasi/Teknik Informatika
Menguasai Bahasa pemrograman ASP.Net, PHP, HTML, Java & Javascript, CSS
Menguasai framework Bootstrap, React JS, React Native, Node Js, Jquery
Menguasai Bahasa pemrograman Swift dan Android Studio
Mengerti My SQL, Microsoft SQL Server, PostgreSQL, Maria DB
Mengerti troubleshoot jaringan dan computer peripheral
Lebih disukai apabila pernah bekerja di Mining Industri dan pernah mengembangkan HRIS",None
Junior Front End Engineer,PT. SUMMIT GLOBAL TEKNOLOGI,"Tangerang, Banten",None,Full time,"All applicants are strongly encouraged to include their portfolio URL and GitHub account links in resume. These links are vital for assessing your skills and experience. Please write the link address in resume because redirect link can't be clicked on pdf.
 Job Description:
Develop reusable components with custom CSS styles
Create a page using existing custom reusable components
Integrate APIs within Vue.js or Next.js frameworks
Collaborate with lead engineers and the frontend team
Identify and resolve minor bugs while maintaining clean code
 Key Technical Requirements:
Proficiency in JavaScript and TypeScript
Experience with Vue.js or Next.js frameworks
Strong CSS styling skills
Familiarity with animation libraries (ScrollMagic and GSAP)
Familiarity with component libraries ( AntDesign )
Experience with API integration using Axios
Knowledge of version control systems ( Git )
Ability to read and understand React and JavaScript library documentation
 Personal Qualities:
Positive attitude
Excellent communication skills
Ability to raise and discuss issues effectively with team members
Willingness to learn new frontend frameworks
 Experience:
Fresh graduates are welcome to apply
Priority given to candidates with experience in:
Building custom React components with custom CSS
Integrating APIs within Vue.js / Next.js frameworks
Building custom React components with animation using ScrollMagic",None
Frontend Web Developer,PT Bumi Amartha Teknologi Mandiri,"Tangerang, Banten",None,Contract/Temp,"Company Description
PT. Bumi Amartha Teknologi Mandiri (AMARTEK) is an IT Consulting company based in Jakarta, Indonesia. We are committed to delivering cost-effective and innovative solutions in Data & Analytics, Talent Augmentation, Regulatory Reporting, and Outcome-based services. Our goal is to provide the best value and highest quality of services to our clients by leveraging proven domain knowledge and professional expertise.
 Role Description
This is a contract position for a Frontend Web Developer at Amartek, located onsite in Bintaro, Tangerang.
Develop new user-facing features using ReactJS
Implement state management using Redux and React Hooks
Utilize React Query for efficient data fetching and caching
Build responsive and accessible UI components using TypeScript and Tailwind CSS
Collaborate closely with UX/UI designers, backend developers, and other stakeholders to deliver high-quality products
Optimize applications for performance, scalability, and cross-browser compatibility
Participate in code reviews, design discussions, and sprint planning sessions
 Qualifications
Bachelor or higher degree in Computer Science or related fields
2 - 4 years of experience as a Front End Developer using ReactJS
Experience with React Hooks for state management and side-effects
Familiarity with React Query for managing and caching asynchronous data
Strong proficiency in TypeScript
Good understanding of responsive design principles and experience with Tailwindcss or similar CSS frameworks
Knowledge of modern authorization mechanisms, such as JSON Web Token
Proficiency in CI/CD Tools (Jenkins, Bitbucket)
Excellent problem-solving skills and attention to detail
Willing to work on-site in Banking Industry (Bintaro, Tangerang)",None
Front End Developer,PT. Cyberindo Mega Persada (CBN Cloud),"South Jakarta, Jakarta",None,Contract/Temp,"Responsibilities :
Develop user-facing web applications and interfaces using HTML, CSS, and JavaScript.
Implement responsive design principles to ensure seamless user experience across devices and screen sizes.
Collaborate with UI/UX designers and back-end developers to translate design mockups and wireframes into functional web applications.
Optimize applications for maximum speed and scalability.
Write clean, maintainable, and reusable code adhering to coding standards and best practices.
Debug and troubleshoot frontend issues and implement effective solutions.
Stay updated with the latest frontend technologies, trends, and best practices.
Conduct code reviews and provide constructive feedback to team members.
Work closely with cross-functional teams to ensure alignment with project requirements and timelines.
Participate in agile development processes and contribute to sprint planning, stand-ups, and retrospectives.
Requirements :
Bachelor's degree in Computer Science, Engineering, or related field.
years of experience as a Front End Developer or similar role.
Proficiency in HTML, CSS, and JavaScript, with a strong understanding of modern frontend frameworks/libraries such as React, Vue.js, or Angular.
Experience with responsive design principles and frontend optimization techniques.
Solid understanding of web development fundamentals including DOM manipulation, AJAX, and browser compatibility.
Strong problem-solving skills and attention to detail.
Excellent communication and collaboration skills.
Ability to work independently and in a team environment.
Familiarity with version control systems such as Git.
Experience with agile development methodologies is a plus.",None
UI/UX and Front-End Developer,PT Net One Asia,"Jepara Regency, Central Java",None,Full time,"Location: Jepera
Include: Housing and Transport
UI/UX  and Front-End Developer Job Requirements:
Proven experience as a UI/UX Designer and Front-End Developer.
Strong portfolio showcasing design skills and coding projects.
Proficiency in design tools such as Adobe XD, Sketch, Figma, or similar.
Proficient in HTML, CSS, JavaScript, and responsive design frameworks.
Experience developing modern, responsive, and cross-browser-compatible websites using HTML, CSS, and JavaScript
Knowledge of JavaScript frameworks such as React, Angular, and Vue
Experience with JavaScript libraries such as jQuery and Bootstrap
Proficiency with HTML5, including semantic HTML5 elements, microformats, and WAI-ARIA
Familiarity with CSS preprocessors such as Sass, Less, or Stylus
Working knowledge of mobile app development 
Experience with build tools such as Grunt, Gulp, or Webpack
Basic proficiency with Photoshop and web design
Experience with cross-browser compatibility testing
 ",None
