Job Title,Company Name,Location,Salary,Job Type,Job Description
"DevOps Engineer
- job post",PT KB Finansia Multi Finance,Jakarta,None,None,"Pendidikan min. S1 Sistem Informasi/IT
Memiliki sertifikasi Cloud Engineer & Devops Engineer (nilai plus)
Min. 2 tahun sebagai IT System Administrator atau 1 tahun sebagai DevOps Engineer


Deskripsi Pekerjaan:
Mempersiapkan desain infrastruktur IT untuk lingkunga development/testing/production on cloud & on premise
Melakukan monitoring kinerja aplikasi dan mengidentifikasi permasalahan yang terjadi
Menyelesaikan permasalahan atas setiap insiden (tiket) yang terjadi
Menyusun dan mengimplementasikan berbagai tindakan preventif guna menjaga kinerja aplikasi bisnis dengan prima
Memilih dan menerapkan alat CI/CD sesuai dengan kebutuhan
Menyusun desain integrasi sistem yang berkelanjutan yang memungkinkan developer melakukan pengembangan aplikasi dengan sering dan handal
Membangun sistem integrasi dan otomatisasi secara spesifik bagi tim Quality Assurance dalam melakukan testing/uji coba aplikasi"
"Junior DevOps Engineer
- job post",Samsung Electronics,Jakarta,None,Full-time,"Position Summary
1. Standardize service processes and system and expand those with related business units for upward standardization
2. Innovate processes by reviewing investment validity upon a new system and developing it for enhancing operation system efficiency
3. Enhance service system by maintaining and improving operation system and support stable process operation
4. Responsible of managing and operating bare metal infrastructure
5. Support IT security audit
6. Perform troubleshooting for bare metal infrastructure issues
7. Support projects production deployment, monitoring, alerting, and troubleshooting in bare metal environment
8. Support and evaluate new project requirements for development, deployment, and infrastructure provisioning
Role and Responsibilities
Develops professional expertise by complying with company policies and procedures
Works on problems of moderate scope where analyzing situations or data requires a review on various factors
Exercises judgment within defined procedures and practices to determine appropriate action
Normally receives general instructions on routine work with detailed instructions on new projects or assignments
English (Mandatory)
Minimum 1 years’ experience in System Engineering Bachelor's degree in Computer Science, Software Engineering, or related discipline, or equivalent work experience is required
Bachelor's degree in Computer Science, Software Engineering, or related discipline, or equivalent work experience is required.
Skills and Qualifications
Desired Skills and Experience:
Linux
[Mandatory] Familiar and proficient work using Linux environment
Virtualization
[Mandatory] Have knowledge in virtualization Kubernetes, provisioning and operating
Have experience in operating GPU cluster is a good addition
Networking
[Mandatory] Understand networking concepts like Routing, Subnetting, VLAN, Layer 2 and Layer 3 Network Protocols
Bare Metal Environment
[Mandatory] Able to operate and manage bare-metal compute services such as Cluster Management, Load Balancer, Firewall, etc.
Configuration Management Tools
[Mandatory] Familiar and have experience in configuring .yaml files
Have knowledge in Ansible, Helm, and automation scripting tools such as Bash is a good addition
Monitoring & Logging
Familiar and have knowledge in monitoring stack such as Prometheus, Thanos, and Grafana is a good addition
Able to design and have knowledge in logging stack such as Elasticsearch, Fluent, Kibana is a good addition
Infra and System Security
Have knowledge in Infra and Cluster Security tools is a good addition.
Samsung has a strict policy on trade secrets. In applying to Samsung and progressing through the recruitment process, you must not disclose any trade secrets of a current or previous employer."
"DevOps Engineer II
- job post",Mekari (PT. Mid Solusi Nusantara),Jakarta,None,None,"Mekari is Indonesia's no. 1 Software-as-a-Service (SaaS) company. With our ecosystem of software solutions—including Mekari Jurnal, Mekari Talenta, Mekari Qontak, and Mekari Flex, we aim to facilitate entrepreneurs and leaders as they accelerate the digital transformation of their businesses.

In our 10+ years of journey we have reached over 1 Million platform users, and we're not planning to stop any time soon. We need more people like you: builders and owners with calculated ambition who are eager to grow and create their #BiggestImpact.
Job Descriptions:
Deploying, automating, maintaining, and managing multi-cloud production and non-production systems, to ensure the availability, performance, scalability, and security of systems.
Work closely with engineers and product team to create an awesome solution.
Identify technical problems and provide system updates and fixes.
Collaborate with QA team for testing and examining code and analyzing results
Plan out projects and involved in project management decisions.
Requirements/Qualifications:
3+ years of experience with DevOps practices, including IAC, CI/CD and Automation.
Experience with Cloud Infrastructure (AWS, GCP).
Experience with Devops Tools (Git, Terraform, Ansible, Jenkins, etc)
Experience to set up logging, monitoring and alerting for infrastructure and applications/services.
Experience with container orchestration (Docker, Kubernetes, Helm Chart, etc).
Experience creating scripts or tools using shell, python, go, ruby, etc.
Familiar with Linux OS. Good system and network troubleshooting skills.
Good communication skills in order to collaborate effectively with engineering and other cross-functional stakeholders.
Our team will review your application and will be in touch if your application is shortlisted to the next stage. If you do not hear from us in 30 days, we will keep your resume on file in case a relevant opportunity opens up.

Don't forget to check our Recruitment FAQ at bit.ly/RecruitmentFAQ-Mekari [ENG] or bit.ly/RekrutmenMekari-FAQ [INA] to find the answers to commonly-asked questions regarding our recruitment process.
We wish you the best. Hope to see you around soon!"
"DevOps Engineer
- job post",Bibit.id,Jakarta,None,Full-time,"Company Description

Bibit.id is a platform to help you to start your investment in mutual fund in a very simple way.

Job Description

We are looking for an awesome team player who has mastery in AWS Cloud and passionate about building a smooth, effective & efficient development workflow within a startup company. In this role, you will collaborate closely with the Developers and QA to improve the speed & quality of deployments on both frontend and backend as well as ensuring that the underlying infrastructures are scalable, secure and resilient.
Responsibilities:
Provision resources required by Engineering Team
Implement CI/CD pipelines to streamline deployments and pre-deployment checks/testings
Implement automation tools & policies to improve workflow efficiency.
Manage and monitor system infrastructure operations in Bibit.id
Research on new technologies to improve and optimize Bibit.id infrastructure

Qualifications

Requirements:
Strong AWS Cloud knowledge (at least 4 years of experience) to architect a solid infrastructure built for scalability, resilience, and security & cost optimization
Similar experience in GCP is a big plus
Experienced in using tools/frameworks for modern infrastructure provisioning, monitoring and application deployment
In conjunction with the point above, required experience with Kubernetes and Hashicorp ecosystem
Experienced in implementing CI/CD with Gitlab
Skilled in Bash scripting and general Linux commands
Understands general security practices in managing Server & Networking
Eager to learn new skills and self-motivated in keeping up with the latest trends in DevOps & System Architecture
Excellent communication skills
Excellent in handling multiple task at the same time (multitasking)"
"Full Stack Software Engineer
- job post",LUCE MAINTENANCE GROUP PTE. LTD.,Jakarta,"Rp. 15,500,000 - Rp. 18,000,000 a month",Full-time,"Full Stack Software Engineer
Luce SG
Bandung - Jakarta
IDR 15.500.000 – 18.000.000 Gross per Month
Job Highlights
Great working environment
Work with other like-minded, growth-focused individuals
Ability to travel at times to work with our regional offices
Kindly check your Spam folder regularly in case our Hiring test email ends up there. Thank you!
We’re a Singapore-based service platform looking for a Full Stack Software Engineer to join our team in Indonesia! As one of Financial Times Singapore’s fastest-growing companies, we offer competitive benefits, growth opportunities, personalized mentorship, and a great working culture.
The Company:
Luce SG is a tech-powered services provider for residential and commercial needs for customers in Singapore. Our services include part-time maid services, ad hoc home cleaning, office cleaning and commercial facilities services, aircon servicing, and more. Our mission is to give our customers a great day, and we’re doing so by building a digital platform where they can get the help they need, all in one place.
We’re looking for people who want to be part of this mission. If you’re looking to build your career, achieve your goals, and realize your full potential - come and join us.
Goals:
Own and evolve the monolithic Backend and Frontend application to support future requirements and keep technical debt under control
Define Backend operational metrics, such as uptime and API latency, improve observability of the system and own SLAs
Be the go-to person for backend technologies used by Luce today as well as those that might be put on our tech radar
Write code fluently in at least one programming language
Breakdown a simple requirement into computational steps
Debug their code and lookup necessary information when problems occur
Correct their approach when they have recognized problems with it
Reason about algorithmic correctness, their use, and their runtime performance
Communicate clearly about technical topics
Responsibilities:
Hands-on writing code. Participate in some full stack engineering to stay abreast of the codebase. Review code and grow the team
Write and review technical specs, define the technical roadmap for our monolithic application to support new features
Estimate work and break big initiatives. Participate in quarterly plannings
Practice DevOps, maintain the production infrastructure and development environments
Write unit, integration and e2e tests for new and existing features. Ensure the team follows testing best practices
Take care and improve the observability of the system. Ensure best practices around Log aggregation, health checks, application metrics and tracing
Assess and manage team performance through staff meetings, one on one, and quarterly assessments
Knowledge:
Minimal 2-5 years of experience as a software engineer
Deep understanding of Rails + Javascript (minimum 3 years of experience), Databases, such as Postgres and Redis, and software design principles
Building, deploying and evolving complex backend systems
Experience building GraphQL APIs is a plus
Experience working a large codebase with multiple team members and CI/CD process
Must be willing to WFO 4 days a week. Currently, our location is in Bandung, but around June-July 2024 we will move our office to Jakarta.
Benefit:
Goverment Mandated Benefit (BPJS, JHT, etc)
Hybrid working (WFH Credit)
13 month salary (Festive Allowance)
0-2x Performance Bonus
Company performance bonus
The Location: Currently in Bandung Central (Pasir Kaliki), in June - July 2024 we will move our office to Jakarta.
Job Type: Full-time
Ability to commute/relocate:
Jakarta: Reliably commute or planning to relocate before starting work (Preferred)
Application Question(s):
What is your current and expected salary?
Experience:
Ruby on Rails: 3 years (Required)
Javascript: 3 years (Required)
Software Engineer: 3 years (Required)
Language:
English (Required)"
"DevOps Engineer
- job post",PT.Anterin Digital Nusantara,Jakarta,None,Full-time,"Company Description

ANTERIN is the first City Transporting Network in the world. ANTERIN is the first and only Marketplace for on-demand public transportation and good deliveries that liberates users to choose and decide price, driver, and vehicle that fits them.

Job Description

Prepare and configure cloud infrastructure
Ensuring infrastructure runs continuously with the highest level of service.
Resolve problems related to infrastructure and networks instantly.
Maintain good infrastructure related documentation.
Maintain the confidentiality of data and information related to planning and implementing company business.

Qualifications

Have a deep understanding of cloud infrastructure, network and system security (AWS / GCP).
Have an understanding of data communication protocols.
Have an understanding of automation and ""infrastructure as code"".
ability to plan, create and integrate cloud computing and virtualization systems.
ability to make virtualization and containerization (for example Docker, Kubernetes)
ability to do optimal cloud configuration.
ability to do security testing and infrastructure security.
ability to make code automation for system monitoring (monitoring) and prevention of system operational failure.
Communicate well and can share abilities with the team.

Additional Information

Fast Pace
Being impactful
Family Environtment
Competitive salary"
"DevOps Engineer
- job post",PT Akseleran Keuangan Inklusif Indonesia,Jakarta,None,None,"Job Description
Monitoring Infrastructure usage
Control & Setup server
Control & Setup Network
Server Administration
Network Administration
Minimum Qualifications
Bachelor's degree in Computer Science or a related subject is required with a GPA minimum of 3.00;
Minimum 3 years experience;
Fast learner and able to implement leading-edge information technologies
Strong analytical and planning skills;
Good communication and presentation skills;
Excellent problem-solving skills;"
"DevOps Engineer
- job post",HYDRAX PTE. LTD.,Jakarta,"From Rp. 15,000,000 a month",Full-time,"We are currently embarking on a significant growth plan to expand our business, and are looking for a DevOps Engineer to join us. You will be tasked to set up and deliver automated development and maintain operational environments for our deployments.
This is an opportunity to join an entrepreneurial team, focussed on innovation and building outstanding products to support the company’s overall strategy and goals.
Responsibilities:
Deploying, automating, maintaining various cloud-based production systems
Maintain and improve our CI development pipeline
Work closely with product operations team to ensure that we are adopting security best practices
Creating, versioning and testing of scripts for backup, deployment, patching and etc
Ensuring the availability, performance scalability and security of production systems
Building & releasing configuration management of production systems
System troubleshooting and problem-solving across platform and application domains
Building monitoring capabilities for existing systems
Ensuring system security policies are properly remediated
Set up and maintain cloud security solutions
Requirements:
3+ years of DevOps or related experience
BS/MS Degree in any relevant major (e.g. IT, Computer Science, etc) OR a proven track record in DevOps
Hands-on experience in running production systems on AWS or GCP
Ability to code in Python or Typescript
Strong fundamental knowledge of Linux and bash scripting
Evidence of understanding networking concepts. VPC, network segmentation, ingress-egress configuration, VPN connection
Experience deploying containerized systems
Strong command of English, both verbally and in writing
Good to have:
Hands-on experience in using Kubernetes on production systems
Hands-on experience with Grafana’s LGTM stack
Knowledge of trading, blockchain, or digital asset tokenization
Experience in supporting certification audits (ISO, SOC2, etc)
Job Type: Full-time
Education:
S1 (Required)
Experience:
DevOps Engineer: 2 years (Required)
Language:
English (Required)"
"DevOps Engineer
- job post",PT. MUST,Jakarta,"Rp. 6,000,000 - Rp. 9,000,000 a month",Full-time,"PT. Mitra Utama Solusi Telematika (MUST) menawarkan peluang bagi individu kreatif, dinamis, dan ambisius untuk mengembangkan bakat dan karier.
Saat ini kami tengah membutuhkan posisi DevOps Engineer untuk penempatan di PLN ICON PLUS yang berlokasi di Jakarta Selatan.
Administration
- Minimal S1 Teknik Informatika, Ilmu Komputer atau yang sejenis.
- Memiliki sertifikat training/ sertifikasi dasar atau sejenis
Kompetensi Teknis
- Memiliki pengetahuan Linux Fundamental
- Memiliki konsep dasar administrasi Windows Server
- Memiliki pengetahuan Jaringan dasar
- Memiliki kemampuan analisa dan troubleshooting aplikasi
- Memahami konsep server, storage dan virtualisasi
- Memiliki skill instalasi Java, Apache Tomcat, Liferay, Webserver
- Memiliki knowledge security untuk aplikasi.
- Memiliki pengetahuan terhadap monitoring aplikasi berbasis linux, java, Apache Tomcat, Liferay, Webserver
- Memiliki kemampuan dasar CI/CD
- Memiliki kemampuan konsep dasar clustering
- Memiliki kemampuan konsep dasar docker container
Kompetensi Inti, Sikap & Perilaku
- Patuh terhadap peraturan yang berlaku
- Pekerja keras dan bertanggung jawab.
- Mampu berkomunikasi dengan baik.
- Mempunyai semangat kerja yang tingg, disiplini dan mampu bekerja dalam tim.
- Mempunyai semangat terus belajar dan berinovasi
- Disiplin dan bertanggung jawab.
- Siap bekerja dalam shift.
- Memiliki loyalitas yang tinggi terhadap tim dan perusahaan
- Bersedia untuk dihubungi by call/zoom dalam kurun waktu 7 * 24 jam dan bersedia untuk bekerja lembur
- Wajib membuat dokumentasi setiap pekerjaan atau inovasi yang dilakukan serta dipresentasikan
- Harus berpenampilan bersih, rapi dan menjaga kebersihan
BENEFIT :
- Gaji 6.000.000 - 9.000.000
- BPJS Kesehatan
- BPJS Tenaga Kerja
Jenis Pekerjaan: Penuh Waktu
Pendidikan:
S1 (Diwajibkan)"
"DevOps Engineer
- job post",Pintaria.com,Jakarta,None,Full-time,"Company Description

PT Haruka Evolusi Digital Utama (HarukaEDU) is an ed-tech company established in 2013. HarukaEDU launched Pintaria, an integrated lifelong learning and career web portal. Partnering with qualified universities and trusted training providers in Indonesia, Pintaria offers a flexible way for employees, young adults, or anyone who want to improve their education and skills and advance their career by taking online/blended learning degree and training programs during their busy time. With the following values offered: quality programs, trusted partners, flexible learning schedule, and affordable price, Pintaria is a smart solution for lifelong learning and career advancement needs.

Job Description
Participating in the processes of strategic project-planning meetings.
Responsible for developing and building IT solutions.
Configuring and automation management, health checks, point of failure, notifications, etc.
Ensuring operational best practices by working closely with the deployment/releasing teams.
Finding the proper tools and implementing the processes that can automate any manual tasks.
Building automated deployments through the use of configuration management technology.
Doing routine application maintenance, also help create requirements and procedures for implementing routine maintenance. Troubleshooting existing information systems for errors and resolving those errors.
Evaluate existing applications and platforms, also give recommendations for enhancing performance via gap analysis, identifying the most practical alternative solutions and assisting with modifications.
Learning about and gathering new technologies and related tools to introduce to the company in order to grow the agile development environment.
Providing direct server support during various operations such as deployment and general production.
Collaborating with developers to make sure new environments meet requirements and conform to best practices.
Designing, implementing and testing agreed-upon infrastructures.
Automating deployment of Linux applications, system configurations and security settings

Qualifications
Associates or Bachelors degree in Computer Science or equivalent
Minimum two (2) or more years of technical experience with providing SAAS/hosted delivery required
1+ years of experience with Python other scripting languages such as Perl, Ruby etc
Experience in developing and maintaining CI/CD process for enterprise SaaS and on-prem applications using tools like Git, Jenkins, Maven, etc
Expertise in Linux System Admin and Bash Scripting
Experience with configuration management tools such as Ansible, Chef, Fabric, Puppet or SaltStack
Hands-on experience in build and administer VMs and Containers using tools such as Docker, Vagrant, Kubernetes
Experience in designing and maintaining cloud-based solutions with Google Cloud or Amazon Web Services
Automation skills (tool agnostic).
The ability to design, build, and operate a technology stack.
Strong operational experience in Linux/Unix environment and scripting languages: Shell, Perl, Python.
Strong background in Linux/Unix Administration
Effective cross-functional leadership skills (prior leadership experience, verbal communication skills, strong collaboration skills, empathic).
Experience with Source Control (like Git, Bitbucket, Svn etc)
Experience with Continuous Integration (like Jenkins, Bamboo )
Experience with Infrastructure Automation (like Puppet, Chef, Ansible, Saltstack, etc)
Experience with Deployment Automation & Orchestration (like Jenkins, VSTS, Octopus Deploy)
Experience with Container Concepts (LXD, Docker)
Experience with Orchestration (Kubernetes, Mesos, Swarm)
Ability to use a wide variety of open source technologies and cloud services (experience with AWS is required)
Strong experience with Postgresql and MySQL (NoSQL experience is a plus, too, since we also use Redis)
A working understanding of code and script (PHP, Javascript and/or Ruby) is a plus
Knowledge of best practices and IT operations in an always-up, always-available service

Additional Information

If you are driven, determined and want to take the next step in your career, this Head of People and Culture is the role for you."
