Job Title,Company Name,Location,Salary,Job Type,Job Description,Date
Backend Developer,PT Bali Towerindo Sentra Tbk,Jakarta,None,Full time,"Responsibilities :
Developing the server-side components and logic of web applications or software systems
Designing, creating, and maintaining the database that stores the application's data.
Creating and maintaining APIs (Application Programming Interfaces) that allow communication between the client-side and server-side of the application.
Implementing the business logic and algorithms required for the application to function correctly.
Implementing security measures, such as encryption and authentication, to protect sensitive data and ensure secure communication between the client and server.
Identifying and fixing bugs or issues that arise in the backend system, and providing support to other team members in troubleshooting and resolving technical problems.
Working closely with frontend developers to ensure smooth integration between the frontend and backend components of the application.
Writing and executing unit tests and integration tests to verify the correctness of the backend code and ensure that it functions as expected.
Creating and maintaining documentation for the backend codebase, including API documentation and technical specifications
 Requirements :
Bachelor's Degree in Information System/Information Technology or equivalent
At least1 year of working experience in the same field
Proficient in PHP, JavaScript, JQuery, Bootstrap, CSS, Web Programming, Responsive Design UI, MVC
Familiarity with Codeigniter, Laravel, and NodeJs frameworks is a plus
Proficient in REST API, Web Services, BSS, and Microservices
Experience with version control systems like tortoiseSVN and Git
Able to design, develop and implement scalable, elastic microservice based platforms is a plus",None
Senior Backend Software Developer,PLUVIA PTE. LTD.,"South Jakarta, Jakarta",None,Full time,"Position: Senior Backend Software Developer
We are looking for YOU, a Senior Backend Software Developer that can help us plan, build, and maintain server-side operations for Pluvia.
You will be part of a growing team providing unique and state of the art prediction services using Machine Learning for weather and flood forecasts to various clients as well being involved in software related projects. These clients include, but not limited to, big clients in SE Asia providing transport and distribution services as well as other private clients and governmental organizations. We are a growing company and are looking for dedicated people that help us grow with their skills and know-how. 
You will be based in Jakarta, where we are growing a team that will be responsible for development, deployment, maintenance, and daily operations of such services and projects, leveraging what our data scientists and domain experts create into commercial services and products.
You will report directly to Pluvia’s Head of Engineering/Chief Software Architect, having a local Team Lead in Jakarta as a daily functional reference
At Pluvia:
Pluvia, the world leader in tropical rain forecasting, offers game-changing hyperlocal rain forecasts with unprecedented accuracy. Pluvia integrates data from multiple sources into our Meteorology Algorithm to produce best-in-class rain forecasts, down to a 100m grid. We turn forecasts into actionable insights.
We are a company with multiple nationalities where we excel for a good interaction and cultural exchange among all.
About you:
To possess a degree in Computer Science or related area
Be fluent in English, both spoken and written as we are a multi nationality company. Your daily functional reference (Local Team Lead in Jakarta) can be in Bahasa.
Ability and flexibility to travel in SE Asia when required (mainly Singapore where Pluvia has its HQ)
Be a good team player and mentor to other team members on a daily basis but mostly when it’s of utmost importance.
Be a pro-active person that can anticipate challenges but can also react when new challenges arise.
Be a person with a positive attitude and a “Can Do” mentality.
Be a person that like to take new challenges
 We expect you to master the following tech skills:
In-depth understanding of the Software Development Life Cycle (SDLC) 
Strong proficiency in Python 
Expertise in SQL databases, particularly Postgres 
Solid understanding of Clean Code Architecture 
Experienced in Microservices architecture. 
Knowledgeable in Unit Testing and Test-Driven Development (TDD) 
Strong understanding of RESTful APIs 
Experience with containerization technologies 
Proficient in Azure ecosystem including Blob Storage, Database for PostgreSQL, Logic Apps, Container Instances
Experience with agile methodologies mainly with SCRUM
Experience with source control using Git, encompassing branching strategy, pull request workflows, and version control and CI/CD pipelines using Azure DevOps
Any of the following skills will be a plus:
Be proficient in .Net
Be familiar with both Windows and Linux environments.
Experience with Messaging Services 
Knowledge of cache management 
Familiar with security, authorization and authentication flows and technologies
Familiarity with Azure Kubernetes Service or any other service that can scale up with heavy loaded parallel calculations
Knowledge about GIS and spatial data manipulation and processing
Familiar with modelling software in the water domain
We offer you:
A growing company providing state-of-art set of services and offerings.
A competitive salary after qualifications
Vacation days according to seniority
Other competitive benefits.
Flexibility in your daily work according to Pluvia’s internal regulations
A people minded company that wants you to grow as the company grows.
Location: South Jakarta
Job type: Full time, on site
How to apply:
Please include your CV and an introduction letter where you let us know what you see in this position and what motivates you to seek it. Please also mention the expected salary.",None
Backend Developer,PT Solusi Prima Packaging,"Tangerang, Banten",None,Full time,"Job Description:
As a Backend Developer, you will be responsible for designing, developing, and maintaining robust and scalable backend systems. You will work with the development team to ensure seamless integration between the frontend and backend and to ensure application performance and security.
Responsibilities:
• Design, develop, and implement backend applications using .NET technologies (C#, ASP.NET Core, Entity Framework, etc.).
• Build robust and scalable APIs to connect the frontend with the backend.
• Optimize backend application performance to ensure fast and stable    responses.
• Design and manage relational (SQL Server, MySQL) and non-relational (NoSQL) databases.
• Implement best security practices to protect data and applications.
• Collaborate with the frontend team and other teams to ensure seamless integration.
• Troubleshoot and solve issues in backend applications.
• Maintain code quality by following best practices and coding standards.
 Qualifications:
• Minimum of 3 years of experience as a Backend Developer with in-depth knowledge of .NET.
• Experience in designing and managing both relational and non-relational databases.
• Good communication skills and ability to work in a team.
• Experience with cloud technologies (Google Cloud) and GIT.
• Knowledge of CI/CD is an added advantage.
• Experience in memory management (Redis, Solr, etc.) and queue management is an added advantage",None
Senior Backend Developer,Azimuth Labs Pte Ltd,Yogyakarta Special Region,"Rp 13,500,000 – Rp 18,000,000 per month",Full time,"Job description
 Development of micro-services for the Security, Audit & Compliance space.
 Requirements
 Important! Must be conversant in English
Knows how to write JAVA and talk RESTfully is a must
Strong knowledge of web standards, cross-browser compatibility and performance
Have experience coding microservices in AWS environment
Must know JAVA, SQL and API/Web Services
Ability to work well independently and as a team
At least 3-5 years working experience
 Resumes not written in English will be rejected.",None
Backend Developer,PT. TALENTA TEKNOLOGI SUKSES GEMILANG,"South Jakarta, Jakarta",Rp 6.000.000 – Rp 9.000.000 per month,Contract/Temp,"Responsibilities :
Designing and building applications for Web platform.
Ensuring the performance, quality, and responsiveness of applications.
Collaborating with a team to define, design, and ship new features.
Identifying and correcting bottlenecks and fix bugs.
Helping maintains code quality, organization, and automatization.
Writing clean, stable, documented and tested code.
 Requirements :
Have experience as a Backend Developer for at least 1 year.
Master and experience using Go language, Python, and PHP programming languages. Golang is preferred.
Understand the concept of Microservices and be able to create services in Restful API.
Master and experience using RDBMS such as MySQL or SQL.
Have experience with Redis or Elastic-Seacrh as a plus.
Have experience in using Broker Kafka or RabbitMQ as a plus.
Have experience in implementing clean code architecture on golang projects.
Master and experience using GIT.
Familiar with Linux.
Able to provide quality output with a success rate of the resulting application of 99.99%.
Understand the concept of SDLC Waterfall or Agile.
Able to work with tight deadlines.",None
Backend Developer (Java) – Senior Level,PT Infosys Solusi Terpadu,"South Jakarta, Jakarta",None,Full time,"We are looking for a highly skilled Senior Backend Developer with extensive experience in Java to join our dynamic team. The ideal candidate will have strong expertise in backend development, particularly in Java frameworks and microservices architecture, as well as experience in the banking industry. You will be responsible for designing, developing, and optimizing complex backend systems while collaborating with cross-functional teams to deliver high-quality software solutions.
 Key Responsibilities:
Develop and maintain backend systems using Java and related frameworks such as Spring (Spring Boot, Spring MVC) and Hibernate.
Design and implement RESTful APIs and microservices architecture.
Optimize database performance and write efficient queries for MySQL, PostgreSQL, or NoSQL databases (e.g., MongoDB).
Work with distributed systems, message queues (RabbitMQ, Kafka, AMQ), and asynchronous programming.
Ensure the application follows OOP principles, design patterns, and clean code best practices.
Implement containerization using Docker and orchestration with Kubernetes.
Set up and manage CI/CD pipelines using tools like Jenkins and GitLab CI.
Optimize multithreading and concurrency in Java applications.
Collaborate with frontend developers, DevOps, and product managers to deliver complete software solutions.
Mentor junior developers, review code, and enforce coding standards.
 Qualifications
Technical Skills and Experience:
8+ years of experience in backend development, with a strong focus on Java.
Expertise in Java frameworks such as Spring (Spring Boot, Spring MVC) and Hibernate.
Experience in developing RESTful APIs and microservices architecture.
Proficiency with databases like MySQL, PostgreSQL, and NoSQL (MongoDB).
Strong understanding of distributed systems, message queues (RabbitMQ, Kafka), and asynchronous programming.
Familiarity with cloud services like AWS, Azure, or GCP.
Experience with Docker and Kubernetes for containerization and orchestration.
Hands-on experience with CI/CD tools (Jenkins, GitLab CI).
Strong understanding of multithreading, concurrency, and performance optimization in Java.
Experience in the banking industry, particularly with digital channels like Mobile Banking or Internet Banking.
Problem-Solving and Analytical Skills:
Proven ability to design and troubleshoot complex, large-scale backend systems.
Solid experience in system design and working with distributed systems.
Collaboration and Leadership:
Experience mentoring junior developers and conducting code reviews.
Excellent communication skills for working with cross-functional teams.
Ability to take ownership of projects and work independently with minimal supervision.
Agile Methodology:
Familiarity with Agile/Scrum methodologies and task management tools like Jira, Trello, or Asana.
 Benefits:
Competitive salary and benefits package.
Opportunity to work with cutting-edge technologies.
Professional growth and development opportunities.
Collaborative and innovative work environment.",None
Fullstack Developer Citigov (backend),CARTENZ GROUP,Jakarta,Rp 8.700.000 – Rp 13.000.000 per month,Contract/Temp,"Responsibilities:
• Create web application product solution by developing, implementing, and maintaining product application.
• Develop systems and applications using complex algorithms to deliver business functions or architectural components.
• Discover mutually beneficial solutions across customers while recognizing different styles.

 Minimum Qualifications:
• Experience with PHP development .
• Experience with HTML, CSS, Javascript.
• Experience with P/L SQL programming for procedure or ETL developement.
• Experience with java programming.
• Experience with integration project with web service and/or ISO standard integration.
• A quick learner and hungry to handle problems and learn new tech stack.",None
Backend Developer (Golang),PT Karisma Zona Kreatifku,Jakarta,None,Contract/Temp,"Job description & responsibilities 
Design, develop, and maintain backend services and APIs. 
Optimize and scale backend systems for performance and reliability. 
Apply strong problem-solving skills to troubleshoot issues and implement effective solutions.
Collaborate with frontend engineers, product managers, and other stakeholders to define requirements and deliver features. 
Participate in code reviews and provide constructive feedback to team members. 
Mentor junior engineers and contribute to the growth of the engineering team. 
Stay updated on industry trends and best practices in backend development
Willing to remote system with contract status (3 month first, possible to extend)
Requirements 
Bachelor's degree in Computer Science or a related field.
Minimum 3 years of experience in backend development for mid-level positions and minimum 5 years of experience in backend development for senior-level positions. 
Proficiency in Golang and Node Js. 
Experience with UNIX-based systems. 
Familiarity with Redis for caching and data storage. 
Proficient in Git for version control. 
Experience with API testing using Postman. 
Knowledge of ElasticSearch for search and analytics. 
Understanding of OLAP (Online Analytical Processing) concepts. 
Experience with relational databases (RDBMS) and SQL. 
Proficiency in MongoDB for NoSQL database solutions. 
Hands-on experience with CI/CD pipelines. 
Familiarity with microservices architecture. 
Proficiency in Kubernetes (k8s) for container orchestration. 
Experience with Docker for containerization.
Knowledge of messaging systems such as RabbitMQ and Kafka. 
Experience with Metabase for data visualization and analytics. 
Familiarity with instrumentation tools such as OpenTelemetry, Elastic APM, etc. 
Understanding of Test-Driven Development (TDD) and experience with unit testing, fuzz testing, and integration testing",None
Backend Developer Intern,PT Akseleran Keuangan Inklusif Indonesia,Jakarta,None,Contract/Temp,"Responsibilities:
Develop and maintain back-end features using GCP, Python, and PostgreSQL within a Microservice architecture.
Create and execute unit and automation test cases.
Learn about various aspects of software development including testing, deployment, processes, communication, and code quality standards.
 Requirements:
Final-semester or fresh-graduate Computer Science students.
Skill set: Strong fundamentals in Computer Science, excellent analytical skills, and proficiency in at least one programming language (e.g., Python or Java). Experience with RDBMS (PostgreSQL, MySQL, etc.).
Familiarity with NoSQL databases (e.g., Redis, MongoDB), unit testing, REST APIs, and version control systems (e.g., GitLab, GitHub).
Experience with Linux OS is a plus.
Knowledge of agile methodologies, security practices, and performance optimization is an advantage.
A quick learner with strong interpersonal skills, proficiency in written and verbal communication in both Bahasa and English.
Able WFO from Monday to Friday.",None
Lead Backend Developer,PT Akseleran Keuangan Inklusif Indonesia,Jakarta,None,Full time,"Responsibilities:
Architect and design backend services.
Write well-designed, testable, and efficient code using best software development practices.
Create and maintain software documentation.
Communicate and coordinate effectively with internal and external teams.
Quickly learn and adapt to new technologies as needed.
Mentor team members.
 Requirements:
Bachelor's degree in Computer Science or Information Technology from a reputable university.
Minimum 4 years of professional experience as a backend engineer.
Experience leading a team of developers.
Proficiency in:
Python and Python frameworks (Flask, Django)
RDBMS (PostgreSQL, MySQL)
NoSQL databases (Redis, MongoDB)
Unit testing, REST APIs, and Version Control Systems (GitLab, GitHub)
Linux OS
Experience with or knowledge of:
Microservices architecture
Test-Driven Development (TDD)
Message brokers (Kafka, RabbitMQ)
Understanding of Google Cloud Platform (GCP) is an added advantage.
 Working Arrangement: Hybrid/On-Site.",None
