Job Title,Company Name,Location,Salary,Job Type,Job Description
"Data Scientist
- job post",PT Pro Sigmaka Mandiri,Jakarta,"Rp. 4,900,000 - Rp. 8,000,000 a month",Contract,"Requirements:
Bachelor's degree in Computer Science, Statistics, Mathematics, or related field
1-2 years of professional experience in data science or related field
Strong programming skills in Python
Proficiency with common data science libraries (pandas, numpy, scikit-learn)
Basic understanding of SQL
Familiarity with version control (Git)
Strong analytical and problem-solving skills
Good communication skills
Eagerness to learn and adapt to new technologies
Job Responsibilities:
Develop and implement machine learning models for time series forecasting
Work on NLP projects, including speech-to-text applications
Assist in building and maintaining conversational AI systems
Process and analyze data to extract meaningful insights
Create and maintain data pipelines
Develop clear documentation and reports
Collaborate with team members on code review and implementation
Participate in the full project lifecycle, from conception to deployment
Jenis Pekerjaan: Kontrak
Panjang kontrak: 6 bulan"
"Data Scientist
- job post",GigRadar,Jakarta,None,None,"We are in search of a talented and innovative Data Scientist to join our team. The ideal candidate will possess a strong analytical mindset, excellent problem-solving skills, and a keen ability to derive insights from complex data sets. This role involves leveraging statistical methods, machine learning, and advanced data analytics to drive strategic decision-making and deliver actionable business intelligence.
Key Responsibilities for Data Scientist
Collect, process, and clean vast sets of structured and unstructured data for analysis.
Apply statistical techniques and machine learning models to uncover patterns and predict trends.
Collaborate with cross-functional teams to understand business needs and deliver data-driven insights.
Visualize and communicate findings clearly, translating complex results into actionable recommendations.
Maintain up-to-date knowledge of data science trends and incorporate best practices into projects.
Design experiments and testing strategies to evaluate model performance and validate outcomes.
Data Analysis and Predictive Modelling
Develop predictive models to enhance decision-making capabilities across various business functions.
Conduct exploratory data analysis to identify trends, correlations, and insights.
Utilise statistical tools such as R, Python, or SQL to analyse data and drive business solutions.
Qualifications and Skills
3+ years of experience in data science or a related analytical field.
Proficient in programming languages such as Python or R, with strong knowledge of machine learning techniques.
Experience with data visualisation tools like Tableau, Power BI, or similar platforms.
Strong problem-solving skills with a focus on results and practical application.
Bachelor’s degree in Data Science, Statistics, Mathematics, Computer Science, or a related field. A master’s degree is preferred.
Excellent communication skills to articulate complex data insights to non-technical stakeholders.
Why Join Us?
Be a part of a forward-thinking team dedicated to pushing the boundaries of data science and analytics.
Contribute to projects that have a tangible impact on our company's success and growth.
Access to continuous learning opportunities and career advancement within our organisation.
If you're passionate about data and intrigued by challenging problems, we encourage you to apply and become an integral part of our data science initiatives."
"Jr Data Scientist
- job post",Amar Bank,Jakarta,None,Full-time,"Who are we?

Amar Bank is one of the most technologically advanced digital banks in Indonesia. Our leading
digital lending product, Tunaiku has the distinction of being the first FinTech product in
Indonesia. We are also the first digital bank on the cloud. As the first profitable digital bank, we
managed to get listed on the Indonesian Stock Exchange.

How did we manage to do that?

We are changing people’s perception of a bank. We believe we are the innovators who combine
customer focus principles with creating technology-based impact. We incorporate freedom and
flexibility as part of our startup working culture DNA to encourage innovation in creating better
financial solutions for the banking industry. We think of ourselves as, ‘A technology company
with a banking license’. For this reason, we ‘Act like a FinTech, and think like a Bank.’

How did it all start?

Founded on March 15, 1991, in Surabaya as PT Anglomas International Bank (Amin Bank), the
bank was acquired by Tolaram Group and transformed to PT Bank Amar Indonesia (Amar Bank)
in 2014. It has then undergone a significant digital transformation to become one of the
country's forerunning fintech institutions through its award-winning digital lending platform,
Tunaiku.

Our philosophy, mission, and vision

Technology must impact lives, must improve lives. We exist to provide banking to those who
‘need’ and not only to those who ‘want’. Services when provided to those who need at the time
of their need brings smiles. Our vision is to bring 200 million smiles.

More about the bank with startup culture environment

Consist of 1000+ people, you will meet people who love to grow, dream big, and actually have
fun at the workplace! We provide a great working environment that pushes people to grow
outside their comfort zone. People with high drive and ambition find us a very attractive place to
work as their career growth matches their own drive and not any staid policies. Thus we hold
the honor of being awarded “Best Place to Work in Indonesia”.

Recently Amar Bank was awarded as Inspirational Brand from APEA (Asia Pacific Enterprise
Awards) 2022. Of course, our innovation won't stop here. So if you would love to be a part of it,
have a growth mindset, and are constantly hungry for challenges, we invite you to join us in our
journey to ‘Impact Lives’.

Join us today and create #unlimitedinnovations!
Responsibilities
Data Cleaning and Preprocessing: data cleaning and preprocessing tasks, preparing data for analysis.
Implementation of Models: implementing machine learning models may work on simpler models and have less experience in selecting and fine-tuning them.
Collaboration: work closely with senior team members, learning from them and contributing to projects under guidance.
Documentation: documenting their work, including data processing steps, model implementation, and results.
Requirements
Education: a bachelor's or master's degree in a relevant field such as computer science, statistics, or a related quantitative discipline.
Programming skills: proficiency in programming languages like Python or R.
Basic statistics and mathematics: understanding of basic statistical concepts and mathematical foundations of machine learning.
Tools and Frameworks: familiarity with common data science tools and frameworks.
Communication Skills: ability to communicate findings effectively to both technical and non-technical stakeholders.
Bonus Point If
Prior working experience from banking sector, especially from area of debt collection
We exist to innovate and maintain the architecture of Amar Bank's products. As part of our main focus to create through technology we ensure the process and technology we use helps maintain and build human connection at scale.

It’s our job to plan, monitor, and control the technology growth so we can provide a faster, more convenient, and more efficient way of performing business transactions."
"Data Scientist
- job post",Mitraplus,Jakarta,None,None,"Tanggung Jawab
Membuat model dari data yang dimiliki oleh perusahaan dan / atau klien.
Membuat analisis kasus bisnis penggunaan dan pemanfaatan data bagi perusahaan maupun klien.
Akuisisi dan mengolah data dari berbagai sumber.
Kualifikasi
Pendidikan Sarjana Teknik (Komputer/Telekomunikasi), Ilmu Komputer/Teknologi Informasi, Matematika, Statistik atau setara.
Setidaknya memiliki 1 tahun pengalaman dalam bidang yang sesuai untuk posisi ini (Fresh Graduates are welcome).
Menguasai bahasa pemograman Phyton dan R.
Memahami Machine Learning dengan baik.
Memahami konsep Data Mining dengan baik.
Dapat bekerjasama dengan tim.
Dapat menerjemahkan dan memahami paper atau jurnal ilmiah.
Mampu bekerja dibawah tekanan.
Mampu berbahasa Inggris dengan baik (lisan maupun tulisan).
Memiliki kemampuan untuk memecahkan masalah.
Jujur, bertanggung jawab dan memiliki etika kerja yang baik."
"Data Scientist & Analytics
- job post",FAZZ,Jakarta,None,None,"About The Role:
We are looking for a passionate Data Scientist to join our team! In this role, you will be responsible for developing and deploying credit scoring machine learning models, as well as supporting the business by developing data dashboards and analysis to drive business decisions.
What You Will Do:
Create interactive dashboards to deliver comprehensive insights into various product metrics.
Perform deep dive analysis into our data such as experimentation analysis, build reporting & monitoring dashboards for stakeholders to manage business processes.
Develop and implement machine learning models, including credit scoring models, using large datasets.
Work on end-to-end data science processes, from data cleaning and preparation to model evaluation and deployment, and collaborate with other functions such as risk and engineering to maintain the models.
Continuously optimize models to ensure their accuracy and reliability over time.
What We Are Looking For:
Minimum 3 years experience developing and deploying data science solutions in a production environment.
Proficiency in Python, R, SQL, and BI tools (Metabase, Tableau).
Strong understanding of statistical modeling, data mining, and machine learning algorithms.
Proven experience in building machine learning models, especially in the lending or financial sector.
Bachelor’s or Master’s degree in Computer Science, Data Science, Statistics, or a related field.
Excellent problem-solving skills and ability to work independently in a fast-paced environment.
Strong communication skills to collaborate effectively with non-technical stakeholders.
Experience with cloud platforms (e.g., AWS, GCP, Azure) for deploying machine learning models is a plus.
Experience with credit scoring models is a plus."
"AI Data Scientist
- job post",Samsung Electronics,Jakarta,None,Full-time,"Position Summary
1. Contribute to continued discovery of business areas and strategic decision making by resolving issues through data analysis.
Role and Responsibilities
1. [Data analysis] Define and specify data analysis target and support modeling/verification/test/application.
2. [Data-based decision making] Research and support the insight to support decision making in the areas of business direction/market strategy/product strategy.
3. [Verification of decision effects] Support methods to verify the effect of decision on business (A/B Test, Simulator).
4. [Algorithms assetization] Support implementing, evaluating and verifying algorithms for data analysis.
Skills and Qualifications
Develops professional expertise by complying with company policies and procedures
Works on problems of moderate scope where analyzing situations or data requires a review on various factors
Exercises judgment within defined procedures and practices to determine appropriate action
Normally receives general instructions on routine work with detailed instructions on new projects or assignments
Generally requires a bachelor's degree with a minimum 1 years related experience, or advanced degree without experience"
"Data Scientist
- job post",Accenture,Semarang,None,Full-time,"Responsibilities
Drive sales and solutioning of data science/analytics engagements
Manage and/or supervise project delivery
Mentor teams, build new capabilities, support/contribute to thought leadership and building new skills.
Work seamlessly with Client teams in positioning data science/analytical capabilities and with help of them drive deliver data science/analytics engagement.
Manage the challenges of using statistics in a business setting, such as incomplete data, biased data, large data sets, low signal-to-noise ratios, high variance, and multiple objective functions
Requires being creative and resourceful and will utilize traditional statistical methodologies as well as newer techniques from computational statistics and data mining and big data capabilities.

Qualifications
Experience in one or more statistical software packages such as R, SAS, SPSS, etc
Experience in one or more programming languages such as Python, R, etc
Experience in one or more machine learning solutions such as TensorFlow, IBM Watson, etc
Experience in one or more tools for visualization such as Tableau, Qlik, D3, etc
Good understanding of statistical modelling and machine learning
Good understanding of machine learning techniques such as Neural Networks, Random Forest, etc
Ability to meet travel requirements, when applicable
Have a minimum of 3-5 years in relevant experience
Have a minimum of Bachelor degree"
"Data Scientist
- job post",PT Rakhasa Artha Wisesa,Jakarta,None,None,"Informasi Lowongan
Tipe Pekerjaan

Remote/On-site

Fungsi Pekerjaan
Data Scientist
Jenjang Karir
Pemula / Staf, Staf Senior
Job Deskripsi
Programming Languages: Proficiency in Python (especially for data science, AI Models, Datasets, and Training) is a must.
Machine Learning: Familiarity with machine learning algorithms and their applications in data science is becoming increasingly important.
Mastering Asterisk is a must.
Familiarity with SQL for database querying
Matering Git Version Control
Statistical Knowledge: A solid understanding of statistical concepts like hypothesis testing, regression analysis, and probability is essential.
Data Wrangling: Ability to clean, manipulate, and transform data from various sources to prepare it for analysis.
Data Visualization: Expertise in using tools like Tableau or libraries like matplotlib to create clear and impactful visualizations that communicate insights effectively.
Mastering NLP, Text Generation, Question Answer, Sentiment Analysis, Library Tensorflow and Transformer
Persyaratan
Tingkat Pendidikan
S1
Jurusan Pendidikan
Ilmu Komputer, Teknik Informatika
Minimal Pengalaman
1 tahun
Deskripsi Persyaratan
Minimum 1 Year Experience in a related field.
A Bachelor's degree in a quantitative field like Computer Science, Statistics, or Mathematics is generally preferred.
A Master's degree in Data Science or a related field can be advantageous.
Experience in a data-related role, such as data analyst, is a plus.
The amount of experience required can vary depending on the specific job role and seniority level.
Skill yang Dibutuhkan
Lokasi
Kota
Prov. DKI-Jakarta
Alamat
Jakarta Barat

Tentang Perusahaan
PT Rakhasa Artha Wisesa

Industri
Komputer / TI
Benefit
Deskripsi Perusahaan
We are a global IT Service Solution and IT Consultant company building powerful mobile and desktop application."
"Data & AI Engineering
- job post",Accenture,Jakarta,None,Full-time,"About Accenture
Accenture is a leading global professional services company, providing a broad range of services in strategy and consulting, interactive, technology and operations, with digital capabilities across all of these services. We combine unmatched experience and specialized capabilities across more than 40 industries – powered by the world’s largest network of Advanced Technology and Intelligent Operations centers. With 505,000 people serving clients in more than 120 countries, Accenture brings continuous innovation to help clients improve their performance and create lasting value across their enterprises. Visit us at www.accenture.com

Role Summary:

At Accenture, every day is an opportunity to make a significant impact. As a Data & AI Engineer, you'll play a pivotal role in shaping the future of our clients' businesses by designing, building, and maintaining robust data platforms and AI solutions.
Responsibilities:
Data Platform Architecture: Design and implement scalable data platforms, including data lakes, data warehouses, and data pipelines, leveraging cloud technologies (AWS, Azure, GCP) and open-source tools (Spark, Kafka, Presto, Hive, Cassandra).
Data Engineering: Develop and maintain data pipelines, ETL/ELT processes, and data transformation logic to extract, transform, and load data from various sources into target systems.
AI Model Integration: Collaborate with data scientists to integrate machine learning models into production environments, ensuring efficient data flow and optimal performance.
Data Governance: Implement data governance policies and standards to maintain data quality, security, and compliance.
Performance Optimization: Continuously monitor and optimize data platform performance to ensure efficient data processing and analysis.
Problem-Solving: Identify and troubleshoot technical issues related to data pipelines, AI models, and data platforms.
#LI-GM

Qualifications
Qualifications:
Required:
Strong experience in data engineering concepts, tools, and technologies (e.g., Spark, Kafka, Hadoop, Python, SQL, NoSQL).
Proficiency in cloud platforms (AWS, Azure, GCP) and their data services.
Experience with data modeling, data warehousing, and data lake architectures.
Understanding of machine learning algorithms and their applications.
Excellent problem-solving and analytical skills.
Strong communication and collaboration skills.
Preferred:
Experience with AI frameworks (TensorFlow, PyTorch) and machine learning pipelines.
Certification in cloud platforms or data engineering.
Familiarity with data governance and compliance frameworks (e.g., GDPR, CCPA).
Experience with real-time data processing and streaming technologies.

You will also have opportunities to hone your functional skills and expertise in an area of specialization. We offer a variety of formal and informal training programs at every level to help you acquire and build specialized skills faster. Learning takes place both on the job and through formal training conducted online, in the classroom, or in collaboration with teammates. The sheer variety of work we do, and the experience it offers, provide an unbeatable platform from which to build a career.

Accenture is an equal opportunities employer and welcomes applications from all sections of society and does not discriminate on grounds of race, religion or belief, ethnic or national origin, disability, age, citizenship, marital, domestic or civil partnership status, sexual orientation, gender identity, or any other basis as protected by applicable law.
Accenture is an equal opportunities employer and welcomes applications from all sections of society and does not discriminate on grounds of race, religion or belief, ethnic or national origin, disability, age, citizenship, marital, domestic or civil partnership status, sexual orientation, gender identity, or any other basis as protected by applicable law."
"Data Scientist
- job post",Kredivo Group,Jakarta,None,Full-time,"As a Data Scientist you'll be part of a team that is working on cutting edge machine learning models. You will work side by side with Analysts and Machine Learning Engineers and take full ownership of your work – from the initial idea-generation phase to the implementation of the final product. Our ideal candidate is result-focused, innovative, has a solid quantitative background and a good business understanding.
About the role:
Working in a multi-disciplined team where you'll take full ownership of turning discoveries and ideas into machine learning models.
Prototyping diverse machine learning models, from credit scoring to recommendation engine.
Researching & Development on how to improve our models, by using our vast amount and unique set of data.
Actively contribute to taking Data Science at FinAccel to the next level.
About you:
Minimum 2 years of relevant work experience.
Masters, PhD or equivalent experience in a quantitative field (i.e). Computer Science, Mathematics, Statistics, Econometrics, Engineering, Artificial Intelligence).
Capable to build robust end-to-end predictive models using the latest Machine Learning techniques and methodologies.
Proficiency in Python or R.
Exposure to RDBMS (i.e. MySQL, PostgreSQL) and No-SQL platforms (i.e. S3).
Excellent English communication skills.
Bonus points (optional) for:
Experience with alternate data to evaluate credit risk.
Experience in building end-to-end Deep Learning and/or NLP models.
Thank you for your interest in Kredivo. We're thrilled that you'd like to join our company. Unfortunately, days are short and applicants are many, so we won't have time to meet everyone. If you are among qualified candidates, you will receive a call or email from our Talent Acquisition team.

#LI-AL1"
