Job Title,Company Name,Location,Salary,Job Type,Job Description,Date
Fullstack Developer,PT. KOBUS SMART SERVICE,"Kebon Jeruk, Jakarta",Rp 9.000.000 – Rp 13.000.000 per month,Full time,"Responsibilities:
Designing and implementing Backend: PHP-based and Frontend: Vue applications.
Analyzing user requirements to inform application design.
Defining application objectives and functionality.
Developing and testing software.
Debugging and resolving technical problems that arise.
Developing documentation to assist users.
 Qualifications:
Has 2-5 years of experience as Fullstack Developer
At least 2 years of experience in PHP (Laravel/Codeigniter)
At least 2 years of experience in Python (Django)
2 years experience in modern Javascript libraries (Vue.JS)
Able to create complex UI using HTML5, CSS3, and Javascript that works on multiple interfaces and environment
Familiar with databases such as PostgreSQL / DBeaver",None
Angular Full Stack Developer - Remote in Lombok,TabLogs,"Central Lombok, West Nusa Tenggara","Rp 13,500,000 – Rp 20,000,000 per month",Full time,"Who we are:
We started TabLogs to change the game for the geotechnical engineering industry. Our intuitive cloud-based borehole logging software removes a well known bottleneck within the Geotechnical Investigation process by generating finished graphical logs, on site, and in seconds. This means no data entry time back in the office and the capability to provide professional borehole logs to your client weeks before your nearest competitor.
TabLogs was founded by a Geotechnical Engineer that realised the need for intuitive software solution that both drillers and engineers can use to bridge the gap between onsite data collection and finished report ready borehole logs, site plans and sample registers.
Job Description:
TabLogs is seeking a skilled Full Stack Developer with Dev Ops Exp to join our dynamic team. This role involves working on both front-end and back-end development, with a focus on creating seamless API integrations between our desktop and mobile applications and third-party systems. Our front-end currently uses Angular and JavaScript, with some legacy PHP components. The back-end is primarily Laravel PHP-based, emphasizing API development.
Key Responsibilities:
Manage and Monitor our AWS instance
Frontend Development: Develop and maintain web applications using Angular.JS, JavaScript, and PHP. Transition existing frontend codebase to React, ensuring minimal disruption and maintaining high standards of quality.
Backend Development: Design, develop, and maintain PHP-based APIs. Ensure efficient, secure communication between our desktop and mobile applications and third-party services.
System Integration: Work on integrating various external data structures and APIs into our system. This requires strong analytical skills to understand and map external data structures effectively.
Problem Solving: Apply strong problem-solving skills to troubleshoot and resolve complex development issues. Contribute to all phases of the development lifecycle.
Product Leadership: Opportunities to lead the development of specific product streams within the TabLogs portfolio. This includes technical drawing tools (2D and 3D), mapping/GIS solutions, advanced data modeling, reporting tools, and AI assistant development.
Team Collaboration: Work closely with other team members, including front-end and back-end developers, to ensure cohesive and efficient development processes.
Continuous Learning: Stay updated with emerging trends and advancements in web technologies, especially in areas like React, API development, and AI technologies.
Skills and Qualifications
Technical Expertise: Proficiency in Angular, JavaScript, PHP, and experience with Angular.
API Development: Strong experience in developing and integrating APIs.
Problem-Solving: Excellent analytical and problem-solving abilities.
Communication: Strong verbal and written communication skills.
Teamwork: Ability to collaborate effectively in a team environment.
Adaptability: Willingness and ability to quickly learn new technologies and adapt to changing requirements.
Preferred Qualifications
Experience in Technical Drawing, GIS, or AI: Previous experience in developing technical drawing tools, mapping/GIS solutions, or AI assistants is highly desirable.
Project Leadership: Experience in leading projects or product streams.
Career Path and Opportunities
Diverse Experience: Exposure to a wide range of technologies and the opportunity to work on various aspects of the product suite.
Leadership Opportunities: Potential to lead development streams and influence product direction.
Growth and Learning: Continuous learning environment with opportunities to advance in areas of interest, such as AI, GIS, or data modeling.
NOTE: To be considered for this role you must submit a cover letter
Employer questions
Your application will include the following questions:
What's your expected monthly basic salary?
How many years' experience do you have as a full stack developer?
Which of the following programming languages are you experienced in?
How many years of front end development experience do you have?
Which of the following front end development libraries and frameworks are you proficient in?
Which of the following Relational Database Management Systems (RDBMS) are you experienced with?
How would you rate your English language skills?
Have you worked in a role which requires a sound understanding of the software development lifecycle?",None
Fullstack Developer (PHP & Vue.js),Private Advertiser,"South Jakarta, Jakarta",None,Full time,"Job Description:
As a Machine Learning Engineer, you will contribute to the development and training of advanced AI language models like ChatGPT. You will be part of a team focused on innovations in machine learning and artificial intelligence, aiming to create systems capable of understanding and responding in a natural and useful manner.
Main Responsibilities:
Model Development: Designing, developing, and training machine learning models for natural language processing.
Optimization and Maintenance: Monitoring, evaluating, and improving model performance.
Team Collaboration: Collaborating with data scientists, engineers, and researchers to implement innovative solutions.
Research: Conducting state-of-the-art research in machine learning and NLP to discover new applicable methods.
Documentation: Providing comprehensive and clear technical documentation.
 Qualifications:
Bachelor's degree (or higher) in Computer Science, Engineering, Mathematics, or related field.
Practical experience in machine learning, especially NLP and language models.
Proficiency in programming languages like Python and machine learning frameworks such as TensorFlow or PyTorch.
Experience with optimization techniques and natural language processing.
Strong analytical and problem-solving skills.
Knowledge of Vector Database: Familiarity with vector databases and their application in managing and searching through large-scale data in machine learning contexts.
 ",None
Full Stack Java Software Developer,PT Hyundai Autoever Indonesia,"South Jakarta, Jakarta",None,Full time,"Job Description:
We are seeking a talented and experienced Software Developer to join our dynamic team. The ideal candidate should have a minimum of 5 years of professional experience in software development, with a strong proficiency in Java programming language. The Software Developer will play a key role in designing, developing, and maintaining high-performance software solutions.
Responsibilities:
Write clean, efficient, and maintainable code, adhering to coding standards and best practices.
Implement and optimize algorithms and data structures to meet performance and scalability requirements.
Troubleshoot, debug, and resolve software defects and issues in a timely manner.
Participate in code reviews to ensure code quality and provide constructive feedback to team members.
Work closely with product managers and other stakeholders to refine and clarify software requirements.
Stay up-to-date with industry trends and advancements to continuously improve technical skills and knowledge.
 Requirements:
Bachelor's degree in Computer Science, Software Engineering, or a related field (or equivalent experience).
Minimum of 5 years of professional experience as a Software Developer.
Proficiency in Java Programming Language, with a strong understanding of its ecosystem and features.
Solid understanding of common data structures, algorithms, and concurrent programming.
Strong problem-solving skills and the ability to analyze and optimize code for performance.
Excellent communication and collaboration skills to work effectively within a team environment.
Good communication in English both oral and written
 Preferred Qualifications:
Familiarity with additional programming languages and technologies like ReactJS & TypeScript.
Familiarity in relational databases (MySQL is preferred) and ORM technology (JPA is preferred).
Knowledge of software design patterns and best practices.
Previous experience in developing scalable and distributed systems.
Knowledge of distributed architecture and familiarity with orchestrators such as Kubernetes (K8S) is a plus.
Familiarity with version control systems, build tools, and continuous integration.
Experience working with middleware components, such as Redis and Kafka is preferred.
If you meet these requirements and are passionate about building world class software solutions, we encourage you to apply and join our innovative team.
 ",None
Fullstack Developer Citigov (backend),CARTENZ GROUP,Jakarta,Rp 8.700.000 – Rp 13.000.000 per month,Contract/Temp,"Responsibilities:
• Create web application product solution by developing, implementing, and maintaining product application.
• Develop systems and applications using complex algorithms to deliver business functions or architectural components.
• Discover mutually beneficial solutions across customers while recognizing different styles.

 Minimum Qualifications:
• Experience with PHP development .
• Experience with HTML, CSS, Javascript.
• Experience with P/L SQL programming for procedure or ETL developement.
• Experience with java programming.
• Experience with integration project with web service and/or ISO standard integration.
• A quick learner and hungry to handle problems and learn new tech stack.",None
Full Stack Developer,Private Advertiser,"Medan Kota, North Sumatra",None,Full time,"Lead Full Stack Developer
We are looking for a skilled Web Developer who can take the lead in shaping an innovative project from concept to execution. The ideal candidate will collaborate closely to understand the vision, refine the ideas, and ensure that the final web platform aligns with the core objectives.
Responsibilities:
- Work closely with the team to understand and refine the project’s concept and objectives.
- Develop a well-structured plan that translates the idea into technical requirements.
- Lead discussions to ensure a comprehensive understanding before programming begins.
- Execute the development of the platform using modern web technologies.
- Design and develop RESTful APIs that can be integrated into other web platforms.
- Ensure the platform’s scalability, security, and seamless API integrations with external systems.
Requirements:
- Minimum 8 years experience
- Proven experience in full-stack web development (front-end & back-end).
- Proficiency in JavaScript/TypeScript (React, Vue.js), Python (Django, Flask), or similar technologies.
- Experience in designing and building secure, scalable APIs that can be used by external platforms.
- Strong communication skills to translate ideas into actionable plans.
- Ability to work collaboratively to develop concepts and system architecture.
- Experience with RFID systems, secure transactions, and marketplace development.
Preferred Qualifications:
- Experience with marketplace or platform development.
- Strong problem-solving skills and attention to detail.
- Familiarity with planning and leading development projects from concept to execution.",None
Fullstack Developer,PT. OCS Global Services (OCS Indonesia),Jakarta,None,Full time,"Main Responsibility:
• Develop and maintain WebApp and RESTful API
• Implement and maintain database schemas
• Collaborate with cross-functional teams
• Troubleshoot, debugging, reporting and resolve issues
Requirement:
• Min Diploma / bachelor's degree from IT
• Understanding in Javascript Framework (ReactJS, ExpressJS) 
• Understanding of relational database (MySQL, SQL Server, Postgres)
• Understanding programming language of ASP.net
• Proficiency in using version control system (Git)
• Communication skills and ability to work collaboratively in a team environment
• Understanding in PHP Framework (Laravel & Codeigniter)
• Familiar with cloud ecosystems (Azure)
• Proficient English skills in passive communication",None
Full Stack Developer,PT Dipa Pharmalab Intersains (Dipa Healthcare),Jakarta,None,Contract/Temp,"Diploma 3 or Bachelor Degree In IT
Minimum 1 year experience in related field
Good skill in Backend : PHP and Laravel or NodeJs
Good skill in Frontend : React or NextJS or Vue or Vite
Good skill in My SQL Database
Have knowledge about Flutter and/or experienced in developing apps is an advantage
Hand on experience with RESTful services and API’s
Experience with Code version control such as Git
Familiar with development process using agile methodologies, especially Scrum framework
Full WFO – Kebayoran Lama, South Jakarta
Contract based : min. 1 year",None
MT MIS Web Programming Full Stack Developer,PT Asahimas Flat Glass Tbk,"Cikampek, West Java",Rp 9.385.000 per month,Full time,"Must have Bachelor's Degree (S1) in Computer Engineering, Information Technology or Information System
Minimum GPA : 3.00
Having skills in Web programming/ Full Stack Development, understand .NET, Angular, Flutter, GraphQL is a plus.
Good Logical thinking & numeric
Able to communicate fluently in English
Fresh graduates are welcome to apply
Will be positioned in one of our factories located in Cikampek, West Java
Salary (Gross) Include Fix Bonus 2 times Per-year, Transport Allowance, Meal, Performance Insentif, Uniform, Medical Inssurance, and Training (External & OJT).",None
Fullstack Programmer (.NET),PT BRINGIN KARYA SEJAHTERA,Jakarta,"Rp 7,000,000 – Rp 8,000,000 per month",Full time,"PT. BRINGIN KARYA SEJAHTERA (BKS) adalah salah satu Perusahaan Anak Dana Pensiun BRI yang bergerak dalam Bidang Konstruksi, Pengelolaan Gedung (Building Management), Persewaan dan Pengelolaan Arsip mencari SDM Profesional dan Energic untuk posisi :
 Fullstack Programmer (.NET)
Job Responsibilities:
Merancang sistem aplikasi yang sesuai dengan kebutuhan bisnis perusahaan
Menerapkan sistem aplikasi yang sudah dirancang
Membuat dokumen teknis mengenai pengembangan sistem aplikasi
Berkoordinasi dengan tim software development internal maupun eksternal

Job Requirement
Memiliki pengalaman kerja sebagai .Net Developer
Memiliki pengalaman dalam menggunakan ASP.NET Core Framework MVC atau yang sejenis.
Familiar dengan teknologi database seperti SQL dan MySql
Memahami konsep Object-Oriented Program (OOP)
Memiliki pengalaman dalam menggunakan Git dan melakukan IIS Web Server Deployment",None
