Job Title,Company Name,Location,Salary,Job Type,Job Description,Date
DevOps Engineer,PT Cerdas Digital Nusantara,"Yogyakarta, Yogyakarta Special Region",None,Full time,"What You Will Do
Currently, we are looking for someone who can fill the position of DevOps Engineer. Take a look at some points below to understand more about this role.
Drive architecture and deliver production-ready solutions on the Amazon Web Services (AWS) platform with a specialized focus on AWS capabilities with experience in virtualization, migrations, and automation.
Provide consultation and direction on migrating legacy system to Cloud platforms such as AWS and lead the migration from inception, design and implementation efforts.
Well versed in building AWS infrastructure and Implement deployment processes, CI & CD. Assist development and operation teams with relevant services such as AWS Auto Scaling & resiliency and AWS DevOps automated services.
Optimize cost, security and ensure application compliance with standards like HIPAA, ISO, etc.
Conduct solution discovery workshops covering: networks, virtual machines, storage, migrations, disaster recovery and additional cloud services as needed.
Design software and application maintenance & patching strategy and policy.
Assist in the management of projects using CDW’s project management methodology.
Regularly interface with technical and business staff of customers, including the stakeholders of projects and other teams in more complex engagements.
Manage time and expense to meet or exceed expectations defined in the Statement of Work.
Provide high-quality content deliverables using the appropriate document templates.
Requirements
In order to carry out the obligations well, we need someone who has specific knowledge and abilities in a specific area. To make it easier, there are:
Bachelor’s degree in business, computer science, computer engineering, or equivalent.
At least 3 years of working experience of delivering complex technical solutions including planning, development, implementation and support. Also,
experience with the design and implementation of AWS services.
Experience with AWS Services Design and Deployment consisting of AWS Fargate, Amazon EC2, RDS, S3, CloudFront, VPC, SNS, Auto Scaling, etc.
Connect with Us
Make yourself updated with Cakap & Cakap Squad activities by follow our social media at:
Instagram: @lifeatcakap @cakapcom
Twitter : @cakapcom
Tiktok : @cakapcom
LinkedIn: linkedin.com/company/cakap",None
DevOps Engineer,PT Akseleran Keuangan Inklusif Indonesia,"Central Jakarta, Jakarta",None,Full time,"Responsibilities
Manage SAAS platform infrastructure in GCP
Define CI/CD architecture and pipeline
Building and setting up new development tools and infrastructure
Be a SME for infrastructure, release processes and cloud technologies.
Working on ways to automate and improve development and release processes
Ensuring that systems are safe and secure against cybersecurity threats
Managing infrastructure upgrades
Configuration and management of alerts and monitoring
Working with software developers and software engineers to ensure that development follows established processes and works as intended
Planning out projects and being involved in project management decisions.
 Requirements
Engineering graduate or postgraduate from a reputed university.
More than 2 years of experience as a DevOps Engineer or similar software engineering role.
Proficient with git and git workflows, and cloud technologies (preferably GCP).
Have experience of configuring and setup continuous integration service
Skill sets: Kubernetes, Python, Docker, SQL, Git, OOP
Good knowledge of Python or scripting languages.
Have good knowledge of networking
Working knowledge of databases and SQL.
Excellent problem-solving and troubleshooting skills
Collaborative team spirit.
Good communication and interpersonal skill",None
DevOps Engineer,PT Bimasakti Multi Sinergi,"Sidoarjo, East Java",Rp 4.000.000 – Rp 5.000.000 per month,Full time,"Requirements:
Able to code (Golang is best, NodeJS, Python, Java, or Laravel)
Having an experience of Cloud Providers (AWS, Ali, Azure, or GCP is a plus)
Having an experience of orchestration tools (Openshift, Swarm, or K8s is a plus)
Familiar with CI/CD tools & scenario (Gitlab, Github Action, Jenkins, etc)
Having a good network skills (firewall, IP table, subnet, etc)
OSI Layer knowledge is a must
Experience with Linux environment as a daily driver
SQL & NoSQL knowledge is a plus
Good communication skills within Developer Teams
Good understanding of service mesh (http, tcp, udp, gRPC, socket, etc)
Good understanding to trace and troubleshoot a service outage


Job Desc :
Monitor, operate, plan, deploy, and release an apps
Maintain monitoring & logging stack
Maintain cloud infrastructure
Intensely communicate with external teams (Ops, Dev, DBA, etc)
Monitor production infrastructure
Trace & troubleshoot a service outage
Build a production infrastructure",None
DevOps Engineer,PT Kaldu Sari Nabati Indonesia,"Kebayoran Lama, Jakarta",None,Full time,"Nabati Group adalah sebuah kelompok usaha yang berfokus pada sektor Fast Moving Consumer Goods (FMCG), dengan penekanan khusus pada produk makanan dan minuman ringan. Sejak didirikan pada tahun 2002, perusahaan ini memulai perjalanan bisnisnya di skala industri rumah tangga, menawarkan berbagai makanan ringan yang telah mendapatkan perhatian luas dari masyarakat. Seiring berjalannya waktu, Nabati Group berhasil melakukan inovasi dan pengembangan yang signifikan, yang memungkinkan perusahaan ini untuk bertransformasi menjadi salah satu pemain utama di industri FMCG di Indonesia. Dengan komitmen yang tinggi terhadap kualitas dan keunggulan, Nabati Group terus mengembangkan portofolio produk yang beragam dan menarik. Fokus pada riset dan pengembangan menjadi salah satu pilar utama dalam strategi bisnis perusahaan. Tim profesional yang berdedikasi di Nabati Group bekerja keras untuk menghadirkan produk-produk baru yang tidak hanya memenuhi selera konsumen, tetapi juga sesuai dengan tren dan kebutuhan pasar yang terus berubah. Nabati Group memiliki sejumlah unit bisnis dan mitra strategis yang memperkuat posisinya dalam industri FMCG. Beberapa unit utama di bawah naungan Nabati Group meliputi PT Kaldu Sari Nabati Indonesia, yang dikenal dengan produk makanan ringan berkualitas tinggi; Richeese Kuliner Indonesia, yang menawarkan berbagai hidangan lezat; PT Pinus Merah Abadi, yang mengkhususkan diri dalam produk makanan; Nutribev Sinergy Indonesia, yang fokus pada minuman sehat; Kieber, yang menghadirkan produk makanan kreatif; dan eDOT, yang berfokus pada solusi digital dalam pemasaran produk.",None
DevOps,PT XL Axiata Tbk,"Kebayoran Lama, Jakarta",None,Contract/Temp,"Responsible for creating and maintaining automated deployment pipelines, optimizing the performance of our systems, and ensuring the stability and security of our digital infrastructure. 
Job Accountabilities:
Design, implement, and maintain robust DevOps practices to enhance the efficiency and reliability of our digital services. 
Collaborate with cross-functional teams to automate deployment processes and reduce manual interventions. 
Monitor system performance, troubleshoot issues, and proactively manage system health. 
Implement and manage configuration management tools and version control systems. 
Stay updated on industry best practices and emerging technologies to continually improve our DevOps processes. 
Participate in incident response and resolution to maintain high availability and security standards. 
Responsible for understanding, implementing the requirements of the occupational safety and health management system and environmental management system in accordance with their respective duties and functions.",None
Backend DevOps Engineer,D.V.I Solutions (S) Pte Ltd,Jakarta,None,Full time,"Company Summary:
Since 2002, DVI Solutions has been a leading provider of audio-visual setups to help our clients communicate and collaborate better--whether it's with colleagues across the office, or partners on the other side of the world. We have presence across Singapore, Thailand, Shanghai, Hong Kong, Philippines, Vietnam, India, Malaysia and Indonesia. Our satisfied clients include corporations, government agencies, schools, retail stores, hotels and many more.
 Job Summary:
The Backend DevOps Engineer takes charge of handling APIs, system integrations, backend logic, managing databases, ensure that backend components integrate well with the frontend, cloud provisioning, deployments, and CI/CD processes. He/she will work closely with the Technology Lead to ensure that backend cloud functions/services, databases, and modules in the technology stack are aligned for deployment. The Backend DevOps Engineer is also responsible for optimizing cloud costs, implementing redundancies and fail-safes for emergency scenarios, and monitoring cloud service performance to address any issues within DVI’s scope under the Shared Responsibility Model.
 Key Responsibilities:
Setup integrations with 3rd party systems (i.e. via APIs, Webhooks, MQTT, OT/IT Integrations etc)
Development and deployment of code for on-premise servers to communicate with on-premise building systems (i.e. BMS, HVAC, Lighting, energy etc) 
Setup the database, schema and processing logic on Azure cloud or local on-premise servers
Derive Azure cloud costing for Athena Analytics deployments (i.e. cloud services/functions/database etc)
Implementing and managing CI tools like Jenkins, GitLab CI, or Travis CI to automate the integration of code changes.
Automating the deployment of applications using tools like Kubernetes, Docker, and Ansible.
Manage Cloud Infrastructure: Build and oversee infrastructure, ensuring robust, scalable solutions are aligned with the development team’s priorities. 
Utilise Infrastructure as Code: Employ tools like Terraform to manage infrastructure efficiently and repeatably, allowing you to own your projects and results. 
Create Modular System Architecture: Develop reusable components that allow for quick but controlled engineering advancements, reflecting a commitment to continuous improvement and innovation.
Optimise Costs and Resources: Implement practices to manage budget and resources efficiently
Implementing Backup Solutions: Design and implement disaster recovery solutions. 
Ensuring High Availability: Implement strategies for service availability and reliability.
Performance Monitoring: Use tools like CloudWatch, Azure Monitor, or Stackdriver to track and report on cloud service performance. 
Address and resolve server performance issues
Additional software development or review work based on business exigencies.
 Skills We Seek:
At least 4 years of related experience
Experience in BMS or IT/OT integration and related protocols such as BACnet, Modbus, OPC, and MQTT 
Experience in database deployment (relational and non-relational); Azure cloud deployment; REST API integrations; Web-hook integrations; .NET development; Redis deployment
Experience in Cloud computing (Azure(preferable)/AWS) and managing containerised services, IoT, Data Analytics, Web development
CI/CD- Azure pipeline, SonarQube
Experience in Junit/JMeter/Jest testing
Expertise in Terraform and scalable infrastructure development. 
Proficient in Linux and strong command-line skills. 
Knowledge in orchestration, compliance, and CI/CD practices. 
Experience in modular system design and cost management. 
Effective collaboration skills with other team members 
GPU management experience for ML applications is desirable.
  DVI Solutions is an Equal Opportunity Employer. Qualified applicants are considered for employment without regard to age, race, color, religion, national origin, sexual orientation, disability, or veteran status 
 ",None
DevOps Engineer,PT Infinitium Solutions,"Central Jakarta, Jakarta",None,Full time,"Job Responsibility:
 This is an innovative team with no hard coded responsibilities, at times we will be heavily engineering focused and other times we will be diving into administration and configuration of tools or researching and prototyping depending on the problem we will pick to solve.
As a DevOps engineer in the Digital transformation team, will working on building and manage end to end enterprise DevOps solutions, integrations, prototypes and research.
As a DevOps engineers with an innovative and problem-solving mindset.

Requirements:
 Diploma and higher
Minimum 2 years in a software development environment, using any programming language.
Must be passionate to solve complex and dynamic problems, finding possibilities instead of showstoppers.
Candidates who have more than 5 years of working experience will be considered as a Senior
Must be familiar with contemporary technologies and practices.
Experience with CI/CD pipelines and tools like (Jenkins, Bamboo, CircleCI)
Experience using Agile collaboration tools (JIRA, Confluence.)
Generally experienced with Software development methodologies using any platforms/programming languages.
Exposure with Cloud technologies (AWS, Azure) will be nice to have but not mandatory.
Understanding of fundamental design principles behind building a scalable application will be nice to have but not a strict requirement.
Interest in Machine Learning & MLOps would be an added advantage.
Spoken English (Must Be)
Location work at Central Jarta Nearby Sudirman station
 ",None
DevOps Engineer,PT Aneka Bintang Gading,"Tangerang, Banten",None,Full time,"Job Description : 

- Create and manage automated systems that help speed up the software development and deployment process. - - Monitors the systems to ensure everything is running smoothly.
- Design, implement, and maintain Continuous Integration and Continuous Delivery (CI/CD) pipelines.
- Automate the testing, building, and deployment of applications across multiple environments.
- Create and manage infrastructure using IaC tools (e.g., Terraform, CloudFormation) and ensure scalable, secure, and durable infrastructure.
- Develop automation scripts for system provisioning, configuration management, and deployment and continuously look for opportunities to optimize and automate repetitive tasks.
- Respond to system alerts, troubleshoot issues, and implement preventative measures.
- Work closely with development and operations teams to ensure smooth application delivery and deployment.
Implement security best practices throughout the development and deployment lifecycle.


Qualifications:

- Bachelor's degree in Computer Science, Information Technology, or related field. minimum 1 year experience in the same field.
- Proficiency in Linux/Unix, cloud platforms (AWS, Azure, GCP), containerization (Docker, Kubernetes), CI/CD tools (Jenkins, GitLab CI), scripting languages (Python, Bash, etc.), and IaC tools (Terraform, CloudFormation).
- Ability to use automation and scripting tools to speed up work
- Ability to troubleshoot and resolve complex technical issues quickly and efficiently.
- Strong experience with automation tools for configuration management and deployment.",None
DevOps,PT Daily Dinamika Kreasi,Jakarta,None,Full time,"Job Descriptions:
1. Ensure site reliabilities of production and supporting systems
2. Responsible for servers and applications' daily security inspection,
monitoring system
3. Implement technical solutions for product and engineering teams to
mitigate security and compliance-related findings
4. Perform routine maintenance on the server to ensure the continuous
and normal operation of system services without major accidents
5. Continuously provide server or network architecture optimization,
parameter configuration, system testing, and system monitoring
6. Execute server environmental management and automated operation
and maintenance work, and compile various processing script programs
7. Set and maintain the best practice of microservices architecture8. Ensure deployment process best practices using CI/CD automation
and support the development team during deployment
9. Maintain cloud system environments
 Requirements:
1. Have 1 years or more related experience in cloud operation and maintenance
2. Familiar with Linux operating system and network construction, setup and maintenance of server groups,
network security monitoring, system performance management and debugging,
network performance management
3. Must have at least 1 security system certificates
4. Must have at least 1 vulnerability report certificates from companies
that have been acknowledged for their reporting
5. Familiar with container technology, familiar with docker operation commands, and dockerfile, and understand the basic operation of Kubernetes 
6.Familiar with common web system architecture, skilled in configuration, management, and optimization. S uch as Nginx, etc
7. Familiar with the popular website architecture of the Internet or the large-scale application system
8. Experienced with multiple cloud providers such as Alicloud, GCP, AWS, Azure
Experienced with microservice architecture development is a must
9. Able to architecting application infrastructure requirement
10. Fast learner and passionate about new DevOps technology",None
Middle Infrastructure & Cloud Engineer,PT AQ Business Consulting Indonesia,Yogyakarta Special Region,None,Full time,"Requirements:
3+ years of application deployment and operations experience on cloud platforms (AWS, GCP, Azure, etc.)
Experience creating and maintaining CI/CD pipelines
Experience with monitoring tools (Prometheus, Grafana, ELK Stack, etc.)
Working experience with container technologies such as Docker, Kubernetes, etc.
Experience with scripting languages such as Python, Bash, etc.
Experience with infrastructure code (Terraform, CloudFormation, Ansible, etc.)
Advanced troubleshooting skills and problem solving abilities
Communication skills to work collaboratively with team members
Project management skills(optional)
Documentation skills
Experience in customer proposal/pre-sale
Experience with AI, ML and data lake implementation(optional)
Experience in handling cases in English or Japanese",None
