Job Title,Company Name,Location,Salary,Job Type,Job Description
"PHP Programmer
- job post",ALPHA PHILINDO SOLUTION INC.,Jakarta,"Rp. 10,000,000 - Rp. 12,000,000 a month",None,"JOB REQUIREMENTS:
Bachelor's/College Degree in Computer Science/Information Technology or equivalent
Required language(s): Bahasa Indonesia, English 2+ years of experience in production-grade web and mobile app development
Fully understand PHP, especially Laravel and Codeigniter Framework
Able to work in a fast-paced environment with attention to detail and problem-solving skillsAt least 2 years of working experience as PHP Developer
Able to be Standby 24 hrs./Can contact anytime.
JOB DESCRIPTION:
Proven experience building multi-tier web applications
Experienced in any Framework (eg: PHP, Laravel, Symfony or Slim) is an essential
Develop new applications and maintain existing applications for extended web properties
Experience with complex SQL queries (MySQL/PostgreSQL) and noSQL (mongoDB), and database design is a plus
Experience building and consuming REST APIs for both mobile and web consumption
Have experience with Git and Github
Familiar with SASS/LESS, Hybrid App, Socket.io, and any kind of third party tools/platforms is a plus
Knowledge of other technologies such as Golang, Python, is a plus
Experience in Amazon Web Services (EC2, S3, CloudFront) is an added advantage
Knowledge in MVC web application architecture is an added advantage
At least 2 years of working experience in the related field is required for this position
Preferably 2-4 years of experienced employee specialized in IT/Computer Software or equivalent
Able to work in a fast-paced environment with attention to detail and problem-solving skills
Must be willing to relocate abroad.
Willing to work Outside indonesia.
Job Type: Full-time"
"Web Programmer
- job post",CyberLabs,Jakarta,None,None,"Memiliki wawasan luas terhadap SQL, Web Service, JSON
Ahli dalam PHP, HTML, JavaScript, jQuery, CSS
Mampu menggunakan framework Laravel and Modular Extension
Menguasai algoritma Business Processes, ERD atau UseCase diagram
Cepat memahami dalam analisa/debugging/troubleshooting
Memahami webserver dan aplikasi network linux
Dapat bekerja sama dengan baik
Mau menerima setiap tantangan baru
Minimal pengalaman 1 tahun"
"WEB PROGRAMMER
- job post",Andalabs,Jakarta,None,None,"Are you: young at heart, eager to learn, able to self-motivate and excited to compete within your field?
Then you are the one that we need, so, do not hesitate to send your CV to: info@andalabs.com
We are waiting for you to inspire us in our work environment.

Web Developer (Job Code = WP)

Qualification:
Male/Female < = 28 years
Hold a minimum of S1 or D3 degree from related major
Excellent Communication skill
Strong personality, Hardworker, self motivation, able to work independent or in team
Skill Requirement
Strong knowledge in PHP and MySQL
Strong knowledge in Javascript
Strong knowledge in WEB 2.0

So, if you are qualified and you are a highly motivated person with strong communication skills, who enjoys working in a team, and you posses a proactive attitude towards improving artistic skills, production workflow and project development, send your ""soft copy"" application, CV, and related."
"Software Development Engineer / Programmer
- job post",PT Stimulink,Jakarta,None,None,"Skills
Required:
Bachelor degree in Computer Science or equivalent, preferably from a reputable university (with min GPA 2.5)
Profound knowledge about OOP, Design Pattern and Software Design
Profound knowledge and experience in at least one modern object oriented programming language (C#,Java)
Good knowledge and strong hands-on experience in using Spring and Hibernate
Good knowledge about Unit Testing and Test Driven Development (TDD)
Good troubleshooting and problem solving skills
Preferred:
Experience in a high paced agile development environment
Familiarity with Git, Gradle, Maven, application servers, Linux administration (Ubuntu/CentOS)."
"PROGRAMMER
- job post",PT SWAKARYA INSAN MANDIRI (SIM),Jakarta,None,None,"Kualifikasi :
Pendidikan Min. D3 jurusan sistem informasi, ilmu komputer , teknik informasi
Memiliki pengalaman 1-2 tahun
Memahami bahasa pemrogramman, dan kemampuan troubleshooting sesuai dengan lingkup kerja perusahaan
Jobdesk :
Membuat aplikasi baru sesuai dengan framework dan spesifikasi yang ditentukan, menyusun portofolio IT internal Support, Menyusun kinerja dan kapasitas infrastruktur IT internal Support, Menyusun pengelolaan ICT security
Jenis Pekerjaan: Kontrak"
"Front-end Developer
- job post",Nukegraphic,Jakarta,None,None,"We're looking for a candidate for our next Front-end Developer. Are you the one?
Job Description:
Working together in web development life cycles with clients, designers, web programmers, and the rest of development teams to convert approved design to HTML + CSS + jQuery to meet global standard of website structures and mobile friendly (responsive design).
Ideally you are:
Passionate in web/mobile technology updates and trends
Able to work under pressure and as a team player
Able to meet tight deadlines if needed
Highly creative
Eager to learn
A logical thinker
Discliplined
Have a minimum of 1-2 years of experience in Web Programming and Development
Your Toolkit:
HTML
CSS/Less
jQuery
Requirements:
Have a fully out of head knowledge about responsive web design
Fresh graduates are welcome
Writes code with a proper structure
Well structured in logical thinking
Acts proactively with initiative
Sensible analytical processing abilities
Detail oriented
Good taste in web design aesthetics
Principled work ethic and attitude
Maximum 30 years old"
"Programmer Arduino
- job post",Qtera Mandiri,Jakarta,None,None,"Deskripsi pekerjaan:
Membuat rangkaian modul, sensor Arduino serta programnya
Membuat integrasi antara modul Arduino dengan sistem aplikasi
Syarat dan informasi lain:
Mempunyai wawasan tentang IoT dan penerapannya di dunia industri
Memahami rangkaian dan PCB
Berpengalaman dalam merangkai dan mengoperasikan modul Arduino beserta sensornya
Menguasai pemrograman Python
Memiliki kemampuan belajar cepat secara mandiri
Mempunyai pemahaman logika dan pemecahan masalah yang baik

Tertarik untuk join ? Ayo kirimkan segera surat lamaran, CV, Transkrip Nilai, Ijazah dan Pasphoto terbaru Anda ke email career@qtera.co.id."
"Web Programmer / FullStack (PHP, JS)
- job post",PT. Rajawali Konsulindo,Jakarta,None,None,"Lowongan FULL STACK DEVELOPER
Perusahaan kami membangun dan mengembangkan aplikasi berbasis Web. Kami membutuhkan IT Programer yang kreatif, aktif dalam perkembangan digital, profesional, dan siap menghadapi tantangan untuk bergabung dengan perusahaan kami.
Tugas / Tanggung Jawab
Membangun dan mengembangkan antarmuka pengguna (UI) yang responsif dan interaktif.
Membuat modul dan fitur fungsional sesuai kebutuhan perusahaan.
Bekerja sama dengan tim desain dan backend untuk memastikan platform aplikasi sesuai dengan kebutuhan klien.
Kriteria
Memiliki pengalaman minimal 1 tahun sebagai Frontend Developer.
Memahami konsep pengembangan aplikasi menggunakan REST API.
Menguasai HTML, CSS, dan JavaScript.
Berpengalaman dengan Visual Studio Code.
Menguasai framework frontend seperti Bootstrap, Tailwind CSS, jQuery, Alpine.js, dan React atau Next.js.
Memiliki pengetahuan tentang prinsip desain UI/UX.
Mampu menggunakan alat version control seperti Git.
Memiliki pengetahuan dasar tentang Node.js dan Electron.js.
Familiar dengan framework backend seperti CodeIgniter 3/4.
Mampu bekerja dengan database MySQL.
Mampu bekerja baik secara individu maupun dalam tim.
Keahlian Non-Teknis (Soft Skills):
Kemampuan memecahkan masalah (problem-solving)
Kemampuan komunikasi dan kolaborasi yang baik
Kreativitas dan kemampuan berpikir analitis
Kemampuan belajar dan beradaptasi dengan cepat
Kemampuan bekerja secara mandiri dan juga dalam tim
Passion terhadap dunia web development
Bersedia bekerja pada hari Sabtu
Job Type:
Full-time
Experience:
Full Stack Development: 1 year (Required).
Professional IT project life cycle: 1 year (Preferred).
Bergabunglah dengan kami dan kembangkan karir Anda dalam dunia digital!
Job Type: Full-time
Application Question(s):
Are you willing to work on Saturday on a regular basis ?
Experience:
Professional IT project live cycle: 1 year (Preferred)
Frontend / Fullstack Development (PHP / JS): 1 year (Preferred)"
"Internship / Fresh graduates
- job post",Stucel,Jakarta,None,None,"Internship / Fresh graduate
Immerse yourself into real world digital marketing agency experience. Our doors are open for final year student or fresh graduates. We believe that we are not alone and that if we connect a few dots together, new possibilities emerge.
Job options:
Web Designer with UI/UX knowledge.
Graphic / Motion Graphic Designer for social media platforms.
Front-end Programmer.
Back-end Programmer.
SEO.
Interested? Tell us why we should choose you at: jobs@stucel.com"
"Fullstack Developer Bootcamp
- job post",Lawencon International,Jakarta,None,None,"If You are looking for opportunity to enhance your skill in Web & Mobile Development, We invite you to join our IT Developer Bootcamp Program Requirements:
Candidate must possess at least Bachelor’s Degree in Computer Science/Information Technology or equivalent.
Minimum GPA is 3.00
1 years experience
Open for IT fresh graduates or Junior Programmer
Must have basic knowledge of Web Programming
Must have IT project experiences
Responsibilities:
Attend the full intensive IT Programming training for 4 months
Will be assigned as IT Developer
Involved in enterprise software development projects
Contract minimal 2 years"
