Month,Python_tiobe,Python_wiki,Python_gtrend,Python_tiobe_label,Python_wiki_label,Python_gtrend_label
2015-07,0.0676532769556025,0.0,0.0,low,low,low
2015-08,0.0576109936575053,0.0138141728099887,0.0117647058823529,low,low,low
2015-09,0.0359408033826638,0.0354320249717739,0.0470588235294117,low,low,low
2015-10,0.0808668076109936,0.028425317128246,0.0470588235294117,low,low,low
2015-11,0.0417547568710359,0.0351331606561732,0.0588235294117647,low,low,low
2015-12,0.0766384778012684,0.0258019525801952,0.0470588235294117,low,low,low
2016-01,0.0459830866807611,0.0401474397290296,0.0235294117647058,low,low,low
2016-02,0.0634249471458773,0.0232450023245002,0.0235294117647058,low,low,low
2016-03,0.0676532769556025,0.0423391113767682,0.0352941176470588,low,low,low
2016-04,0.0184989429175475,0.0323437603772331,0.0470588235294117,low,low,low
2016-05,0.0428118393234672,0.0259015740187288,0.0352941176470588,low,low,low
2016-06,0.0486257928118393,0.0238759381018795,0.0235294117647058,low,low,low
2016-07,0.0628964059196617,0.014677558610613,0.0235294117647058,low,low,low
2016-08,0.0750528541226216,0.0420734542073454,0.0235294117647058,low,low,low
2016-09,0.0697674418604651,0.0627947134223284,0.0588235294117647,low,medium,low
2016-10,0.0417547568710359,0.0607026632131234,0.0352941176470588,low,medium,low
2016-11,0.031183932346723,0.0618649133293484,0.0941176470588235,low,medium,low
2016-12,0.0665961945031712,0.0400146111443182,0.0705882352941176,low,low,low
2017-01,0.0253699788583509,0.0432357043235704,0.0941176470588235,low,low,low
2017-02,0.0560253699788583,0.044265125855084,0.0823529411764705,low,low,low
2017-03,0.0496828752642706,0.0692701069270106,0.0941176470588235,low,medium,low
2017-04,0.0253699788583509,0.0703327356047021,0.1411764705882353,low,medium,low
2017-05,0.0301268498942917,0.0674105067410506,0.1058823529411764,low,medium,low
2017-06,0.071353065539112,0.0295543600982931,0.0705882352941176,low,low,low
2017-07,0.0295983086680761,0.0452281330942418,0.0705882352941176,low,low,low
2017-08,0.0375264270613107,0.0716278143056385,0.0941176470588235,low,medium,low
2017-09,0.0,0.064986385070067,0.1411764705882353,low,medium,low
2017-10,0.0433403805496828,0.0880321445175001,0.1529411764705882,low,medium,low
2017-11,0.0792811839323467,0.0561864913329348,0.1529411764705882,low,medium,low
2017-12,0.0422832980972515,0.0418742113302782,0.1294117647058823,low,low,low
2018-01,0.0898520084566596,0.0512054194062562,0.1058823529411764,low,low,low
2018-02,0.1157505285412262,0.0363950322109317,0.1529411764705882,low,low,low
2018-03,0.1527484143763213,0.0677093710566514,0.1529411764705882,low,medium,low
2018-04,0.1490486257928118,0.0507073122135883,0.1529411764705882,low,low,low
2018-05,0.1168076109936575,0.0392508467822275,0.1411764705882353,low,low,low
2018-06,0.1469344608879492,0.0166367802351065,0.0705882352941176,low,low,low
2018-07,0.1786469344608879,0.0546921697549312,0.1176470588235294,low,medium,low
2018-08,0.2119450317124735,0.0610015275287241,0.1294117647058823,medium,medium,low
2018-09,0.2468287526427061,0.105764760576476,0.1764705882352941,medium,high,medium
2018-10,0.2209302325581395,0.1170219831307697,0.2941176470588235,medium,high,medium
2018-11,0.248414376321353,0.0841469084146908,0.2588235294117647,medium,medium,medium
2018-12,0.2854122621564482,0.0533306767616391,0.1529411764705882,medium,low,low
2019-01,0.2806553911205073,0.0760775718934714,0.188235294117647,medium,medium,medium
2019-02,0.242600422832981,0.0524672909610148,0.2235294117647059,medium,low,medium
2019-03,0.2790697674418604,0.089460051803148,0.3058823529411765,medium,medium,medium
2019-04,0.2743128964059196,0.0772066148635186,0.3176470588235294,medium,medium,medium
2019-05,0.2563424947145877,0.0801288437271701,0.3176470588235294,medium,medium,medium
