Month,Java,JavaScript,PHP,Python,SQL,C++,C
2015-07,0.7250000000000001,0.19158878504672897,0.5907692307692308,0.06765327695560254,0.8062015503875969,0.435569755058573,0.8871559633027523
2015-08,0.8382352941176471,0.177570093457944,0.5415384615384615,0.057610993657505306,0.8062015503875969,0.3397231096911608,0.7568807339449543
2015-09,0.8595588235294117,0.2616822429906542,0.4799999999999999,0.03594080338266386,0.8062015503875969,0.23748668796592123,0.8385321100917431
2015-10,0.8580882352941176,0.23831775700934582,0.48923076923076925,0.08086680761099366,0.8062015503875969,0.12779552715654954,0.8908256880733947
2015-11,0.9213235294117647,0.3224299065420562,0.7015384615384617,0.04175475687103595,0.8062015503875969,0.17571884984025563,0.9788990825688073
2015-12,0.9632352941176471,0.27102803738317754,0.56,0.07663847780126849,0.8062015503875969,0.14802981895633657,0.9155963302752295
2016-01,1.0,0.3691588785046729,0.5353846153846153,0.04598308668076111,0.8062015503875969,0.25133120340788073,0.8770642201834863
2016-02,0.9757352941176471,0.19626168224299076,0.5538461538461539,0.06342494714587738,0.8062015503875969,0.25133120340788073,0.8357798165137615
2016-03,0.9308823529411766,0.2570093457943926,0.5538461538461539,0.06765327695560254,0.8062015503875969,0.2310969116080937,0.744954128440367
2016-04,0.9544117647058825,0.3691588785046729,0.6215384615384617,0.018498942917547574,0.8062015503875969,0.14589989350372737,0.6816513761467891
2016-05,0.9625000000000001,0.2616822429906542,0.6215384615384617,0.042811839323467236,0.8062015503875969,0.22896698615548458,0.6183486238532111
2016-06,0.9500000000000001,0.3738317757009347,0.6953846153846153,0.048625792811839326,0.8062015503875969,0.17571884984025563,0.5412844036697249
2016-07,0.8772058823529413,0.4018691588785048,0.7076923076923076,0.06289640591966174,0.8062015503875969,0.18743343982960592,0.5284403669724771
2016-08,0.8191176470588237,0.4345794392523365,0.676923076923077,0.0750528541226216,0.8062015503875969,0.13312034078807242,0.4422018348623854
2016-09,0.7625,0.5373831775700936,0.5784615384615385,0.06976744186046512,0.8062015503875969,0.22470713525026625,0.410091743119266
2016-10,0.8036764705882354,0.45327102803738323,0.5446153846153847,0.04175475687103595,0.8062015503875969,0.13312034078807242,0.3082568807339449
2016-11,0.8,0.4345794392523365,0.6646153846153846,0.03118393234672304,0.8062015503875969,0.09158679446219385,0.24954128440366966
2016-12,0.7345588235294118,0.5046728971962617,0.6,0.06659619450317127,0.8062015503875969,0.08413205537806176,0.2064220183486239
2017-01,0.6919117647058824,0.5000000000000001,0.48923076923076925,0.025369978858350954,0.8062015503875969,0.18636847710330137,0.26330275229357797
2017-02,0.6477941176470589,0.5093457943925235,0.6461538461538461,0.05602536997885836,0.8062015503875969,0.09371671991480296,0.17981651376146782
2017-03,0.6257352941176471,0.4158878504672897,0.6276923076923077,0.049682875264270614,0.8062015503875969,0.06709265175718848,0.11559633027522935
2017-04,0.5661764705882354,0.5000000000000001,0.7415384615384616,0.025369978858350954,0.8062015503875969,0.0,0.04495412844036692
2017-05,0.49779411764705894,0.602803738317757,0.5292307692307692,0.03012684989429175,0.8062015503875969,0.021299254526091604,0.04770642201834859
2017-06,0.48676470588235304,0.5794392523364487,0.5538461538461539,0.07135306553911207,0.8062015503875969,0.12460063897763576,0.0339449541284403
2017-07,0.4338235294117647,0.3878504672897196,0.6523076923076924,0.029598308668076116,0.8062015503875969,0.10969116080937169,0.07706422018348623
2017-08,0.37426470588235305,0.14953271028037388,0.4061538461538462,0.037526427061310784,0.8062015503875969,0.10649627263045792,0.0
2017-09,0.35441176470588237,0.11214953271028039,0.38153846153846155,0.0,0.8062015503875969,0.10756123535676249,0.0825688073394495
2017-10,0.33529411764705885,0.5747663551401869,0.56,0.04334038054968287,0.8062015503875969,0.04898828541001064,0.17339449541284394
2017-11,0.39411764705882363,0.5560747663551403,0.28615384615384615,0.07928118393234676,0.8062015503875969,0.08413205537806176,0.2577981651376146
2017-12,0.3970588235294118,0.3224299065420562,0.1907692307692308,0.04228329809725158,0.8062015503875969,0.01810436634717784,0.3376146788990826
2018-01,0.46691176470588247,0.7897196261682244,0.4799999999999999,0.08985200845665961,0.8062015503875969,0.1118210862619808,0.4183486238532109
2018-02,0.523529411764706,0.6448598130841123,0.7538461538461539,0.11575052854122622,0.7441860465116279,0.12566560170394042,0.4935779816513761
2018-03,0.5198529411764706,1.0,0.9353846153846154,0.15274841437632136,1.0,0.2023429179978701,0.5761467889908257
2018-04,0.5816176470588236,0.7990654205607479,1.0,0.14904862579281183,0.9689922480620154,0.28434504792332266,0.6522935779816514
2018-05,0.6257352941176471,0.5327102803738318,0.723076923076923,0.11680761099365754,0.45736434108527135,0.33226837060702874,0.689908256880734
2018-06,0.5514705882352942,0.33644859813084116,0.5876923076923076,0.14693446088794926,0.7286821705426356,0.4036208732694356,0.7761467889908257
2018-07,0.6080882352941177,0.49065420560747675,0.5723076923076923,0.17864693446088797,0.7209302325581396,0.32694355697550587,0.7504587155963304
2018-08,0.6625,0.29439252336448607,0.6030769230769232,0.21194503171247359,0.7131782945736433,0.31096911608093714,0.7788990825688075
2018-09,0.7036764705882355,0.16355140186915884,0.5569230769230769,0.24682875264270615,0.5116279069767443,0.3024494142705005,0.8229357798165138
2018-10,0.7301470588235295,0.23364485981308405,0.56,0.22093023255813954,0.49612403100775204,0.3237486687965921,0.81651376146789
2018-11,0.6529411764705882,0.41121495327102814,0.4338461538461538,0.24841437632135305,0.34108527131782956,0.397231096911608,0.726605504587156
2018-12,0.5926470588235294,0.5981308411214954,0.4523076923076923,0.28541226215644827,0.6046511627906979,0.32055378061767836,0.7155963302752294
