Job Title,Company Name,Location,Salary,Job Type,Job Description,Date
Senior Software Engineer (Remote),Vouch SG Pte Ltd,Jakarta,None,Full time,"Who We Are
Vouch is an award-winning travel-tech company that offers customised digital solutions for streamlining hotel operations and enhancing guest experience. Running a hotel really shouldn’t be this hard, and we’re on a mission to simplify it with our intuitive products that make running a hotel fun again.
 Vouch is headquartered in Singapore, and we have a global team spanning Singapore, Indonesia, Vietnam, Thailand, South Korea, Malaysia.
 At Vouch, our work culture is driven by these core values:
Think Different. As a startup, we’re always facing uphill or impossible tasks. The only way we can not just survive, but thrive, is to think different. How can we make the impossible possible? What do we need to change in our assumptions or processes to change the game?
Aspire to be greater. It’s not about being smarter, but about continually getting better. At Vouch, we iterate quickly, learn fast, and find ways to outdo ourselves everyday.
You’ll never walk alone. As a team, we support and respect each other’s opinions. Our leaders will be in the trenches with you. We may not have all the answers, but we’ll work together to find out.
 About The Role
We're looking for a Full Stack Software Engineer to join the team at Vouch. You will be responsible for:
Design, develop and test solutions for complex business applications
Deploy solutions into production and lower environments
Operate and support solutions in production
Apply automation to reduce manual effort and improve productivity
Define and monitor system metrics and do the necessary to achieve desired outcomes
Document system design and interface specifications for clearer communications within the team and with external parties
Improve software quality and engineering processes using engineering practices such as code review, code linters, and automated testing
Collaborate with other team members and stakeholders to ensure successful project delivery
 Who We Are Looking For
At least 5 years experience with Javascript web development and familiarity with programming languages: Typescript, Redux/RDX, CSS & Vanilla JavaScript
Active contribution to open source projects will be a big plus and highly preferred.
Excellent knowledge of how progressive web applications work including security, session management, and best development practices
Experience working within Agile teams supported by CI/CD pipelines.
Responsive methodologies.
Browser-compatibility knowledge.
Experience with REST APIs.
Experience in developing and maintaining modern distributed micro services-based software.
Ability to effectively articulate technical challenges and solutions.
Ability to collaborate with high-performing teams and individuals.
Strong communication skills to breakdown and articulate highly technical concepts to non-technical audiences
Customer-focused mindset, taking pride in creating an informative data-driven journey.
Experience with all phases of the development life cycle.
Ability to understand requirements and translate them into efficient code.
Advanced knowledge of application, data and infrastructure architecture disciplines.
 If you're looking for a chance to make a dent in a whole new industry, are extraordinary and willing to participate and learn in a fast-growing startup, we're looking for you!",None
Full Stack Java Software Developer,PT Hyundai Autoever Indonesia,"South Jakarta, Jakarta",None,Full time,"Job Description:
We are seeking a talented and experienced Software Developer to join our dynamic team. The ideal candidate should have a minimum of 5 years of professional experience in software development, with a strong proficiency in Java programming language. The Software Developer will play a key role in designing, developing, and maintaining high-performance software solutions.
Responsibilities:
Write clean, efficient, and maintainable code, adhering to coding standards and best practices.
Implement and optimize algorithms and data structures to meet performance and scalability requirements.
Troubleshoot, debug, and resolve software defects and issues in a timely manner.
Participate in code reviews to ensure code quality and provide constructive feedback to team members.
Work closely with product managers and other stakeholders to refine and clarify software requirements.
Stay up-to-date with industry trends and advancements to continuously improve technical skills and knowledge.
 Requirements:
Bachelor's degree in Computer Science, Software Engineering, or a related field (or equivalent experience).
Minimum of 5 years of professional experience as a Software Developer.
Proficiency in Java Programming Language, with a strong understanding of its ecosystem and features.
Solid understanding of common data structures, algorithms, and concurrent programming.
Strong problem-solving skills and the ability to analyze and optimize code for performance.
Excellent communication and collaboration skills to work effectively within a team environment.
Good communication in English both oral and written
 Preferred Qualifications:
Familiarity with additional programming languages and technologies like ReactJS & TypeScript.
Familiarity in relational databases (MySQL is preferred) and ORM technology (JPA is preferred).
Knowledge of software design patterns and best practices.
Previous experience in developing scalable and distributed systems.
Knowledge of distributed architecture and familiarity with orchestrators such as Kubernetes (K8S) is a plus.
Familiarity with version control systems, build tools, and continuous integration.
Experience working with middleware components, such as Redis and Kafka is preferred.
If you meet these requirements and are passionate about building world class software solutions, we encourage you to apply and join our innovative team.
 ",None
Software Developer,Private Advertiser,"West Jakarta, Jakarta",Rp 8.000.000 – Rp 10.000.000 per month,Full time,"SKILL :
Node JS (Intermediate)
Chrome Developer Tools (Intermediate)
Having Linux knowledge (Beginner)
 JOB DESCRIPTION :
Development
Bug Fixing
Technical Support
 SPECIAL REQUIREMENT (NON-TECHNICAL) :
Active Personality
Willing to work with minimum guidance",None
Senior Backend Software Developer,PLUVIA PTE. LTD.,"South Jakarta, Jakarta",None,Full time,"Position: Senior Backend Software Developer
We are looking for YOU, a Senior Backend Software Developer that can help us plan, build, and maintain server-side operations for Pluvia.
You will be part of a growing team providing unique and state of the art prediction services using Machine Learning for weather and flood forecasts to various clients as well being involved in software related projects. These clients include, but not limited to, big clients in SE Asia providing transport and distribution services as well as other private clients and governmental organizations. We are a growing company and are looking for dedicated people that help us grow with their skills and know-how. 
You will be based in Jakarta, where we are growing a team that will be responsible for development, deployment, maintenance, and daily operations of such services and projects, leveraging what our data scientists and domain experts create into commercial services and products.
You will report directly to Pluvia’s Head of Engineering/Chief Software Architect, having a local Team Lead in Jakarta as a daily functional reference
At Pluvia:
Pluvia, the world leader in tropical rain forecasting, offers game-changing hyperlocal rain forecasts with unprecedented accuracy. Pluvia integrates data from multiple sources into our Meteorology Algorithm to produce best-in-class rain forecasts, down to a 100m grid. We turn forecasts into actionable insights.
We are a company with multiple nationalities where we excel for a good interaction and cultural exchange among all.
About you:
To possess a degree in Computer Science or related area
Be fluent in English, both spoken and written as we are a multi nationality company. Your daily functional reference (Local Team Lead in Jakarta) can be in Bahasa.
Ability and flexibility to travel in SE Asia when required (mainly Singapore where Pluvia has its HQ)
Be a good team player and mentor to other team members on a daily basis but mostly when it’s of utmost importance.
Be a pro-active person that can anticipate challenges but can also react when new challenges arise.
Be a person with a positive attitude and a “Can Do” mentality.
Be a person that like to take new challenges
 We expect you to master the following tech skills:
In-depth understanding of the Software Development Life Cycle (SDLC) 
Strong proficiency in Python 
Expertise in SQL databases, particularly Postgres 
Solid understanding of Clean Code Architecture 
Experienced in Microservices architecture. 
Knowledgeable in Unit Testing and Test-Driven Development (TDD) 
Strong understanding of RESTful APIs 
Experience with containerization technologies 
Proficient in Azure ecosystem including Blob Storage, Database for PostgreSQL, Logic Apps, Container Instances
Experience with agile methodologies mainly with SCRUM
Experience with source control using Git, encompassing branching strategy, pull request workflows, and version control and CI/CD pipelines using Azure DevOps
Any of the following skills will be a plus:
Be proficient in .Net
Be familiar with both Windows and Linux environments.
Experience with Messaging Services 
Knowledge of cache management 
Familiar with security, authorization and authentication flows and technologies
Familiarity with Azure Kubernetes Service or any other service that can scale up with heavy loaded parallel calculations
Knowledge about GIS and spatial data manipulation and processing
Familiar with modelling software in the water domain
We offer you:
A growing company providing state-of-art set of services and offerings.
A competitive salary after qualifications
Vacation days according to seniority
Other competitive benefits.
Flexibility in your daily work according to Pluvia’s internal regulations
A people minded company that wants you to grow as the company grows.
Location: South Jakarta
Job type: Full time, on site
How to apply:
Please include your CV and an introduction letter where you let us know what you see in this position and what motivates you to seek it. Please also mention the expected salary.",None
Software Engineer (JAVA),PT Infinitium Solutions,"Central Jakarta, Jakarta",None,Full time,"Participates in every aspect of development and implementation of project deliverables.
Perform testing, troubleshooting, and bug fixing, as necessary.
Training, mentoring, and sharing knowledge with peers and juniors
Perform good development practices and software development life cycle methodologies throughout development.
 Requirements:
Diploma or Degree in Information Technology or equivalent.
Minimum 2 years of working experience in JAVA. Candidates who have 5 years or above experiences would be considered for senior position.
Experience with Spring, Hibernate, MVC, or other related frameworks.
Experience with JSON Restful Web Services or other web services.
HTML, JavaScript, JQuery, and related frontend development experience.
Good knowledge in SQL with experience in DBMS such as SQL Server or Oracle DB.
Preferably with Experience in DevOps and continuous integration/delivery and build environment such as SVN/GIT, Jenkins, Sonar, Maven.
Experience in Agile software development and tools such as Jira.
Good communication in English (Must Be)
Location Work Central Jakarta Nearby Sudirman Station
 ",None
IT PROGRAMMER / DEVELOPER (Odoo Developer),PT Haeng Nam Sejahtera Indonesia,"Bogor, West Java",None,Full time,"Requirements 
Bachelor's degree preferably in Computer Science, Information Systems, or Engineering, but any other field is welcomed.
Minimum of 2 years of experience in Odoo development.
Strong knowledge of Odoo, Python, ORM, SQL, JS, CSS, and programming concepts.
Attention to detail and problem-solving skills.
Integration and Unit Testing Knowledge.
Interest in enterprise application development.
Strong organizational skills with the ability to multi-task.
Responsibilities
Develop and Improve Odoo apps.
Maintaining existing modules.
Complete and clear documentation for any task/work done.
Delivering and producing the detailed design of Odoo Code & Unit test plans.
Cooperate with internal and external parties to complete the development tasks.
Troubleshooting and Debugging of code-related issues.
Focus mainly on various ODOO solutions development and support.",None
.Net Developer (Onsite Yogya),PT. Amalura Multi Dimensi,"Yogyakarta, Yogyakarta Special Region",None,Contract/Temp,"Minimum bachelor’s degree from reputable university
More than 3 year’s experiences in software development using Microsoft Technology (.Net, C#, VB6, Ms SQL)
Must have experience in Visual Studio
Currently not studying
Have experience in documentation, make diagram, SIT UAT, Penetration test, etc
Able to write SQL statements (Queries, DML, DDL)
Good RDBMS concept
Have knowledge to the integration with API
Good knowledge of version control systems such as Git
Good problem-solving skills and debugging skills
Good communication, interpersonal skills and presentation skill
Willing to work on 6-12 months contract
Willing to work onsite from Client Office at Pulomas, Jakarta Timur or Sleman, Yogyakarta.",None
Software Developer - Jakarta - WFO,PT. PERSOLKELLY Recruitment Indonesia,Jakarta,"Rp 8,000,000 – Rp 12,000,000 per month",Contract/Temp,"Berpengalaman dengan SQL Server Services,  SQL Server Database, dan/atau Oracle Database, PL/SQL;
Memiliki pengalaman kerja dalam pemrograman web aplikasi dan bahasa query namun tidak terbatas pada ASP.NET, XML dan bahasa pembuatan skrip lain yang relevan (Javascript / PHP / Python / VB Script / Query / JSON), AJAX dan VBA Macro;
Memiliki kemampuan dalam Front End / Back End.",None
ERP Software Developer,Private Advertiser,Jakarta,None,Full time,"Responsibilities:
• Coordinating with development teams to determine application requirements.
• Writing scalable code using Odoo Framework
• Testing and debugging applications.
• Analyze, design and optimize database structure.
• Developing back-end components.
• Integrating user-facing elements using server-side logic.
• Assessing and prioritizing client feature requests.
• Integrating data storage solutions.
• Coordinating with front-end developers.
• Reprogramming existing databases to improve functionality.

Qualification:
• Bachelor in Computer Science
• Experienced in Odoo framework development
• Able to integrate multiple data sources and databases into one system
• Understanding of fundamental design principles behind a scalable application
• Understanding of the threading limitations of Python and multi-process architecture
• Interest in enterprise applications development

Technical Work Environment:
• Framework: Odoo
• Programming languages: Python, Javascript, HTML, and CSS
• Database: Postgresql

Benefits:
• Competitive salary, based on result-oriented personal performance review
• Significant career growth opportunities, based on personal performance review every 6 months
• Project completion rewards, given for every project completed
• Work remotely, arrangement for Odoo developers can be on site or remote",None
Application Developer - Programmer .NET,FIBERSTAR (PT. Mega Akses Persada),"South Jakarta, Jakarta",None,Full time,"Responsibilities:
Designing, developing, modifying, testing, improving, looking for breakthroughs to making an evaluation of the software so it can function as expected from various departments.
Collect problems, provide and implement solutions from software or systems.
Recommend some system change construction, system maintenance, and system standardization.
Designing, coding, testing, debugging, documenting and supporting all types of applications consistent with established specifications and business requirements to deliver business value
Contribute to development team and help to achieve key business objectives
Build scalable and high-performance mobile applications and APIs

Requirements:
Minimum D3 / S1 Information Technology, System Information, or Computer Science with GPA minimal 2,75
Proven work experience minimal 3 years in software development field
Demonstrable portfolio of released apps
Preferably have handled HR systems
Experience in .Net Technologies, C#, MVC, Javascript, Angular/React SQL Server, Postgres, PHP
Experience developing against common API technologies including REST and SOAP
Developed and published apps, websites or other examples of solutions built
Able to work as a team and independently
Adapt in fast pace environment
Ability to learn new technologies independently and quickly",None
