Job Title,Company Name,Location,Salary,Job Type,Job Description,Date
Machine Learning,PT Caraka Komunika Indonesia,"South Jakarta, Jakarta",Rp 7.000.000 – Rp 10.000.000 per month,Full time,"Requirements :
Bachelor Degree in Computer Science or any related field.
2 years of experience in machine learning, software engineering, or DevOps.
Hands-on experience with machine learning frameworks(TensorFlow, PyTorch,etc).
Experience with cloud platforms (AWS, Azure, Google Cloud) and their ML services.
Familiar with containerization (Docker, Kubernetes).
Experience with model versioning and management tools (MLflow, DVC).
Knowledge of data privacy and security best practices.
Familiarity with Agile methodologies and practices.
 Responsibilities :
Design, build, and maintain machine learning infrastructure and pipelines for face recognition and computer vision products.
Automate the deployment and monitoring of machine learning models in production.
Collaborate with Data Scientists and Software Engineers to integrate ML models into applications.
Implement Cl/CD practices for machine learning projects.
Monitor model performance and accuracy, addressing issues as they arise.
Ensure data quality and consistency across various stages of ML pipeline.
Manage and optimize cloud based ML services and resources.
Develop and maintain documentation for MLOps processes and best practices.",None
DevOps Engineer,PT Infinitium Solutions,"Central Jakarta, Jakarta",None,Full time,"Job Responsibility:
 This is an innovative team with no hard coded responsibilities, at times we will be heavily engineering focused and other times we will be diving into administration and configuration of tools or researching and prototyping depending on the problem we will pick to solve.
As a DevOps engineer in the Digital transformation team, will working on building and manage end to end enterprise DevOps solutions, integrations, prototypes and research.
As a DevOps engineers with an innovative and problem-solving mindset.

Requirements:
 Diploma and higher
Minimum 2 years in a software development environment, using any programming language.
Must be passionate to solve complex and dynamic problems, finding possibilities instead of showstoppers.
Candidates who have more than 5 years of working experience will be considered as a Senior
Must be familiar with contemporary technologies and practices.
Experience with CI/CD pipelines and tools like (Jenkins, Bamboo, CircleCI)
Experience using Agile collaboration tools (JIRA, Confluence.)
Generally experienced with Software development methodologies using any platforms/programming languages.
Exposure with Cloud technologies (AWS, Azure) will be nice to have but not mandatory.
Understanding of fundamental design principles behind building a scalable application will be nice to have but not a strict requirement.
Interest in Machine Learning & MLOps would be an added advantage.
Spoken English (Must Be)
Location work at Central Jarta Nearby Sudirman station
 ",None
Senior Machine Learning Engineer,PT Ninety Nine Dotco,Jakarta,None,Full time,"About Us
99 Group is a leading real estate technology company that operates real estate portals across South East Asia, specializing in digital property advertising. Headquartered in Singapore, it is currently operational in Singapore and Indonesia and employs over 500 employees. In Singapore, 99 Group operates 99.co and SRX.com.sg, while in Indonesia, it operates 99.co/id and Rumah123. Our data science and ML team specializes in data science projects related to home price estimation, natural language processing, listings recommendation and image/object detection. We are passionate about leveraging cutting-edge machine learning and AI technologies to drive business insights and solve real-world problems. We are looking for a talented Senior Machine Learning Engineer to help us design, develop, and deploy scalable machine learning models and pipelines.
Join Us and Lead the Real Estate Revolution!
At 99 Group, we're on a mission to revolutionize the real estate industry by seamlessly integrating cutting-edge technology and innovation. If you're excited to be at the forefront of this transformation and are ready to tackle the industry's challenges head-on, we want you to be a part of our dynamic team. As a Machine Learning Engineer, you will be responsible for building and deploying machine learning models that solve complex problems in home price estimation, natural language processing, listings recommendation and image/object detection. You will collaborate closely with data science and engineering teams to ensure our models are not only accurate but also scalable and production-ready. Your work will directly impact our ability to make intelligent, data-driven decisions and provide real-time predictions to our users.
Your Role: Senior Machine Learning Engineer
What You'll Be Doing:
- Design, develop, and deploy machine learning models for real-time prediction, classification, and object detection tasks.
- Collaborate with data scientists to build, train, and optimize models using frameworks like TensorFlow, PyTorch, or Scikit-learn.
- Implement model serving pipelines for deployment in Kubernetes environments, using Docker and orchestration tools.
- Develop and maintain scalable machine learning APIs to serve predictions and integrate them with client applications.
- Automate data preprocessing, feature extraction, and model training pipelines using tools like Airflow, Kubeflow, or similar.
- Monitor the performance of deployed models and implement updates to maintain accuracy and efficiency over time.
- Work closely with DevOps to ensure smooth model integration into production environments.
- Conduct code reviews, write unit tests, and maintain high code quality and documentation.
- Stay updated with the latest research and advancements in machine learning and AI technologies.
What We're Looking For:
- 3+ years of experience in machine learning, model deployment, or a similar role.
- Programming Languages: Proficiency in Python, with experience in libraries like TensorFlow, PyTorch, and Scikit-learn.
- Data Handling: Strong knowledge of data processing frameworks (Pandas, Numpy) and experience working with large-scale datasets, both structured and unstructured.
- Model Deployment: Hands-on experience in deploying machine learning models in production using Docker and Kubernetes.
- API Development: Experience in building and deploying RESTful APIs for machine learning models.
- Cloud Platforms: Experience working with cloud platforms (AWS, GCP, or Azure) for model deployment and scaling.
- Version Control & CI/CD: Familiarity with Git and continuous integration/continuous deployment (CI/CD) pipelines.
- Bonus Experience with MLOps tools like Airflow, Argo, Kubeflow, or MLflow for workflow automation and monitoring.
- Experience in image recognition and object detection using CNNs, YOLO, or similar architectures.
- Familiarity with distributed systems and parallel processing (e.g., Spark, Dask).
- Knowledge of big data technologies such as Hadoop or Apache Kafka.
Are you ready to shape the future of real estate? Join us in this exciting journey of innovation, collaboration, and growth. Together, let's redefine what's possible in the world of real estate.
Make your mark at 99 Group. Apply now!",None
AI Engineer - SaaS (WFO from Bali),PT Michael Page Internasional Indonesia,"Denpasar, Bali",0,Full time,"Design, build, and optimize machine learning models to solve business challenges such as recommendation systems, anomaly detection, and automation features within the SaaS platform.
Integrate machine learning models into production, ensuring scalability, performance, and accuracy of AI-powered features.
Client Details
Our client is a multinational SaaS company based out of Denpasar, Bali.
Description
Design, build, and optimize machine learning models to solve business challenges such as recommendation systems, anomaly detection, and automation features within the SaaS platform.
Integrate machine learning models into production, ensuring scalability, performance, and accuracy of AI-powered features.
Work with large datasets to preprocess, clean, and prepare data for training and validation of machine learning models.
Partner with cross-functional teams (product, software engineering, data science) to align AI initiatives with the company's strategic goals and customer needs.
Stay up to date with the latest advancements in AI/ML technologies and frameworks. Explore new techniques and approaches to enhance product capabilities.
Document AI processes, model architectures, and workflows to ensure reproducibility and maintainability.
Profile
Bachelor's or Master's degree in Computer Science, AI, Machine Learning, Data Science, or a related field.
3+ years of experience in AI, machine learning, or data science roles, preferably in a SaaS environment.
Proficiency in Python and libraries such as TensorFlow, PyTorch, Scikit-learn, Keras.
Experience with cloud platforms (AWS, GCP, Azure) and deployment of AI/ML models in cloud environments.
Strong foundation in machine learning, deep learning, and NLP techniques.
Expertise in data structures, algorithms, and model optimization.
Experience with data processing frameworks such as Pandas, Spark, or Dask.
Job Offer
Opportunity to work integratively with global technology team
Pioneering AI practices in the company
To apply online please click the 'Apply' button below. For a confidential discussion about this role please contact Dyah Alya Gretiana on +62 21 2958 8817.",None
RnD Software Engineer,PT Formulatrix Indonesia,"Salatiga, Central Java",Rp 10.000.000 – Rp 15.000.000 per month,Full time,"Headquartered in Dubai, United Arab Emirates, FORMULATRIX is a fast-growing robotic automation equipment manufacturer and software solutions provider to leading pharmaceutical companies and academic research institutions including major Fortune 500 and Fortune 100 companies. The company has aggressively grown because of our industry-recognized patented technology and superior software delivery services.
 We are seeking hands-on, top-notch Software Engineers to join our development team, who can work with Object-Oriented Programming and have expertise in C# / C++/ Java to implement components of our software products and robotic control systems.
 Responsibilities:
Design, develop, and improve robotic systems software from the ground up.
Use research and development skills to create prototypes that solve challenging problems in areas such as scheduling and synchronization, machine vision, and machine control, among others.
Analyze challenges and propose options and timelines to get to their resolution.
Collaborate with a global team of peers in software engineering as well as those in the mechanical and electrical side to devise such solutions in a timely manner.
Deeply care for our customers by providing them with great support and intuitive applications that hide out all the complexities of the solutions.
Stay abreast of new technologies in your field and adopt as needed.
 Requirements:
Candidates must possess at least a Bachelor's Degree in Computer Science, Information Technology, Electronic Engineering, or equivalent professional experience in software development.
At least 1 year(s) of experience in software development, software delivery, and post-implementation.
Demonstrated good experience in any Object-Oriented Programming language (C#, C++, Java, Python, etc.).
Has familiarity with app development using PHP from previous projects is a plus.
Strong fundamentals in computer science: object-oriented, model-driven development, algorithms, and others.
Familiar with and used to best practices in programming.
Committed to writing good quality and high-performance code.
Demonstrate good logical thinking as well as attention to detail.
A passion to build great solutions and impress both colleagues and customers.
Possess a can-do attitude.
Proactive, highly motivated, and strong team player with a good ability to multi-task and re-prioritize as necessary.
Good communication skills in English both oral and written.
Applicants must be willing to work in Salatiga (Onsite).
 Why Join Us?
Work and learn directly with experienced engineers and product managers globally
Challenge yourself by learning cutting-edge new technologies every day
Create software and products that directly impact medicine discovery and life science research
Escape the heat and congestion of the large cities and enjoy nature, mountains, biking, and rafting with company outing trips organized for team-building activities
Opportunities for continued networking and professional development
Join a very stable, profitable company that has been manufacturing and engineering in Salatiga since 2006 with no layoffs and continuing to grow rapidly
Real flexible hours where if you are needed to work late hours, you can make up that time during the day. You also have the ability to shift your hours around to help meet your family’s needs (no crazy eCommerce schedules!)
Casual and relaxed atmosphere with plenty of outlets to reduce stress and tension including ping pong, billiards, team outings, professional development lunches, and more
Opportunities to travel to customer sites and offshore locations may be necessary as needed.
Chance to learn and explore more about Robotics, Machine Learning, Machine Vision, Artificial Intelligence, Web Technologies, Complex Systems, etc.",None
Junior Audio ML Engineer to Japan,Elite Tutors Indonesia,"South Jakarta, Jakarta",Rp 59.500.000 – Rp 89.116.000 per month,Full time,"The position is assigned for an IT corporation in Japan.
Recruitment agency in Japan is conducted by Indonesia Manpower Solution K. K.
Recruitment agency in Indonesia is conducted by Hatarakimasu Indonesia by PT. Elite Tutors Indonesia.
Work location is Tokyo in Japan.
The candidate is allowed to work in other company during the program until his/her departure to Japan.

Numbers of Recruited Talents: 2 Engineers

Steps in Indonesia
Step 1 Administrative selection in the platform (October 2024);
Step 2 Administrative selection based on document evidence (October 2024);
Step 3 Interview in English by the Hatarakimasu Indonesia (November 2024);
Step 4 Program offer for the training and dispatching program by Hatarakimasu Indonesia (November 2024);
Step 5 Interview in Japanese by Indonesia Manpower Solution or its Partner (December 2024);
Step 6 Administrative departure preparation (January to March 2025);
Step 7 Departure to Japan (April 2025)

Steps in Japan
Step 8 Preparation to live in Japan
Step 9 Start to work with the Recruiter

Job Description
The candidate is responsible in developing and operating ML models related to speech recognition and NLP, as well as back-end development to provide the developed ML models a service. Rather than researching the latest technology, we are focused on providing value to our users and delivering good products quickly. Therefore, we are focusing on in-house development of ML models. It is necessary to have the flexibility to consider using external ML APIs.
- Research, experimentation, and modification to improve the accuracy of existing models;
- Back End development to serve ML models in a production environment.
Technical skills to use in projects
Language (Machine Learning): Python
Language (Back End): Python, TypeScript
Machine Learning Library: Scikit-Learn, PyTorch
Infrastructure: AWS
Code Management: GitHub
CI: GitHub Actions


Required
Minimum bachelor degree in engineering, computer science, or science;
Minimum 2 years working experience in developing voice ML models;
Minimum 2 years working experience in Back End development using ML models;
Business level of English proficiency;
Japanese proficiency certified by minimum JLPT N3 or equivalent to JFT/NAT TEST.
Welcome
English proficiency certified by minimum score 6.0 for IELTS or equivalent for iBT TOEFL/TOEIC;
Experience with Back End development using TypeScript;
Experience with voice recognition and NLP;
Experience building ML Ops;
Experience with Kaggle",None
Artificial Intelligence Researcher,PT eBdesk Teknologi,"South Tangerang, Banten",None,Full time,"Key Responsibilities:
Conduct research to develop state-of-the-art AI and machine learning algorithms, models, and techniques that can be applied to various data-related challenges in the IT domain.
Analyze large datasets to gain insights, discover patterns, and make data-driven recommendations for improving our products and services.
Design and implement machine learning models and algorithms for tasks like data classification, regression, clustering, anomaly detection, and natural language processing.
Train and validate AI models using relevant data and benchmark them for accuracy, performance, and scalability.
Conduct experiments and A/B testing to evaluate the effectiveness of AI-driven features and improvements.
Collaborate with cross-functional teams, including data engineers, software developers, and domain experts, to integrate AI solutions into products and services.
Keep up-to-date with the latest advancements in AI and data science, and apply this knowledge to enhance our company's technical capabilities.
Document research findings, algorithms, and code to ensure knowledge transfer and maintain a knowledge base.
 Qualifications:
A bachelor’s degree in computer science, or related field.
Strong background in machine learning, deep learning, natural language processing, and data analysis.
Proficiency in programming languages such as Python, R.
Experience with deep learning frameworks such as PyTorch and TensorFlow.
Experience with data visualization tools and libraries.
Strong problem-solving and critical thinking skills.
Effective communication skills to collaborate with diverse teams and present findings to non-technical stakeholders.
A passion for AI research and a track record of innovation through publications, patents, or real-world projects.
Willing to be placed at Pondok Aren, Bintaro, South Tangerang.
Ready for commitment for 3 years development program.",None
AI Engineer / Machine Learning Engineer,PT Kinarya Alihdaya Mandiri,"South Jakarta, Jakarta",Rp 7.000.000 – Rp 10.000.000 per month,Full time,"Kualifikasi:
 Lulusan S1 Teknik Informatika, Sistem Informasi, Matematika, Stastistika, Data Scienties, Data Engineer
Pengalaman relevan selama 3-5 tahun dalam bidang AI/ Engineer / Machine Learning Engineer, Data Scienties, Data Engineer, 
Memiliki pengalaman atau maahir dalam bahasa pemrograman seperti My SQL, PostgreSQL, Python, R, atau Hadoop. 
Pengalaman dengan kerangka kerja/pustaka ML seperti PyTorch, NumPy, Pandas, dll.
Familiar dengan AI Generatif.
Familiar dengan database terstruktur (MySQL, PostgreSQL) dan tidak terstruktur (Elasticsearch, MongoDB)
Memiliki pengalaman langsung dengan platform cloud (AWS, GCP, Azure).
Poin Plus: Pengalaman MLOps, keterampilan yang kuat dalam pipelining, dan pengetahuan matematika yang solid.
Tugas dan Tanggung Jawab:
Mendesain, mengembangkan, dan mengimplementasikan model dan algoritma Machine Learning
Berkolaborasi dengan Team untuk memahami kebutuhan bisnis dan menerjemahkannya menjadi solusi
Mengoptimalkan dan meningkatkan alur kerja dan pipeline Machine Learning yang ada
Tetap mengikuti perkembangan terbaru dalam AI Engineer / Machine Learning dan mengintegrasikannya ke dalam produk kami
Mengembangkan dan mengelola solusi BigQuery, termasuk membuat dan menjalankan query, menulis prosedur, dan menggunakan BigQuery API untuk berinteraksi dengan data.
Mengoptimalkan query dan memastikan penyimpanan data yang efisien.",None
Data Annotator - Transsion,PT Carlcare Service Ila,"West Jakarta, Jakarta",None,Full time,"Job Responsibilities
As an AI linguistic Data Engineer in AI language research and development, and data production related positions, you will participate in the research and development of language rules, data collection, sorting and labeling, etc., to provide high-quality data support for our Machine Learning algorithms and models. You will work closely with our team and be responsible for completing the following main tasks:
1. Participated in the research and development of linguistic rules.
2. Collect, organize, and annotate language data for AI model training and optimization.
3. Focus on the learning and auxiliary formulation of specific link standards in data production; data labeling quality inspection, model effect evaluation; and training of labeling personnel.
4. Learn to understand AI-related business processes and algorithmic processes, including but not limited to automatic speech recognition , natural language processing, and Text To Speech.
5. Other business related work.

Qualifications
1. Bachelor degree or above, majoring in language or linguistics is preferred.
2. Solid foundation in theoretical linguistics, with a strong interest and passion for linguistic research, and a strong interest in applying linguistic knowledge to the industrial field.
3. Proficient in the target languages, with good listening, speaking, reading, and writing skills, able to accurately understand and express language characteristics.
4. Able to communicate in Chinese or English, familiar with Chinese is preferred.
5. Proficient in using Praat for audio analysis and annotation is preferred.
6. Proficiency in writing scripts in a language (such as python) for data processing is preferred.
7. Strong sense of responsibility and teamwork spirit, able to complete tasks on time.",None
Data Analyst / Data Scientist,Bali Love,"Denpasar, Bali",nett,Full time,"Job Title: Data Analyst / Data Scientist
Location: Bali, Indonesia (Remote work possible)
Company: Bali.Love - part of Intanah Group

About Us:
Bali.Love is a leader in Bali’s luxury wedding planning industry, providing high-end experiences and services. We're looking for a Data Analyst/Data Scientist to join our growing team and drive data-driven decision-making across the company. If you're passionate about using data to solve complex business problems, we want to hear from you!

Key Responsibilities:
Collaborate with stakeholders to understand business challenges and develop data-driven solutions.
Build, deploy, and refine machine learning models for tasks such as predictive analysis, classification, and clustering.
Conduct exploratory data analysis and feature engineering to uncover meaningful insights from large datasets.
Apply advanced statistical methods and machine learning algorithms to create effective data models.
Create compelling data visualizations, reports, dashboards, and presentations to communicate insights and recommendations.
Stay current with the latest data science technologies, trends, and best practices.


Requirements
Bachelor’s or Master’s degree in Data Science, Statistics, Applied Mathematics, or a related field.
Proficiency in Python and R for data analysis and machine learning tasks.
Strong knowledge of machine learning algorithms (e.g., regression, clustering, decision trees, deep learning).
Experience using data visualization tools such as Tableau, Power BI, Matplotlib, or Seaborn.
Hands-on experience with machine learning frameworks like TensorFlow, PyTorch, or Scikit-learn.
Understanding of A/B testing, hypothesis testing, and other statistical analysis methods.
Experience in deploying and maintaining machine learning models.
Bonus Skills:
Experience working with big data platforms (e.g., Hadoop, Spark) or cloud platforms (e.g., AWS, Google Cloud).
Experience with SQL for database management and querying.
Familiarity with data engineering tools and techniques.


Benefits
Competitive salary and career growth opportunities.
Flexible working hours with the option to work remotely.
Be part of a collaborative and forward-thinking team.
Opportunity to influence business decisions through data-driven insights in a rapidly growing industry.",None
Data Engineer,PT Esha Parama Teknologi,Jakarta,None,Full time,"Job Description:

Data Modeling, ETL process, Big Data Technologies (Hadoop, Spark, NoSQL),
Programming Language (Python), Data Governance, Data Security

1. Design, develop, and maintain a robust and
efficient data architecture to collect, store, and process data from various sources
in the used car sales website platform.
2. Design and implement an optimal database schema, and
ensure data integrity and quality to support accurate analysis and decision-making for the development and management teams.
3. Build and manage data pipelines to efficiently flow data
from source to destination, so that relevant information can be accessed
and used quickly by various parts of the company.
4. Collaborate with data scientist, analyst, and development teams to
understand data needs and provide solutions that enable in-depth analysis and application of business intelligence in the used car sales platform.",None
Machine Learning Developer (Mid-Senior Level),Busana Apparel Group,"South Jakarta, Jakarta",None,Full time,"Busana Apparel Group is one of the largest Garment Manufacturing company in Indonesia. We own several companies/factories in Indonesia and serve many popular brands worldwide.
 We are currently sourcing Machine Learning Developers to join our Company.
Job Description:
Build advanced machine learning model.
Build intelligent document processing & data extraction model.
Maintain software application lifecycle.
 Job Requirements:
D3 from related majors.
Have a minimum of 5 years of experience in machine learning technologies.
Highly familiar with TensorFlow, PyTorch, Scikit-Learn, and Keras.
Excellent knowledge of Python programming language.
Excellent knowledge of AI Model Development.
Excellent understanding of Machine Learning Algorithms.
Willing to work onsite.
Intermediate English skills.",None
Senior Data Scientist - Hybrid Set up (Semarang),PT Accenture,"Semarang, Central Java",None,Full time,"Responsibilities
Drive sales and solutioning of data science/analytics engagements
Manage and/or supervise project delivery
Mentor teams, build new capabilities, support/contribute to thought leadership and building new skills.
Work seamlessly with Client teams in positioning data science/analytical capabilities and with help of them drive deliver data science/analytics engagement.
Manage the challenges of using statistics in a business setting, such as incomplete data, biased data, large data sets, low signal-to-noise ratios, high variance, and multiple objective functions
Requires being creative and resourceful and will utilize traditional statistical methodologies as well as newer techniques from computational statistics and data mining and big data capabilities.
Qualifications
Experience in one or more statistical software packages such as R, SAS, SPSS, etc
Experience in one or more programming languages such as Python, R, etc
Experience in one or more machine learning solutions such as TensorFlow, IBM Watson, etc
Experience in one or more tools for visualization such as Tableau, Qlik, D3, etc
Good understanding of statistical modelling and machine learning
Good understanding of machine learning techniques such as Neural Networks, Random Forest, etc
Ability to meet travel requirements, when applicable
Have a minimum of 3-5 years in relevant experience
Have a minimum of Bachelor degree",None
